EVENT,COUNTRY,FREQUENCY,TIME,ISCED11,AGE,SEX,VALUE
Sports events,Spain,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Total,41.9
Sports events,Spain,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Males,54.0
Sports events,Spain,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Females,29.4
Sports events,Spain,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Total,34.9
Sports events,Spain,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Males,44.2
Sports events,Spain,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Females,25.7
Sports events,Spain,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,48.2
Sports events,Spain,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,64.2
Sports events,Spain,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,34.2
Sports events,Spain,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,46.6
Sports events,Spain,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,62.2
Sports events,Spain,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,32.1
Sports events,Spain,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,37.2
Sports events,Spain,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,49.7
Sports events,Spain,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,23.7
Sports events,Spain,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,42.3
Sports events,Spain,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,55.2
Sports events,Spain,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,31.5
Sports events,Spain,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,46.0
Sports events,Spain,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,57.7
Sports events,Spain,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,36.5
Sports events,Spain,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,40.2
Sports events,Spain,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,51.4
Sports events,Spain,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,31.6
Sports events,Spain,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,25.2
Sports events,Spain,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,32.7
Sports events,Spain,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,17.5
Sports events,Spain,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,24.0
Sports events,Spain,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,31.0
Sports events,Spain,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,16.8
Sports events,Spain,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,18.8
Sports events,Spain,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,23.9
Sports events,Spain,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,13.8
Sports events,Spain,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,29.2
Sports events,Spain,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,39.3
Sports events,Spain,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,20.4
Sports events,Spain,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,27.8
Sports events,Spain,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,37.6
Sports events,Spain,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,18.7
Sports events,Spain,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,20.9
Sports events,Spain,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,27.9
Sports events,Spain,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,13.3
Sports events,Spain,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,26.4
Sports events,Spain,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,35.5
Sports events,Spain,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,18.7
Sports events,Spain,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,27.0
Sports events,Spain,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,35.8
Sports events,Spain,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,19.9
Sports events,Spain,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,21.6
Sports events,Spain,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,29.0
Sports events,Spain,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,16.1
Sports events,France,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Total,57.7
Sports events,France,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Males,48.2
Sports events,France,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Females,67.4
Sports events,France,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Total,59.9
Sports events,France,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Males,49.5
Sports events,France,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Females,70.0
Sports events,France,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Total,66.5
Sports events,France,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Males,56.4
Sports events,France,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Females,75.9
Sports events,France,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,59.0
Sports events,France,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,50.7
Sports events,France,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,67.7
Sports events,France,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,61.8
Sports events,France,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,52.8
Sports events,France,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,71.5
Sports events,France,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,67.5
Sports events,France,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,56.9
Sports events,France,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,79.9
Sports events,France,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,50.5
Sports events,France,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,37.9
Sports events,France,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,61.9
Sports events,France,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,54.7
Sports events,France,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,42.4
Sports events,France,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,64.9
Sports events,France,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,63.0
Sports events,France,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,52.6
Sports events,France,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,70.5
Sports events,France,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,22.4
Sports events,France,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,25.1
Sports events,France,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,19.7
Sports events,France,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,22.8
Sports events,France,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,26.4
Sports events,France,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,19.3
Sports events,France,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,22.2
Sports events,France,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,27.3
Sports events,France,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,17.4
Sports events,France,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,19.4
Sports events,France,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,20.2
Sports events,France,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,18.5
Sports events,France,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,20.8
Sports events,France,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,23.7
Sports events,France,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,17.8
Sports events,France,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,22.1
Sports events,France,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,28.7
Sports events,France,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,14.4
Sports events,France,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,29.6
Sports events,France,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,35.1
Sports events,France,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,24.7
Sports events,France,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,27.1
Sports events,France,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,30.9
Sports events,France,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,23.9
Sports events,France,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,24.2
Sports events,France,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,27.4
Sports events,France,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,21.9
Sports events,France,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Total,42.3
Sports events,France,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Males,51.8
Sports events,France,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Females,32.6
Sports events,France,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Total,40.1
Sports events,France,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Males,50.5
Sports events,France,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Females,30.0
Sports events,France,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Total,33.5
Sports events,France,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Males,43.6
Sports events,France,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Females,24.1
Sports events,France,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,41.0
Sports events,France,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,49.3
Sports events,France,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,32.3
Sports events,France,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,38.2
Sports events,France,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,47.2
Sports events,France,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,28.5
Sports events,France,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,32.5
Sports events,France,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,43.1
Sports events,France,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,20.1
Sports events,France,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,49.5
Sports events,France,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,62.1
Sports events,France,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,38.1
Sports events,France,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,45.3
Sports events,France,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,57.6
Sports events,France,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,35.1
Sports events,France,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,37.0
Sports events,France,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,47.4
Sports events,France,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,29.5
Sports events,France,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,19.9
Sports events,France,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,26.7
Sports events,France,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,12.9
Sports events,France,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,17.3
Sports events,France,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,24.0
Sports events,France,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,10.7
Sports events,France,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,11.3
Sports events,France,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,16.3
Sports events,France,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,6.7
Sports events,France,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,21.6
Sports events,France,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,29.1
Sports events,France,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,13.8
Sports events,France,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,17.4
Sports events,France,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,23.6
Sports events,France,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,10.8
Sports events,France,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,10.4
Sports events,France,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,14.4
Sports events,France,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,5.7
Sports events,France,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,19.9
Sports events,France,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,26.9
Sports events,France,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,13.5
Sports events,France,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,18.2
Sports events,France,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,26.7
Sports events,France,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,11.2
Sports events,France,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,12.8
Sports events,France,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,20.1
Sports events,France,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,7.6
Sports events,Croatia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Total,47.2
Sports events,Croatia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Males,32.3
Sports events,Croatia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Females,62.8
Sports events,Croatia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Total,49.1
Sports events,Croatia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Males,32.7
Sports events,Croatia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Females,66.4
Sports events,Croatia,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Total,58.0
Sports events,Croatia,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Males,42.2
Sports events,Croatia,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Females,74.4
Sports events,Croatia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,47.8
Sports events,Croatia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,32.6
Sports events,Croatia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,64.7
Sports events,Croatia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,49.5
Sports events,Croatia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,32.1
Sports events,Croatia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,70.4
Sports events,Croatia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,59.6
Sports events,Croatia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,44.3
Sports events,Croatia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,80.0
Sports events,Croatia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,40.4
Sports events,Croatia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,21.8
Sports events,Croatia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,54.5
Sports events,Croatia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,45.6
Sports events,Croatia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,26.8
Sports events,Croatia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,57.1
Sports events,Croatia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,50.4
Sports events,Croatia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,28.8
Sports events,Croatia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,63.4
Sports events,Croatia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,28.1
Sports events,Croatia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,32.8
Sports events,Croatia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,23.2
Sports events,Croatia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,27.2
Sports events,Croatia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,32.9
Sports events,Croatia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,21.3
Sports events,Croatia,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,23.2
Sports events,Croatia,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,29.2
Sports events,Croatia,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,17.1
Sports events,Croatia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,29.8
Sports events,Croatia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,35.4
Sports events,Croatia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,23.6
Sports events,Croatia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,27.8
Sports events,Croatia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,33.9
Sports events,Croatia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,20.5
Sports events,Croatia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,22.0
Sports events,Croatia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,27.7
Sports events,Croatia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,14.5
Sports events,Croatia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,24.3
Sports events,Croatia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,22.4
Sports events,Croatia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,25.8
Sports events,Croatia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,29.3
Sports events,Croatia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,36.9
Sports events,Croatia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,24.7
Sports events,Croatia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,28.6
Sports events,Croatia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,37.9
Sports events,Croatia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,23.0
Sports events,Croatia,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Total,52.8
Sports events,Croatia,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Males,67.7
Sports events,Croatia,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Females,37.2
Sports events,Croatia,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Total,50.9
Sports events,Croatia,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Males,67.3
Sports events,Croatia,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Females,33.6
Sports events,Croatia,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Total,42.0
Sports events,Croatia,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Males,57.8
Sports events,Croatia,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Females,25.6
Sports events,Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,52.2
Sports events,Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,67.4
Sports events,Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,35.3
Sports events,Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,50.5
Sports events,Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,67.9
Sports events,Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,29.6
Sports events,Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,40.4
Sports events,Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,55.7
Sports events,Croatia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,20.0
Sports events,Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,59.6
Sports events,Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,78.2
Sports events,Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,45.5
Sports events,Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,54.4
Sports events,Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,73.2
Sports events,Croatia,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,42.9
Sports events,Croatia,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,49.6
Sports events,Croatia,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,71.2
Sports events,Croatia,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,36.6
Sports events,Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,24.7
Sports events,Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,34.9
Sports events,Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,14.0
Sports events,Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,23.6
Sports events,Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,34.4
Sports events,Croatia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,12.4
Sports events,Croatia,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,18.8
Sports events,Croatia,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,28.6
Sports events,Croatia,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,8.6
Sports events,Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,22.4
Sports events,Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,32.0
Sports events,Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,11.8
Sports events,Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,22.7
Sports events,Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,34.0
Sports events,Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,9.1
Sports events,Croatia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,18.3
