SECT_PERF,COUNTRY,TIME,VALUE
Private non-profit sector,Greece,2005,0.01
Private non-profit sector,Greece,2006,0.01
Private non-profit sector,Greece,2007,0.01
Private non-profit sector,Greece,2008,0.01
Private non-profit sector,Greece,2009,0.01
Private non-profit sector,Greece,2010,0.01
Private non-profit sector,Greece,2011,0.01
Private non-profit sector,Greece,2012,0.01
Private non-profit sector,Greece,2013,0.01
Private non-profit sector,Greece,2014,0.01
Private non-profit sector,Greece,2015,0.01
Private non-profit sector,Greece,2016,0.01
Private non-profit sector,Greece,2017,0.01
Private non-profit sector,Greece,2018,0.01
Private non-profit sector,Greece,2019,0.01
Private non-profit sector,Greece,2020,0.01
Private non-profit sector,Spain,2000,0.01
Private non-profit sector,Spain,2001,0.01
Private non-profit sector,Spain,2002,0
Private non-profit sector,Spain,2003,0
Private non-profit sector,Spain,2004,0
Private non-profit sector,Spain,2005,0
Private non-profit sector,Spain,2006,0
Private non-profit sector,Spain,2007,0
Private non-profit sector,Spain,2008,0
Private non-profit sector,Spain,2009,0
Private non-profit sector,Spain,2010,0
Private non-profit sector,Spain,2011,0
Private non-profit sector,Spain,2012,0
Private non-profit sector,Spain,2013,0
Private non-profit sector,Spain,2014,0
Private non-profit sector,Spain,2015,0
Private non-profit sector,Spain,2016,0
Private non-profit sector,Spain,2017,0
Private non-profit sector,Spain,2018,0
Private non-profit sector,Spain,2019,0
Private non-profit sector,Spain,2020,0
Private non-profit sector,Finland,2000,0.02
Private non-profit sector,Finland,2001,0.02
Private non-profit sector,Finland,2002,0.02
Private non-profit sector,Finland,2003,0.02
Private non-profit sector,Finland,2004,0.02
Private non-profit sector,Finland,2005,0.02
Private non-profit sector,Finland,2006,0.02
Private non-profit sector,Finland,2007,0.02
Private non-profit sector,Finland,2008,0.02
Private non-profit sector,Finland,2009,0.02
Private non-profit sector,Finland,2010,0.03
Private non-profit sector,Finland,2011,0.03
Private non-profit sector,Finland,2012,0.02
Private non-profit sector,Finland,2013,0.02
Private non-profit sector,Finland,2014,0.02
Private non-profit sector,Finland,2015,0.02
Private non-profit sector,Finland,2016,0.02
Private non-profit sector,Finland,2017,0.02
Private non-profit sector,Finland,2018,0.02
Private non-profit sector,Finland,2019,0.02
Private non-profit sector,Finland,2020,0.02
Private non-profit sector,France,2000,0.03
Private non-profit sector,France,2001,0.03
Private non-profit sector,France,2002,0.03
Private non-profit sector,France,2003,0.03
Private non-profit sector,France,2004,0.03
Private non-profit sector,France,2005,0.03
Private non-profit sector,France,2006,0.03
Private non-profit sector,France,2007,0.02
Private non-profit sector,France,2008,0.03
Private non-profit sector,France,2009,0.03
Private non-profit sector,France,2010,0.03
Private non-profit sector,France,2011,0.03
Private non-profit sector,France,2012,0.03
Private non-profit sector,France,2013,0.03
Private non-profit sector,France,2014,0.03
Private non-profit sector,France,2015,0.03
Private non-profit sector,France,2016,0.04
Private non-profit sector,France,2017,0.03
Private non-profit sector,France,2018,0.03
Private non-profit sector,France,2019,0.04
Private non-profit sector,France,2020,0.04
Private non-profit sector,Croatia,2005,0
Private non-profit sector,Croatia,2006,0
Private non-profit sector,Croatia,2007,0
Private non-profit sector,Croatia,2008,0
Private non-profit sector,Croatia,2009,0
Private non-profit sector,Croatia,2010,0
Private non-profit sector,Croatia,2011,0
Private non-profit sector,Croatia,2012
Private non-profit sector,Croatia,2013
Private non-profit sector,Croatia,2014
Private non-profit sector,Croatia,2015
Private non-profit sector,Iceland,2000,0.05
Private non-profit sector,Iceland,2001,0.06
Private non-profit sector,Iceland,2002,0.06
Private non-profit sector,Iceland,2003,0.06
Private non-profit sector,Iceland,2005,0.08
Private non-profit sector,Iceland,2006,0.08
Private non-profit sector,Iceland,2007,0.06
Private non-profit sector,Iceland,2008,0.06
Private non-profit sector,Iceland,2009,0.06
Private non-profit sector,Iceland,2011,0.07
Private non-profit sector,Iceland,2013,0
Private non-profit sector,Iceland,2014,0
Private non-profit sector,Iceland,2015,0
Private non-profit sector,Iceland,2016,0
Private non-profit sector,Iceland,2017,0
Private non-profit sector,Iceland,2018,0
Private non-profit sector,Italy,2002,0.01
Private non-profit sector,Italy,2003,0.01
Private non-profit sector,Italy,2004,0.02
Private non-profit sector,Italy,2005,0.02
Private non-profit sector,Italy,2006,0.04
Private non-profit sector,Italy,2007,0.04
Private non-profit sector,Italy,2008,0.04
Private non-profit sector,Italy,2009,0.04
Private non-profit sector,Italy,2010,0.04
Private non-profit sector,Italy,2011,0.04
Private non-profit sector,Italy,2012,0.04
Private non-profit sector,Italy,2013,0.04
Private non-profit sector,Italy,2014,0.04
Private non-profit sector,Italy,2015,0.04
Private non-profit sector,Italy,2016,0.03
Private non-profit sector,Italy,2017,0.02
Private non-profit sector,Italy,2018,0.02
Private non-profit sector,Italy,2019,0.03
Private non-profit sector,Italy,2020,0.03
Private non-profit sector,Luxembourg,2009,0
Private non-profit sector,Luxembourg,2010,0
Private non-profit sector,Luxembourg,2011,0
Private non-profit sector,Luxembourg,2012,0
Private non-profit sector,Luxembourg,2017
Private non-profit sector,Latvia,2000,0
Private non-profit sector,Latvia,2001,0
Private non-profit sector,Latvia,2002,0
Private non-profit sector,Latvia,2003,0
Private non-profit sector,Latvia,2004,0
Private non-profit sector,Latvia,2005,0
Private non-profit sector,Latvia,2006,0
Private non-profit sector,Montenegro,2011,0.01
Private non-profit sector,Montenegro,2013,0.01
Private non-profit sector,Montenegro,2014,0.01
Private non-profit sector,Montenegro,2015,0.01
Private non-profit sector,Montenegro,2016,0.02
Private non-profit sector,Montenegro,2017,0.01
Private non-profit sector,Montenegro,2018,0.01
Private non-profit sector,North Macedonia,2015,0
Private non-profit sector,North Macedonia,2016,0.01
Private non-profit sector,North Macedonia,2017,0.01
Private non-profit sector,North Macedonia,2018,0.01
Private non-profit sector,North Macedonia,2019,0.01
Private non-profit sector,North Macedonia,2020,0
Private non-profit sector,Malta,2002,0
Private non-profit sector,Malta,2003,0
Private non-profit sector,Malta,2004,0
Private non-profit sector,Malta,2005,0
Private non-profit sector,Malta,2006,0
Private non-profit sector,Malta,2007,0
Private non-profit sector,Malta,2008,0
Private non-profit sector,Malta,2009,0
Private non-profit sector,Netherlands,2000,0.02
Private non-profit sector,Netherlands,2001
Private non-profit sector,Netherlands,2002,0.01
Private non-profit sector,Netherlands,2003
Private non-profit sector,Netherlands,2004
Private non-profit sector,Netherlands,2005
Private non-profit sector,Netherlands,2006
Private non-profit sector,Netherlands,2007
Private non-profit sector,Netherlands,2008
Private non-profit sector,Netherlands,2009
Private non-profit sector,Netherlands,2010
Private non-profit sector,Netherlands,2011
Private non-profit sector,Netherlands,2012
Private non-profit sector,Netherlands,2013,0
Private non-profit sector,Netherlands,2014,0
Private non-profit sector,Netherlands,2015,0
Private non-profit sector,Netherlands,2016,0
Private non-profit sector,Netherlands,2017,0
Private non-profit sector,Netherlands,2018,0
Private non-profit sector,Netherlands,2019,0
Private non-profit sector,Netherlands,2020,0
Private non-profit sector,Poland,2000,0
Private non-profit sector,Poland,2001,0
Private non-profit sector,Poland,2002,0
Private non-profit sector,Poland,2003,0
Private non-profit sector,Poland,2004,0
Private non-profit sector,Poland,2005,0
Private non-profit sector,Poland,2006,0
Private non-profit sector,Poland,2007,0
Private non-profit sector,Poland,2008,0
Private non-profit sector,Poland,2009,0
Private non-profit sector,Poland,2010,0
Private non-profit sector,Poland,2011,0
Private non-profit sector,Poland,2012,0
Private non-profit sector,Poland,2013,0
Private non-profit sector,Poland,2014,0
Private non-profit sector,Poland,2015,0
Private non-profit sector,Poland,2016,0
Private non-profit sector,Poland,2017,0
Private non-profit sector,Poland,2018,0
Private non-profit sector,Poland,2019,0
Private non-profit sector,Poland,2020,0
Private non-profit sector,Portugal,2000,0.08
Private non-profit sector,Portugal,2001,0.08
Private non-profit sector,Portugal,2002,0.08
Private non-profit sector,Portugal,2003,0.08
Private non-profit sector,Portugal,2004,0.08
Private non-profit sector,Portugal,2005,0.09
Private non-profit sector,Portugal,2006,0.1
Private non-profit sector,Portugal,2007,0.11
Private non-profit sector,Portugal,2008,0.12
Private non-profit sector,Portugal,2009,0.14
Private non-profit sector,Portugal,2010,0.16
Private non-profit sector,Portugal,2011,0.13
Private non-profit sector,Portugal,2012,0.12
Private non-profit sector,Portugal,2013,0.02
Private non-profit sector,Portugal,2014,0.02
Private non-profit sector,Portugal,2015,0.02
Private non-profit sector,Portugal,2016,0.02
Private non-profit sector,Portugal,2017,0.02
Private non-profit sector,Portugal,2018,0.02
Private non-profit sector,Portugal,2019,0.03
Private non-profit sector,Portugal,2020,0.03
Private non-profit sector,Romania,2003,0
Private non-profit sector,Romania,2004,0
Private non-profit sector,Romania,2005,0.01
Private non-profit sector,Romania,2006,0.01
Private non-profit sector,Romania,2007,0
Private non-profit sector,Romania,2008,0
Private non-profit sector,Romania,2009,0
Private non-profit sector,Romania,2010,0
Private non-profit sector,Romania,2011,0
Private non-profit sector,Romania,2012,0
Private non-profit sector,Romania,2013,0
Private non-profit sector,Romania,2014,0
Private non-profit sector,Romania,2015,0
Private non-profit sector,Romania,2016,0
Private non-profit sector,Romania,2017,0
Private non-profit sector,Romania,2018,0
Private non-profit sector,Romania,2019,0
Private non-profit sector,Romania,2020,0
Private non-profit sector,Serbia,2009,0
Private non-profit sector,Serbia,2010,0
Private non-profit sector,Serbia,2011,0
Private non-profit sector,Serbia,2012,0
Private non-profit sector,Serbia,2013,0
Private non-profit sector,Serbia,2014,0
Private non-profit sector,Serbia,2015,0
Private non-profit sector,Serbia,2016,0
Private non-profit sector,Serbia,2017,0
Private non-profit sector,Serbia,2018,0
Private non-profit sector,Serbia,2019,0
Private non-profit sector,Serbia,2020,0
Private non-profit sector,Sweden,2001,0
Private non-profit sector,Sweden,2003,0.01
Private non-profit sector,Sweden,2004,0.01
Private non-profit sector,Sweden,2005,0.01
Private non-profit sector,Sweden,2006,0.01
Private non-profit sector,Sweden,2007,0.01
Private non-profit sector,Sweden,2008,0.01
Private non-profit sector,Sweden,2009,0
Private non-profit sector,Sweden,2010,0
Private non-profit sector,Sweden,2011,0.01
Private non-profit sector,Sweden,2012,0.01
Private non-profit sector,Sweden,2013,0.01
Private non-profit sector,Sweden,2014,0.01
Private non-profit sector,Sweden,2015,0.01
Private non-profit sector,Sweden,2016,0.01
Private non-profit sector,Sweden,2017,0
Private non-profit sector,Sweden,2018,0
Private non-profit sector,Sweden,2019,0
Private non-profit sector,Sweden,2020,0
Private non-profit sector,Slovenia,2000,0.02
Private non-profit sector,Slovenia,2001,0.02
Private non-profit sector,Slovenia,2002,0.02
Private non-profit sector,Slovenia,2003,0
Private non-profit sector,Slovenia,2004,0
Private non-profit sector,Slovenia,2005,0
Private non-profit sector,Slovenia,2006,0
Private non-profit sector,Slovenia,2007,0
Private non-profit sector,Slovenia,2008,0
Private non-profit sector,Slovenia,2009,0
Private non-profit sector,Slovenia,2010,0
Private non-profit sector,Slovenia,2011,0
Private non-profit sector,Slovenia,2012,0
Private non-profit sector,Slovenia,2013,0
Private non-profit sector,Slovenia,2014,0
Private non-profit sector,Slovenia,2015,0
Private non-profit sector,Slovenia,2016,0
Private non-profit sector,Slovenia,2017,0
Private non-profit sector,Slovenia,2018,0.01
Private non-profit sector,Slovenia,2019,0.01
Private non-profit sector,Slovenia,2020,0.02
Private non-profit sector,Slovakia,2000,0
Private non-profit sector,Slovakia,2001,0
Private non-profit sector,Slovakia,2002,0
Private non-profit sector,Slovakia,2003,0
Private non-profit sector,Slovakia,2004,0
Private non-profit sector,Slovakia,2005,0
Private non-profit sector,Slovakia,2006,0
Private non-profit sector,Slovakia,2007,0
Private non-profit sector,Slovakia,2008,0
Private non-profit sector,Slovakia,2009,0
Private non-profit sector,Slovakia,2010,0
Private non-profit sector,Slovakia,2011,0
Private non-profit sector,Slovakia,2012,0
Private non-profit sector,Slovakia,2013,0
Private non-profit sector,Slovakia,2014,0
Private non-profit sector,Slovakia,2015,0
Private non-profit sector,Slovakia,2016,0
Private non-profit sector,Slovakia,2017,0
Private non-profit sector,Slovakia,2018,0
Private non-profit sector,Slovakia,2019,0
Private non-profit sector,Slovakia,2020,0
Private non-profit sector,United Kingdom,2000,0.03
Private non-profit sector,United Kingdom,2001,0.03
Private non-profit sector,United Kingdom,2002,0.03
Private non-profit sector,United Kingdom,2003,0.03
Private non-profit sector,United Kingdom,2004,0.03
Private non-profit sector,United Kingdom,2005,0.04
Private non-profit sector,United Kingdom,2006,0.04
Private non-profit sector,United Kingdom,2007,0.04
Private non-profit sector,United Kingdom,2008,0.04
Private non-profit sector,United Kingdom,2009,0.04
Private non-profit sector,United Kingdom,2010,0.04
Private non-profit sector,United Kingdom,2011,0.03
Private non-profit sector,United Kingdom,2012,0.03
Private non-profit sector,United Kingdom,2013,0.03
Private non-profit sector,United Kingdom,2014,0.03
Private non-profit sector,United Kingdom,2015,0.03
Private non-profit sector,United Kingdom,2016,0.04
Private non-profit sector,United Kingdom,2017,0.04
Private non-profit sector,United Kingdom,2018,0.04
Private non-profit sector,United Kingdom,2019,0.04
All sectors,Austria,2000,1.89
All sectors,Austria,2001,1.99
All sectors,Austria,2002,2.07
All sectors,Austria,2003,2.17
All sectors,Austria,2004,2.17
All sectors,Austria,2005,2.37
All sectors,Austria,2006,2.36
All sectors,Austria,2007,2.42
All sectors,Austria,2008,2.57
All sectors,Austria,2009,2.6
All sectors,Austria,2010,2.73
All sectors,Austria,2011,2.67
All sectors,Austria,2012,2.91
All sectors,Austria,2013,2.95
All sectors,Austria,2014,3.08
All sectors,Austria,2015,3.05
All sectors,Austria,2016,3.12
All sectors,Austria,2017,3.06
All sectors,Austria,2018,3.09
All sectors,Austria,2019,3.13
All sectors,Austria,2020,3.2
All sectors,Bosnia and Herzegovina,2012,0.27
All sectors,Bosnia and Herzegovina,2013,0.32
All sectors,Bosnia and Herzegovina,2014,0.26
All sectors,Bosnia and Herzegovina,2019,0.19
All sectors,Belgium,2000,1.94
All sectors,Belgium,2001,2.03
All sectors,Belgium,2002,1.9
All sectors,Belgium,2003,1.84
All sectors,Belgium,2004,1.82
All sectors,Belgium,2005,1.79
All sectors,Belgium,2006,1.82
All sectors,Belgium,2007,1.85
All sectors,Belgium,2008,1.94
All sectors,Belgium,2009,2
All sectors,Belgium,2010,2.06
All sectors,Belgium,2011,2.17
All sectors,Belgium,2012,2.28
All sectors,Belgium,2013,2.33
All sectors,Belgium,2014,2.37
All sectors,Belgium,2015,2.43
All sectors,Belgium,2016,2.52
All sectors,Belgium,2017,2.67
All sectors,Belgium,2018,2.86
All sectors,Belgium,2019,3.16
All sectors,Belgium,2020,3.48
All sectors,Bulgaria,2000,0.5
All sectors,Bulgaria,2001,0.45
All sectors,Bulgaria,2002,0.46
All sectors,Bulgaria,2003,0.47
All sectors,Bulgaria,2004,0.47
All sectors,Bulgaria,2005,0.44
All sectors,Bulgaria,2006,0.44
All sectors,Bulgaria,2007,0.43
All sectors,Bulgaria,2008,0.45
All sectors,Bulgaria,2009,0.49
All sectors,Bulgaria,2010,0.56
All sectors,Bulgaria,2011,0.53
All sectors,Bulgaria,2012,0.6
All sectors,Bulgaria,2013,0.63
All sectors,Bulgaria,2014,0.79
All sectors,Bulgaria,2015,0.95
All sectors,Bulgaria,2016,0.77
All sectors,Bulgaria,2017,0.74
All sectors,Bulgaria,2018,0.75
All sectors,Bulgaria,2019,0.83
All sectors,Bulgaria,2020,0.85
All sectors,Switzerland,2000,2.26
All sectors,Switzerland,2004,2.6
All sectors,Switzerland,2008,2.64
All sectors,Switzerland,2012,2.85
All sectors,Switzerland,2015,3.04
All sectors,Switzerland,2017,3.03
All sectors,Switzerland,2019,3.15
All sectors,Cyprus,2000,0.23
All sectors,Cyprus,2001,0.24
All sectors,Cyprus,2002,0.28
All sectors,Cyprus,2003,0.32
All sectors,Cyprus,2004,0.34
All sectors,Cyprus,2005,0.37
All sectors,Cyprus,2006,0.38
All sectors,Cyprus,2007,0.4
All sectors,Cyprus,2008,0.39
All sectors,Cyprus,2009,0.44
All sectors,Cyprus,2010,0.44
All sectors,Cyprus,2011,0.45
All sectors,Cyprus,2012,0.44
All sectors,Cyprus,2013,0.49
All sectors,Cyprus,2014,0.51
All sectors,Cyprus,2015,0.48
All sectors,Cyprus,2016,0.52
All sectors,Cyprus,2017,0.54
All sectors,Cyprus,2018,0.62
All sectors,Cyprus,2019,0.71
All sectors,Cyprus,2020,0.82
All sectors,Czechia,2000,1.11
All sectors,Czechia,2001,1.1
All sectors,Czechia,2002,1.1
All sectors,Czechia,2003,1.14
All sectors,Czechia,2004,1.14
All sectors,Czechia,2005,1.16
All sectors,Czechia,2006,1.23
All sectors,Czechia,2007,1.3
All sectors,Czechia,2008,1.23
All sectors,Czechia,2009,1.29
All sectors,Czechia,2010,1.33
All sectors,Czechia,2011,1.54
All sectors,Czechia,2012,1.77
All sectors,Czechia,2013,1.88
All sectors,Czechia,2014,1.96
All sectors,Czechia,2015,1.92
All sectors,Czechia,2016,1.67
All sectors,Czechia,2017,1.77
All sectors,Czechia,2018,1.9
All sectors,Czechia,2019,1.93
All sectors,Czechia,2020,1.99
All sectors,Germany (until 1990 former territory of the FRG),2000,2.41
All sectors,Germany (until 1990 former territory of the FRG),2001,2.4
All sectors,Germany (until 1990 former territory of the FRG),2002,2.44
All sectors,Germany (until 1990 former territory of the FRG),2003,2.47
All sectors,Germany (until 1990 former territory of the FRG),2004,2.44
All sectors,Germany (until 1990 former territory of the FRG),2005,2.44
All sectors,Germany (until 1990 former territory of the FRG),2006,2.47
All sectors,Germany (until 1990 former territory of the FRG),2007,2.46
All sectors,Germany (until 1990 former territory of the FRG),2008,2.62
All sectors,Germany (until 1990 former territory of the FRG),2009,2.74
All sectors,Germany (until 1990 former territory of the FRG),2010,2.73
All sectors,Germany (until 1990 former territory of the FRG),2011,2.81
All sectors,Germany (until 1990 former territory of the FRG),2012,2.88
All sectors,Germany (until 1990 former territory of the FRG),2013,2.84
All sectors,Germany (until 1990 former territory of the FRG),2014,2.88
All sectors,Germany (until 1990 former territory of the FRG),2015,2.93
All sectors,Germany (until 1990 former territory of the FRG),2016,2.94
All sectors,Germany (until 1990 former territory of the FRG),2017,3.05
All sectors,Germany (until 1990 former territory of the FRG),2018,3.11
All sectors,Germany (until 1990 former territory of the FRG),2019,3.17
All sectors,Germany (until 1990 former territory of the FRG),2020,3.14
All sectors,Denmark,2000,2.19
All sectors,Denmark,2001,2.32
All sectors,Denmark,2002,2.44
All sectors,Denmark,2003,2.51
All sectors,Denmark,2004,2.42
All sectors,Denmark,2005,2.39
All sectors,Denmark,2006,2.4
All sectors,Denmark,2007,2.52
All sectors,Denmark,2008,2.77
All sectors,Denmark,2009,3.06
All sectors,Denmark,2010,2.92
All sectors,Denmark,2011,2.94
All sectors,Denmark,2012,2.98
All sectors,Denmark,2013,2.97
All sectors,Denmark,2014,2.91
All sectors,Denmark,2015,3.06
All sectors,Denmark,2016,3.09
All sectors,Denmark,2017,2.93
All sectors,Denmark,2018,2.97
All sectors,Denmark,2019,2.93
All sectors,Denmark,2020,3.03
All sectors,Estonia,2000,0.6
All sectors,Estonia,2001,0.7
All sectors,Estonia,2002,0.71
All sectors,Estonia,2003,0.76
All sectors,Estonia,2004,0.85
All sectors,Estonia,2005,0.92
All sectors,Estonia,2006,1.11
All sectors,Estonia,2007,1.06
All sectors,Estonia,2008,1.25
All sectors,Estonia,2009,1.4
All sectors,Estonia,2010,1.58
All sectors,Estonia,2011,2.31
All sectors,Estonia,2012,2.12
All sectors,Estonia,2013,1.72
All sectors,Estonia,2014,1.43
All sectors,Estonia,2015,1.47
All sectors,Estonia,2016,1.24
All sectors,Estonia,2017,1.28
All sectors,Estonia,2018,1.42
All sectors,Estonia,2019,1.63
All sectors,Estonia,2020,1.79
All sectors,Greece,2001,0.56
All sectors,Greece,2003,0.55
All sectors,Greece,2004,0.53
All sectors,Greece,2005,0.58
All sectors,Greece,2006,0.56
All sectors,Greece,2007,0.58
All sectors,Greece,2008,0.66
All sectors,Greece,2009,0.63
All sectors,Greece,2010,0.6
All sectors,Greece,2011,0.68
All sectors,Greece,2012,0.71
All sectors,Greece,2013,0.81
All sectors,Greece,2014,0.84
All sectors,Greece,2015,0.97
All sectors,Greece,2016,1.01
All sectors,Greece,2017,1.15
All sectors,Greece,2018,1.21
All sectors,Greece,2019,1.28
All sectors,Greece,2020,1.5
All sectors,Spain,2000,0.88
All sectors,Spain,2001,0.89
All sectors,Spain,2002,0.96
All sectors,Spain,2003,1.02
All sectors,Spain,2004,1.04
All sectors,Spain,2005,1.1
All sectors,Spain,2006,1.18
All sectors,Spain,2007,1.24
All sectors,Spain,2008,1.33
All sectors,Spain,2009,1.36
All sectors,Spain,2010,1.36
All sectors,Spain,2011,1.33
All sectors,Spain,2012,1.3
All sectors,Spain,2013,1.28
All sectors,Spain,2014,1.24
All sectors,Spain,2015,1.22
All sectors,Spain,2016,1.19
All sectors,Spain,2017,1.21
All sectors,Spain,2018,1.24
All sectors,Spain,2019,1.25
All sectors,Spain,2020,1.41
All sectors,Finland,2000,3.24
All sectors,Finland,2001,3.19
All sectors,Finland,2002,3.25
All sectors,Finland,2003,3.3
All sectors,Finland,2004,3.31
All sectors,Finland,2005,3.32
All sectors,Finland,2006,3.33
All sectors,Finland,2007,3.34
All sectors,Finland,2008,3.54
All sectors,Finland,2009,3.73
All sectors,Finland,2010,3.71
All sectors,Finland,2011,3.62
All sectors,Finland,2012,3.4
All sectors,Finland,2013,3.27
All sectors,Finland,2014,3.15
All sectors,Finland,2015,2.87
All sectors,Finland,2016,2.72
All sectors,Finland,2017,2.73
All sectors,Finland,2018,2.76
All sectors,Finland,2019,2.8
All sectors,Finland,2020,2.94
All sectors,France,2000,2.09
All sectors,France,2001,2.14
All sectors,France,2002,2.17
All sectors,France,2003,2.12
All sectors,France,2004,2.09
All sectors,France,2005,2.05
All sectors,France,2006,2.05
All sectors,France,2007,2.02
All sectors,France,2008,2.06
All sectors,France,2009,2.21
All sectors,France,2010,2.18
All sectors,France,2011,2.19
All sectors,France,2012,2.23
All sectors,France,2013,2.24
All sectors,France,2014,2.23
All sectors,France,2015,2.23
All sectors,France,2016,2.22
All sectors,France,2017,2.2
All sectors,France,2018,2.2
All sectors,France,2019,2.19
All sectors,France,2020,2.35
All sectors,Croatia,2002,0.94
All sectors,Croatia,2003,0.94
All sectors,Croatia,2004,1.02
All sectors,Croatia,2005,0.85
All sectors,Croatia,2006,0.73
All sectors,Croatia,2007,0.79
All sectors,Croatia,2008,0.88
All sectors,Croatia,2009,0.84
All sectors,Croatia,2010,0.74
All sectors,Croatia,2011,0.74
All sectors,Croatia,2012,0.74
All sectors,Croatia,2013,0.8
All sectors,Croatia,2014,0.77
All sectors,Croatia,2015,0.83
All sectors,Croatia,2016,0.85
All sectors,Croatia,2017,0.85
All sectors,Croatia,2018,0.95
All sectors,Croatia,2019,1.08
All sectors,Croatia,2020,1.25
All sectors,Hungary,2000,0.79
All sectors,Hungary,2001,0.91
All sectors,Hungary,2002,0.98
All sectors,Hungary,2003,0.92
All sectors,Hungary,2004,0.86
All sectors,Hungary,2005,0.92
All sectors,Hungary,2006,0.98
All sectors,Hungary,2007,0.95
All sectors,Hungary,2008,0.98
All sectors,Hungary,2009,1.13
All sectors,Hungary,2010,1.13
All sectors,Hungary,2011,1.18
All sectors,Hungary,2012,1.25
All sectors,Hungary,2013,1.38
All sectors,Hungary,2014,1.34
All sectors,Hungary,2015,1.34
All sectors,Hungary,2016,1.18
All sectors,Hungary,2017,1.32
All sectors,Hungary,2018,1.51
All sectors,Hungary,2019,1.48
All sectors,Hungary,2020,1.61
All sectors,Ireland,2000,1.08
All sectors,Ireland,2001,1.05
All sectors,Ireland,2002,1.06
All sectors,Ireland,2003,1.12
All sectors,Ireland,2004,1.18
All sectors,Ireland,2005,1.19
All sectors,Ireland,2006,1.2
All sectors,Ireland,2007,1.23
All sectors,Ireland,2008,1.39
All sectors,Ireland,2009,1.61
All sectors,Ireland,2010,1.6
All sectors,Ireland,2011,1.55
All sectors,Ireland,2012,1.56
All sectors,Ireland,2013,1.57
All sectors,Ireland,2014,1.52
All sectors,Ireland,2015,1.18
All sectors,Ireland,2016,1.18
All sectors,Ireland,2017,1.26
All sectors,Ireland,2018,1.17
All sectors,Ireland,2019,1.23
All sectors,Ireland,2020,1.23
All sectors,Iceland,2000,2.57
All sectors,Iceland,2001,2.84
All sectors,Iceland,2002,2.82
All sectors,Iceland,2003,2.71
All sectors,Iceland,2005,2.68
All sectors,Iceland,2006,2.85
All sectors,Iceland,2007,2.53
All sectors,Iceland,2008,2.46
All sectors,Iceland,2009,2.6
All sectors,Iceland,2011,2.4
All sectors,Iceland,2013,1.69
All sectors,Iceland,2014,1.94
All sectors,Iceland,2015,2.18
All sectors,Iceland,2016,2.11
All sectors,Iceland,2017,2.08
All sectors,Iceland,2018,2
All sectors,Iceland,2019,2.32
All sectors,Iceland,2020,2.47
All sectors,Italy,2000,1
All sectors,Italy,2001,1.04
All sectors,Italy,2002,1.08
All sectors,Italy,2003,1.06
All sectors,Italy,2004,1.05
All sectors,Italy,2005,1.04
All sectors,Italy,2006,1.08
All sectors,Italy,2007,1.13
All sectors,Italy,2008,1.16
All sectors,Italy,2009,1.22
All sectors,Italy,2010,1.22
All sectors,Italy,2011,1.2
All sectors,Italy,2012,1.26
All sectors,Italy,2013,1.3
All sectors,Italy,2014,1.34
All sectors,Italy,2015,1.34
All sectors,Italy,2016,1.37
All sectors,Italy,2017,1.37
All sectors,Italy,2018,1.42
All sectors,Italy,2019,1.46
All sectors,Italy,2020,1.53
All sectors,Lithuania,2000,0.59
All sectors,Lithuania,2001,0.67
All sectors,Lithuania,2002,0.66
All sectors,Lithuania,2003,0.66
All sectors,Lithuania,2004,0.75
All sectors,Lithuania,2005,0.75
All sectors,Lithuania,2006,0.79
All sectors,Lithuania,2007,0.8
All sectors,Lithuania,2008,0.79
All sectors,Lithuania,2009,0.83
All sectors,Lithuania,2010,0.78
All sectors,Lithuania,2011,0.9
All sectors,Lithuania,2012,0.89
All sectors,Lithuania,2013,0.95
All sectors,Lithuania,2014,1.03
All sectors,Lithuania,2015,1.04
All sectors,Lithuania,2016,0.84
All sectors,Lithuania,2017,0.9
All sectors,Lithuania,2018,0.94
All sectors,Lithuania,2019,0.99
All sectors,Lithuania,2020,1.16
All sectors,Luxembourg,2000,1.58
All sectors,Luxembourg,2003,1.62
All sectors,Luxembourg,2004,1.59
All sectors,Luxembourg,2005,1.56
All sectors,Luxembourg,2006,1.65
All sectors,Luxembourg,2007,1.57
All sectors,Luxembourg,2008,1.55
All sectors,Luxembourg,2009,1.59
All sectors,Luxembourg,2010,1.42
All sectors,Luxembourg,2011,1.42
All sectors,Luxembourg,2012,1.21
All sectors,Luxembourg,2013,1.23
All sectors,Luxembourg,2014,1.22
All sectors,Luxembourg,2015,1.25
All sectors,Luxembourg,2016,1.27
All sectors,Luxembourg,2017,1.24
All sectors,Luxembourg,2018,1.17
All sectors,Luxembourg,2019,1.18
All sectors,Luxembourg,2020,1.13
All sectors,Latvia,2000,0.43
All sectors,Latvia,2001,0.4
All sectors,Latvia,2002,0.41
All sectors,Latvia,2003,0.36
All sectors,Latvia,2004,0.4
All sectors,Latvia,2005,0.53
All sectors,Latvia,2006,0.65
All sectors,Latvia,2007,0.55
All sectors,Latvia,2008,0.58
All sectors,Latvia,2009,0.45
All sectors,Latvia,2010,0.61
All sectors,Latvia,2011,0.72
All sectors,Latvia,2012,0.66
All sectors,Latvia,2013,0.61
All sectors,Latvia,2014,0.69
All sectors,Latvia,2015,0.62
All sectors,Latvia,2016,0.44
All sectors,Latvia,2017,0.51
All sectors,Latvia,2018,0.64
All sectors,Latvia,2019,0.64
