TIME,COUNTRY,ISCEDF13,VALUE
2019,United Kingdom,Hair and beauty services,0
2019,United Kingdom,Hotel restaurants and catering,0
2019,United Kingdom,Sports,0
2019,United Kingdom,Travel tourism and leisure,0
2019,United Kingdom,Transport services,0
2019,North Macedonia,Total,2946
2019,North Macedonia,Education,116
2019,North Macedonia,Arts and humanities,403
2019,North Macedonia,Social sciences journalism and information,304
2019,North Macedonia,Business administration and law,833
2019,North Macedonia,Natural sciences mathematics and statistics,120
2019,North Macedonia,Biology,70
2019,North Macedonia,Biochemistry,0
2019,North Macedonia,Environment,1
2019,North Macedonia,Physical sciences,22
2019,North Macedonia,Mathematics and statistics,27
2019,North Macedonia,Information and Communication Technologies,166
2019,North Macedonia,Engineering manufacturing and construction,339
2019,North Macedonia,Engineering and engineering trades,31
2019,North Macedonia,Manufacturing and processing,24
2019,North Macedonia,Architecture and construction,284
2019,North Macedonia,Agriculture forestry fisheries and veterinary,7
2019,North Macedonia,Health and welfare,621
2019,North Macedonia,Health,611
2019,North Macedonia,Dental studies,160
2019,North Macedonia,Medicine therapy and rehabilitation,0
2019,North Macedonia,Welfare,10
2019,North Macedonia,Care of the elderly and of disabled adults,0
2019,North Macedonia,Child care and youth services,0
2019,North Macedonia,Social work and counselling,10
2019,North Macedonia,Services,37
2019,North Macedonia,Domestic services,0
2019,North Macedonia,Hair and beauty services,0
2019,North Macedonia,Hotel restaurants and catering,0
2019,North Macedonia,Sports,19
2019,North Macedonia,Travel tourism and leisure,1
2019,North Macedonia,Transport services,4
2019,Serbia,Total,11505
2019,Serbia,Education,412
2019,Serbia,Arts and humanities,1259
2019,Serbia,Social sciences journalism and information,1050
2019,Serbia,Business administration and law,1502
2019,Serbia,Natural sciences mathematics and statistics,715
2019,Serbia,Biology,208
2019,Serbia,Biochemistry,0
2019,Serbia,Environment,23
2019,Serbia,Physical sciences,383
2019,Serbia,Mathematics and statistics,101
2019,Serbia,Information and Communication Technologies,918
2019,Serbia,Engineering manufacturing and construction,2578
2019,Serbia,Engineering and engineering trades,1501
2019,Serbia,Manufacturing and processing,233
2019,Serbia,Architecture and construction,844
2019,Serbia,Agriculture forestry fisheries and veterinary,485
2019,Serbia,Health and welfare,1969
2019,Serbia,Health,1942
2019,Serbia,Dental studies,260
2019,Serbia,Medicine therapy and rehabilitation,0
2019,Serbia,Welfare,27
2019,Serbia,Care of the elderly and of disabled adults,0
2019,Serbia,Child care and youth services,0
2019,Serbia,Social work and counselling,27
2019,Serbia,Services,617
2019,Serbia,Domestic services,31
2019,Serbia,Hair and beauty services,12
2019,Serbia,Hotel restaurants and catering,60
2019,Serbia,Sports,82
2019,Serbia,Travel tourism and leisure,125
2019,Serbia,Transport services,0
2019,Turkey,Total,154505
2019,Turkey,Education,9585
2019,Turkey,Arts and humanities,19460
2019,Turkey,Social sciences journalism and information,20317
2019,Turkey,Business administration and law,29676
2019,Turkey,Natural sciences mathematics and statistics,8211
2019,Turkey,Biology,2054
2019,Turkey,Biochemistry,915
2019,Turkey,Environment,42
2019,Turkey,Physical sciences,3576
2019,Turkey,Mathematics and statistics,1609
2019,Turkey,Information and Communication Technologies,1911
2019,Turkey,Engineering manufacturing and construction,37958
2019,Turkey,Engineering and engineering trades,21500
2019,Turkey,Manufacturing and processing,2455
2019,Turkey,Architecture and construction,11212
2019,Turkey,Agriculture forestry fisheries and veterinary,3055
2019,Turkey,Health and welfare,19572
2019,Turkey,Health,18817
2019,Turkey,Dental studies,2865
2019,Turkey,Medicine therapy and rehabilitation,0
2019,Turkey,Welfare,689
2019,Turkey,Care of the elderly and of disabled adults,148
2019,Turkey,Child care and youth services,5
2019,Turkey,Social work and counselling,536
2019,Turkey,Services,4760
2019,Turkey,Domestic services,4
2019,Turkey,Hair and beauty services,16
2019,Turkey,Hotel restaurants and catering,1604
2019,Turkey,Sports,64
2019,Turkey,Travel tourism and leisure,1940
2019,Turkey,Transport services,707
2019,Bosnia and Herzegovina,Total,0
2019,Bosnia and Herzegovina,Education,0
2019,Bosnia and Herzegovina,Arts and humanities,0
2019,Bosnia and Herzegovina,Social sciences journalism and information,0
2019,Bosnia and Herzegovina,Business administration and law,0
2019,Bosnia and Herzegovina,Natural sciences mathematics and statistics,0
2019,Bosnia and Herzegovina,Biology,0
2019,Bosnia and Herzegovina,Biochemistry,0
2019,Bosnia and Herzegovina,Environment,0
2019,Bosnia and Herzegovina,Physical sciences,0
2019,Bosnia and Herzegovina,Mathematics and statistics,0
2019,Bosnia and Herzegovina,Information and Communication Technologies,0
2019,Bosnia and Herzegovina,Engineering manufacturing and construction,0
2019,Bosnia and Herzegovina,Engineering and engineering trades,0
2019,Bosnia and Herzegovina,Manufacturing and processing,0
2019,Bosnia and Herzegovina,Architecture and construction,0
2019,Bosnia and Herzegovina,Agriculture forestry fisheries and veterinary,0
2019,Bosnia and Herzegovina,Health and welfare,0
2019,Bosnia and Herzegovina,Health,0
2019,Bosnia and Herzegovina,Dental studies,0
2019,Bosnia and Herzegovina,Medicine therapy and rehabilitation,0
2019,Bosnia and Herzegovina,Welfare,0
2019,Bosnia and Herzegovina,Care of the elderly and of disabled adults,0
2019,Bosnia and Herzegovina,Child care and youth services,0
2019,Bosnia and Herzegovina,Social work and counselling,0
2019,Bosnia and Herzegovina,Services,0
2019,Bosnia and Herzegovina,Domestic services,0
2019,Bosnia and Herzegovina,Hair and beauty services,0
2019,Bosnia and Herzegovina,Hotel restaurants and catering,0
2019,Bosnia and Herzegovina,Sports,0
2019,Bosnia and Herzegovina,Travel tourism and leisure,0
2019,Bosnia and Herzegovina,Transport services,0
2020,Belgium,Total,54080
2020,Belgium,Education,1756
2020,Belgium,Arts and humanities,7441
2020,Belgium,Social sciences journalism and information,6827
2020,Belgium,Business administration and law,6744
2020,Belgium,Natural sciences mathematics and statistics,3094
2020,Belgium,Biology,524
2020,Belgium,Biochemistry,89
2020,Belgium,Environment,487
2020,Belgium,Physical sciences,570
2020,Belgium,Mathematics and statistics,509
2020,Belgium,Information and Communication Technologies,1051
2020,Belgium,Engineering manufacturing and construction,6484
2020,Belgium,Engineering and engineering trades,3176
2020,Belgium,Manufacturing and processing,588
2020,Belgium,Architecture and construction,2276
2020,Belgium,Agriculture forestry fisheries and veterinary,2800
2020,Belgium,Health and welfare,17063
2020,Belgium,Health,15493
2020,Belgium,Dental studies,624
2020,Belgium,Medicine therapy and rehabilitation,0
2020,Belgium,Welfare,896
2020,Belgium,Care of the elderly and of disabled adults,1
2020,Belgium,Child care and youth services,35
2020,Belgium,Social work and counselling,495
2020,Belgium,Services,815
2020,Belgium,Domestic services,0
2020,Belgium,Hair and beauty services,0
2020,Belgium,Hotel restaurants and catering,30
2020,Belgium,Sports,429
2020,Belgium,Travel tourism and leisure,124
2020,Belgium,Transport services,208
2020,Bulgaria,Total,17575
2020,Bulgaria,Education,477
2020,Bulgaria,Arts and humanities,840
2020,Bulgaria,Social sciences journalism and information,980
2020,Bulgaria,Business administration and law,1243
2020,Bulgaria,Natural sciences mathematics and statistics,163
2020,Bulgaria,Biology,51
2020,Bulgaria,Biochemistry,21
2020,Bulgaria,Environment,25
2020,Bulgaria,Physical sciences,49
2020,Bulgaria,Mathematics and statistics,17
2020,Bulgaria,Information and Communication Technologies,588
2020,Bulgaria,Engineering manufacturing and construction,1113
2020,Bulgaria,Engineering and engineering trades,786
2020,Bulgaria,Manufacturing and processing,27
2020,Bulgaria,Architecture and construction,228
2020,Bulgaria,Agriculture forestry fisheries and veterinary,622
2020,Bulgaria,Health and welfare,10279
2020,Bulgaria,Health,10240
2020,Bulgaria,Dental studies,1661
2020,Bulgaria,Medicine therapy and rehabilitation,0
2020,Bulgaria,Welfare,34
2020,Bulgaria,Care of the elderly and of disabled adults,0
2020,Bulgaria,Child care and youth services,0
2020,Bulgaria,Social work and counselling,34
2020,Bulgaria,Services,898
2020,Bulgaria,Domestic services,0
2020,Bulgaria,Hair and beauty services,0
2020,Bulgaria,Hotel restaurants and catering,153
2020,Bulgaria,Sports,49
2020,Bulgaria,Travel tourism and leisure,222
2020,Bulgaria,Transport services,408
2020,Czechia,Total,47768
2020,Czechia,Education,881
2020,Czechia,Arts and humanities,4584
2020,Czechia,Social sciences journalism and information,4896
2020,Czechia,Business administration and law,9914
2020,Czechia,Natural sciences mathematics and statistics,3865
2020,Czechia,Biology,875
2020,Czechia,Biochemistry,764
2020,Czechia,Environment,281
2020,Czechia,Physical sciences,1275
2020,Czechia,Mathematics and statistics,374
2020,Czechia,Information and Communication Technologies,5373
2020,Czechia,Engineering manufacturing and construction,6132
2020,Czechia,Engineering and engineering trades,3050
2020,Czechia,Manufacturing and processing,386
2020,Czechia,Architecture and construction,1814
2020,Czechia,Agriculture forestry fisheries and veterinary,1491
2020,Czechia,Health and welfare,8696
2020,Czechia,Health,8481
2020,Czechia,Dental studies,765
2020,Czechia,Medicine therapy and rehabilitation,0
2020,Czechia,Welfare,114
2020,Czechia,Care of the elderly and of disabled adults,1
2020,Czechia,Child care and youth services,7
2020,Czechia,Social work and counselling,106
2020,Czechia,Services,1935
2020,Czechia,Domestic services,0
2020,Czechia,Hair and beauty services,1
2020,Czechia,Hotel restaurants and catering,65
2020,Czechia,Sports,240
2020,Czechia,Travel tourism and leisure,401
2020,Czechia,Transport services,633
2020,Denmark,Total,31478
2020,Denmark,Education,566
2020,Denmark,Arts and humanities,3081
2020,Denmark,Social sciences journalism and information,2879
2020,Denmark,Business administration and law,8811
2020,Denmark,Natural sciences mathematics and statistics,2261
2020,Denmark,Biology,107
2020,Denmark,Biochemistry,327
2020,Denmark,Environment,55
2020,Denmark,Physical sciences,454
2020,Denmark,Mathematics and statistics,108
2020,Denmark,Information and Communication Technologies,2494
2020,Denmark,Engineering manufacturing and construction,6762
2020,Denmark,Engineering and engineering trades,4303
2020,Denmark,Manufacturing and processing,487
2020,Denmark,Architecture and construction,1970
2020,Denmark,Agriculture forestry fisheries and veterinary,649
2020,Denmark,Health and welfare,2726
2020,Denmark,Health,2404
2020,Denmark,Dental studies,46
2020,Denmark,Medicine therapy and rehabilitation,0
2020,Denmark,Welfare,322
2020,Denmark,Care of the elderly and of disabled adults,0
2020,Denmark,Child care and youth services,231
2020,Denmark,Social work and counselling,91
2020,Denmark,Services,1230
2020,Denmark,Domestic services,0
2020,Denmark,Hair and beauty services,0
2020,Denmark,Hotel restaurants and catering,0
2020,Denmark,Sports,0
2020,Denmark,Travel tourism and leisure,336
2020,Denmark,Transport services,6
2020,Germany (until 1990 former territory of the FRG),Total,368717
2020,Germany (until 1990 former territory of the FRG),Education,5857
2020,Germany (until 1990 former territory of the FRG),Arts and humanities,49690
2020,Germany (until 1990 former territory of the FRG),Social sciences journalism and information,27627
2020,Germany (until 1990 former territory of the FRG),Business administration and law,65855
2020,Germany (until 1990 former territory of the FRG),Natural sciences mathematics and statistics,39756
2020,Germany (until 1990 former territory of the FRG),Biology,9232
2020,Germany (until 1990 former territory of the FRG),Biochemistry,3260
2020,Germany (until 1990 former territory of the FRG),Environment,0
2020,Germany (until 1990 former territory of the FRG),Physical sciences,18351
2020,Germany (until 1990 former territory of the FRG),Mathematics and statistics,6580
2020,Germany (until 1990 former territory of the FRG),Information and Communication Technologies,36726
2020,Germany (until 1990 former territory of the FRG),Engineering manufacturing and construction,104576
2020,Germany (until 1990 former territory of the FRG),Engineering and engineering trades,41817
2020,Germany (until 1990 former territory of the FRG),Manufacturing and processing,4378
2020,Germany (until 1990 former territory of the FRG),Architecture and construction,18671
2020,Germany (until 1990 former territory of the FRG),Agriculture forestry fisheries and veterinary,5541
2020,Germany (until 1990 former territory of the FRG),Health and welfare,26692
2020,Germany (until 1990 former territory of the FRG),Health,22299
2020,Germany (until 1990 former territory of the FRG),Dental studies,2414
2020,Germany (until 1990 former territory of the FRG),Medicine therapy and rehabilitation,0
2020,Germany (until 1990 former territory of the FRG),Welfare,4393
2020,Germany (until 1990 former territory of the FRG),Care of the elderly and of disabled adults,0
2020,Germany (until 1990 former territory of the FRG),Child care and youth services,293
2020,Germany (until 1990 former territory of the FRG),Social work and counselling,2995
2020,Germany (until 1990 former territory of the FRG),Services,3403
2020,Germany (until 1990 former territory of the FRG),Domestic services,489
2020,Germany (until 1990 former territory of the FRG),Hair and beauty services,0
2020,Germany (until 1990 former territory of the FRG),Hotel restaurants and catering,0
2020,Germany (until 1990 former territory of the FRG),Sports,1067
2020,Germany (until 1990 former territory of the FRG),Travel tourism and leisure,1166
2020,Germany (until 1990 former territory of the FRG),Transport services,548
2020,Estonia,Total,5520
2020,Estonia,Education,171
2020,Estonia,Arts and humanities,781
2020,Estonia,Social sciences journalism and information,533
2020,Estonia,Business administration and law,2005
2020,Estonia,Natural sciences mathematics and statistics,366
2020,Estonia,Biology,28
2020,Estonia,Biochemistry,18
2020,Estonia,Environment,37
2020,Estonia,Physical sciences,247
2020,Estonia,Mathematics and statistics,26
2020,Estonia,Information and Communication Technologies,657
2020,Estonia,Engineering manufacturing and construction,597
2020,Estonia,Engineering and engineering trades,458
2020,Estonia,Manufacturing and processing,89
2020,Estonia,Architecture and construction,51
2020,Estonia,Agriculture forestry fisheries and veterinary,210
2020,Estonia,Health and welfare,201
2020,Estonia,Health,157
2020,Estonia,Dental studies,0
2020,Estonia,Medicine therapy and rehabilitation,0
2020,Estonia,Welfare,44
2020,Estonia,Care of the elderly and of disabled adults,0
2020,Estonia,Child care and youth services,11
2020,Estonia,Social work and counselling,4
2020,Estonia,Services,1
2020,Estonia,Domestic services,0
2020,Estonia,Hair and beauty services,0
2020,Estonia,Hotel restaurants and catering,0
2020,Estonia,Sports,0
2020,Estonia,Travel tourism and leisure,0
2020,Estonia,Transport services,0
2020,Ireland,Total,24141
2020,Ireland,Education,343
2020,Ireland,Arts and humanities,2741
2020,Ireland,Social sciences journalism and information,1711
2020,Ireland,Business administration and law,4754
2020,Ireland,Natural sciences mathematics and statistics,2426
2020,Ireland,Biology,122
2020,Ireland,Biochemistry,171
2020,Ireland,Environment,376
2020,Ireland,Physical sciences,559
2020,Ireland,Mathematics and statistics,463
2020,Ireland,Information and Communication Technologies,2583
2020,Ireland,Engineering manufacturing and construction,2984
2020,Ireland,Engineering and engineering trades,2153
2020,Ireland,Manufacturing and processing,269
2020,Ireland,Architecture and construction,562
2020,Ireland,Agriculture forestry fisheries and veterinary,329
2020,Ireland,Health and welfare,5696
2020,Ireland,Health,5470
2020,Ireland,Dental studies,234
2020,Ireland,Medicine therapy and rehabilitation,0
2020,Ireland,Welfare,226
2020,Ireland,Care of the elderly and of disabled adults,0
2020,Ireland,Child care and youth services,134
2020,Ireland,Social work and counselling,71
2020,Ireland,Services,526
2020,Ireland,Domestic services,0
2020,Ireland,Hair and beauty services,0
2020,Ireland,Hotel restaurants and catering,174
2020,Ireland,Sports,75
2020,Ireland,Travel tourism and leisure,217
2020,Ireland,Transport services,10
2020,Greece,Total,22429
2020,Greece,Education,1139
2020,Greece,Arts and humanities,3617
2020,Greece,Social sciences journalism and information,2891
2020,Greece,Business administration and law,3523
2020,Greece,Natural sciences mathematics and statistics,2800
2020,Greece,Biology,741
2020,Greece,Biochemistry,128
2020,Greece,Environment,1
2020,Greece,Physical sciences,1118
2020,Greece,Mathematics and statistics,812
2020,Greece,Information and Communication Technologies,1002
2020,Greece,Engineering manufacturing and construction,3344
2020,Greece,Engineering and engineering trades,2207
2020,Greece,Manufacturing and processing,241
2020,Greece,Architecture and construction,819
2020,Greece,Agriculture forestry fisheries and veterinary,672
2020,Greece,Health and welfare,2798
2020,Greece,Health,2743
2020,Greece,Dental studies,202
2020,Greece,Medicine therapy and rehabilitation,0
2020,Greece,Welfare,55
2020,Greece,Care of the elderly and of disabled adults,0
2020,Greece,Child care and youth services,0
2020,Greece,Social work and counselling,54
2020,Greece,Services,643
2020,Greece,Domestic services,29
2020,Greece,Hair and beauty services,59
2020,Greece,Hotel restaurants and catering,0
2020,Greece,Sports,448
2020,Greece,Travel tourism and leisure,87
2020,Greece,Transport services,16
2020,Spain,Total,82269
2020,Spain,Education,3676
2020,Spain,Arts and humanities,7619
2020,Spain,Social sciences journalism and information,9607
2020,Spain,Business administration and law,21225
2020,Spain,Natural sciences mathematics and statistics,4318
2020,Spain,Biology,367
2020,Spain,Biochemistry,392
2020,Spain,Environment,638
2020,Spain,Physical sciences,2102
2020,Spain,Mathematics and statistics,392
2020,Spain,Information and Communication Technologies,2113
2020,Spain,Engineering manufacturing and construction,9977
2020,Spain,Engineering and engineering trades,5842
2020,Spain,Manufacturing and processing,637
2020,Spain,Architecture and construction,3463
2020,Spain,Agriculture forestry fisheries and veterinary,1956
2020,Spain,Health and welfare,17996
2020,Spain,Health,17445
2020,Spain,Dental studies,4716
2020,Spain,Medicine therapy and rehabilitation,0
2020,Spain,Welfare,551
2020,Spain,Care of the elderly and of disabled adults,0
2020,Spain,Child care and youth services,0
2020,Spain,Social work and counselling,551
2020,Spain,Services,3782
2020,Spain,Domestic services,0
2020,Spain,Hair and beauty services,106
2020,Spain,Hotel restaurants and catering,466
2020,Spain,Sports,751
2020,Spain,Travel tourism and leisure,1624
2020,Spain,Transport services,194
2020,France,Total,252444
2020,France,Education,3493
2020,France,Arts and humanities,39417
2020,France,Social sciences journalism and information,25812
2020,France,Business administration and law,73118
2020,France,Natural sciences mathematics and statistics,33400
2020,France,Biology,187
2020,France,Biochemistry,0
2020,France,Environment,410
2020,France,Physical sciences,12699
2020,France,Mathematics and statistics,7683
2020,France,Information and Communication Technologies,15259
2020,France,Engineering manufacturing and construction,40181
2020,France,Engineering and engineering trades,23527
2020,France,Manufacturing and processing,900
2020,France,Architecture and construction,9949
2020,France,Agriculture forestry fisheries and veterinary,811
2020,France,Health and welfare,16780
2020,France,Health,16213
2020,France,Dental studies,355
2020,France,Medicine therapy and rehabilitation,0
2020,France,Welfare,416
2020,France,Care of the elderly and of disabled adults,0
2020,France,Child care and youth services,7
2020,France,Social work and counselling,286
2020,France,Services,4108
2020,France,Domestic services,7
2020,France,Hair and beauty services,25
2020,France,Hotel restaurants and catering,289
2020,France,Sports,1391
2020,France,Travel tourism and leisure,369
2020,France,Transport services,320
2020,Croatia,Total,4768
2020,Croatia,Education,124
2020,Croatia,Arts and humanities,372
2020,Croatia,Social sciences journalism and information,318
2020,Croatia,Business administration and law,1066
2020,Croatia,Natural sciences mathematics and statistics,206
2020,Croatia,Biology,28
2020,Croatia,Biochemistry,22
2020,Croatia,Environment,14
2020,Croatia,Physical sciences,123
2020,Croatia,Mathematics and statistics,18
2020,Croatia,Information and Communication Technologies,150
2020,Croatia,Engineering manufacturing and construction,1076
2020,Croatia,Engineering and engineering trades,755
2020,Croatia,Manufacturing and processing,62
2020,Croatia,Architecture and construction,259
2020,Croatia,Agriculture forestry fisheries and veterinary,166
2020,Croatia,Health and welfare,961
2020,Croatia,Health,957
2020,Croatia,Dental studies,71
2020,Croatia,Medicine therapy and rehabilitation,0
2020,Croatia,Welfare,4
2020,Croatia,Care of the elderly and of disabled adults,0
2020,Croatia,Child care and youth services,0
2020,Croatia,Social work and counselling,4
2020,Croatia,Services,329
2020,Croatia,Domestic services,0
2020,Croatia,Hair and beauty services,0
2020,Croatia,Hotel restaurants and catering,2
2020,Croatia,Sports,16
2020,Croatia,Travel tourism and leisure,27
2020,Croatia,Transport services,184
2020,Italy,Total,58508
2020,Italy,Education,612
2020,Italy,Arts and humanities,18397
2020,Italy,Social sciences journalism and information,7056
2020,Italy,Business administration and law,8730
2020,Italy,Natural sciences mathematics and statistics,3373
2020,Italy,Biology,705
2020,Italy,Biochemistry,490
2020,Italy,Environment,215
2020,Italy,Physical sciences,1390
2020,Italy,Mathematics and statistics,524
2020,Italy,Information and Communication Technologies,895
2020,Italy,Engineering manufacturing and construction,12337
2020,Italy,Engineering and engineering trades,7340
2020,Italy,Manufacturing and processing,304
2020,Italy,Architecture and construction,4693
2020,Italy,Agriculture forestry fisheries and veterinary,1055
2020,Italy,Health and welfare,5282
2020,Italy,Health,5191
2020,Italy,Dental studies,185
2020,Italy,Medicine therapy and rehabilitation,0
2020,Italy,Welfare,91
2020,Italy,Care of the elderly and of disabled adults,0
2020,Italy,Child care and youth services,0
2020,Italy,Social work and counselling,81
2020,Italy,Services,667
2020,Italy,Domestic services,0
2020,Italy,Hair and beauty services,0
2020,Italy,Hotel restaurants and catering,0
2020,Italy,Sports,159
2020,Italy,Travel tourism and leisure,505
2020,Italy,Transport services,2
2020,Cyprus,Total,14463
2020,Cyprus,Education,177
2020,Cyprus,Arts and humanities,376
2020,Cyprus,Social sciences journalism and information,570
2020,Cyprus,Business administration and law,9731
2020,Cyprus,Natural sciences mathematics and statistics,218
2020,Cyprus,Biology,141
2020,Cyprus,Biochemistry,4
2020,Cyprus,Environment,20
2020,Cyprus,Physical sciences,24
2020,Cyprus,Mathematics and statistics,29
2020,Cyprus,Information and Communication Technologies,476
2020,Cyprus,Engineering manufacturing and construction,495
2020,Cyprus,Engineering and engineering trades,248
2020,Cyprus,Manufacturing and processing,10
2020,Cyprus,Architecture and construction,237
2020,Cyprus,Agriculture forestry fisheries and veterinary,12
2020,Cyprus,Health and welfare,2078
2020,Cyprus,Health,2061
2020,Cyprus,Dental studies,93
2020,Cyprus,Medicine therapy and rehabilitation,0
2020,Cyprus,Welfare,17
2020,Cyprus,Care of the elderly and of disabled adults,0
2020,Cyprus,Child care and youth services,0
2020,Cyprus,Social work and counselling,17
2020,Cyprus,Services,330
2020,Cyprus,Domestic services,4
2020,Cyprus,Hair and beauty services,32
2020,Cyprus,Hotel restaurants and catering,160
2020,Cyprus,Sports,102
2020,Cyprus,Travel tourism and leisure,2
2020,Cyprus,Transport services,5
2020,Latvia,Total,10148
2020,Latvia,Education,55
2020,Latvia,Arts and humanities,256
2020,Latvia,Social sciences journalism and information,448
2020,Latvia,Business administration and law,3876
2020,Latvia,Natural sciences mathematics and statistics,58
2020,Latvia,Biology,6
2020,Latvia,Biochemistry,11
2020,Latvia,Environment,22
2020,Latvia,Physical sciences,15
2020,Latvia,Mathematics and statistics,4
2020,Latvia,Information and Communication Technologies,980
2020,Latvia,Engineering manufacturing and construction,1107
2020,Latvia,Engineering and engineering trades,1028
2020,Latvia,Manufacturing and processing,16
2020,Latvia,Architecture and construction,63
2020,Latvia,Agriculture forestry fisheries and veterinary,54
2020,Latvia,Health and welfare,2567
2020,Latvia,Health,2524
2020,Latvia,Dental studies,285
2020,Latvia,Medicine therapy and rehabilitation,0
2020,Latvia,Welfare,43
2020,Latvia,Care of the elderly and of disabled adults,22
2020,Latvia,Child care and youth services,0
2020,Latvia,Social work and counselling,21
2020,Latvia,Services,747
2020,Latvia,Domestic services,0
2020,Latvia,Hair and beauty services,0
2020,Latvia,Hotel restaurants and catering,9
2020,Latvia,Sports,33
2020,Latvia,Travel tourism and leisure,313
2020,Latvia,Transport services,250
2020,Lithuania,Total,6559
2020,Lithuania,Education,43
2020,Lithuania,Arts and humanities,660
2020,Lithuania,Social sciences journalism and information,1021
2020,Lithuania,Business administration and law,1520
2020,Lithuania,Natural sciences mathematics and statistics,114
2020,Lithuania,Biology,70
2020,Lithuania,Biochemistry,5
2020,Lithuania,Environment,12
2020,Lithuania,Physical sciences,18
2020,Lithuania,Mathematics and statistics,6
2020,Lithuania,Information and Communication Technologies,286
2020,Lithuania,Engineering manufacturing and construction,1013
2020,Lithuania,Engineering and engineering trades,762
2020,Lithuania,Manufacturing and processing,40
2020,Lithuania,Architecture and construction,211
2020,Lithuania,Agriculture forestry fisheries and veterinary,138
2020,Lithuania,Health and welfare,1727
2020,Lithuania,Health,1614
2020,Lithuania,Dental studies,271
2020,Lithuania,Medicine therapy and rehabilitation,0
2020,Lithuania,Welfare,113
2020,Lithuania,Care of the elderly and of disabled adults,0
2020,Lithuania,Child care and youth services,23
2020,Lithuania,Social work and counselling,72
2020,Lithuania,Services,37
2020,Lithuania,Domestic services,0
2020,Lithuania,Hair and beauty services,2
2020,Lithuania,Hotel restaurants and catering,0
2020,Lithuania,Sports,21
2020,Lithuania,Travel tourism and leisure,4
2020,Lithuania,Transport services,10
2020,Luxembourg,Total,3602
2020,Luxembourg,Education,175
2020,Luxembourg,Arts and humanities,237
2020,Luxembourg,Social sciences journalism and information,464
2020,Luxembourg,Business administration and law,1315
2020,Luxembourg,Natural sciences mathematics and statistics,395
2020,Luxembourg,Biology,155
2020,Luxembourg,Biochemistry,0
2020,Luxembourg,Environment,25
2020,Luxembourg,Physical sciences,155
2020,Luxembourg,Mathematics and statistics,50
2020,Luxembourg,Information and Communication Technologies,379
2020,Luxembourg,Engineering manufacturing and construction,325
2020,Luxembourg,Engineering and engineering trades,63
2020,Luxembourg,Manufacturing and processing,38
2020,Luxembourg,Architecture and construction,110
2020,Luxembourg,Agriculture forestry fisheries and veterinary,220
2020,Luxembourg,Health and welfare,85
2020,Luxembourg,Health,41
2020,Luxembourg,Dental studies,0
2020,Luxembourg,Medicine therapy and rehabilitation,0
2020,Luxembourg,Welfare,44
2020,Luxembourg,Care of the elderly and of disabled adults,4
2020,Luxembourg,Child care and youth services,0
2020,Luxembourg,Social work and counselling,40
2020,Luxembourg,Services,8
2020,Luxembourg,Domestic services,0
2020,Luxembourg,Hair and beauty services,0
2020,Luxembourg,Hotel restaurants and catering,0
2020,Luxembourg,Sports,0
2020,Luxembourg,Travel tourism and leisure,0
2020,Luxembourg,Transport services,8
2020,Hungary,Total,38422
2020,Hungary,Education,809
2020,Hungary,Arts and humanities,2686
2020,Hungary,Social sciences journalism and information,4284
2020,Hungary,Business administration and law,3472
2020,Hungary,Natural sciences mathematics and statistics,1405
2020,Hungary,Biology,404
2020,Hungary,Biochemistry,17
2020,Hungary,Environment,192
2020,Hungary,Physical sciences,597
2020,Hungary,Mathematics and statistics,182
2020,Hungary,Information and Communication Technologies,2106
2020,Hungary,Engineering manufacturing and construction,4050
2020,Hungary,Engineering and engineering trades,2438
2020,Hungary,Manufacturing and processing,357
2020,Hungary,Architecture and construction,1255
2020,Hungary,Agriculture forestry fisheries and veterinary,2193
2020,Hungary,Health and welfare,10448
2020,Hungary,Health,10304
2020,Hungary,Dental studies,1175
2020,Hungary,Medicine therapy and rehabilitation,0
2020,Hungary,Welfare,144
2020,Hungary,Care of the elderly and of disabled adults,0
2020,Hungary,Child care and youth services,67
2020,Hungary,Social work and counselling,77
2020,Hungary,Services,740
2020,Hungary,Domestic services,0
2020,Hungary,Hair and beauty services,0
2020,Hungary,Hotel restaurants and catering,0
2020,Hungary,Sports,107
2020,Hungary,Travel tourism and leisure,511
2020,Hungary,Transport services,75
2020,Malta,Total,2414
2020,Malta,Education,168
2020,Malta,Arts and humanities,183
2020,Malta,Social sciences journalism and information,263
2020,Malta,Business administration and law,948
2020,Malta,Natural sciences mathematics and statistics,70
2020,Malta,Biology,17
2020,Malta,Biochemistry,24
2020,Malta,Environment,2
2020,Malta,Physical sciences,23
2020,Malta,Mathematics and statistics,4
2020,Malta,Information and Communication Technologies,123
2020,Malta,Engineering manufacturing and construction,99
2020,Malta,Engineering and engineering trades,81
2020,Malta,Manufacturing and processing,1
2020,Malta,Architecture and construction,17
2020,Malta,Agriculture forestry fisheries and veterinary,6
2020,Malta,Health and welfare,402
2020,Malta,Health,366
2020,Malta,Dental studies,36
2020,Malta,Medicine therapy and rehabilitation,0
2020,Malta,Welfare,36
2020,Malta,Care of the elderly and of disabled adults,17
2020,Malta,Child care and youth services,6
2020,Malta,Social work and counselling,13
2020,Malta,Services,152
2020,Malta,Domestic services,2
2020,Malta,Hair and beauty services,0
2020,Malta,Hotel restaurants and catering,61
2020,Malta,Sports,10
2020,Malta,Travel tourism and leisure,74
2020,Malta,Transport services,3
2020,Netherlands,Total,124876
2020,Netherlands,Education,2651
2020,Netherlands,Arts and humanities,12905
