TIME,COUNTRY,COFOG99,VALUE
2019,Greece,Hospital services,3.5
2019,Greece,Recreation culture and religion,0.8
2019,Greece,Recreational and sporting services,0.4
2019,Greece,Cultural services,0.1
2019,Greece,Education,4.0
2019,Greece,Tertiary education,0.9
2019,Greece,Social protection,19.8
2019,Greece,Sickness and disability,1.6
2019,Greece,Old age,13.9
2019,Greece,Family and children,0.9
2019,Greece,Unemployment,0.6
2019,Greece,Housing,0.2
2019,Greece,Social exclusion n.e.c.,0.6
2019,Spain,Total,42.1
2019,Spain,General public services,5.4
2019,Spain,Defence,0.8
2019,Spain,Public order and safety,1.8
2019,Spain,Economic affairs,4.0
2019,Spain,Fuel and energy,0.3
2019,Spain,Transport,1.5
2019,Spain,Environmental protection,0.9
2019,Spain,Housing and community amenities,0.4
2019,Spain,Health,6.1
2019,Spain,Medical products appliances and equipment,1.0
2019,Spain,Outpatient services,2.3
2019,Spain,Hospital services,2.5
2019,Spain,Recreation culture and religion,1.2
2019,Spain,Recreational and sporting services,0.4
2019,Spain,Cultural services,0.5
2019,Spain,Education,4.0
2019,Spain,Tertiary education,0.6
2019,Spain,Social protection,17.4
2019,Spain,Sickness and disability,2.5
2019,Spain,Old age,9.5
2019,Spain,Family and children,0.9
2019,Spain,Unemployment,1.6
2019,Spain,Housing,0.0
2019,Spain,Social exclusion n.e.c.,0.4
2019,France,Total,55.4
2019,France,General public services,5.6
2019,France,Defence,1.7
2019,France,Public order and safety,1.6
2019,France,Economic affairs,5.9
2019,France,Fuel and energy,0.5
2019,France,Transport,2.0
2019,France,Environmental protection,1.0
2019,France,Housing and community amenities,1.1
2019,France,Health,8.0
2019,France,Medical products appliances and equipment,1.4
2019,France,Outpatient services,2.9
2019,France,Hospital services,3.4
2019,France,Recreation culture and religion,1.4
2019,France,Recreational and sporting services,0.6
2019,France,Cultural services,0.7
2019,France,Education,5.2
2019,France,Tertiary education,0.6
2019,France,Social protection,23.8
2019,France,Sickness and disability,2.9
2019,France,Old age,13.1
2019,France,Family and children,2.2
2019,France,Unemployment,1.8
2019,France,Housing,0.9
2019,France,Social exclusion n.e.c.,1.3
2019,Croatia,Total,46.0
2019,Croatia,General public services,5.5
2019,Croatia,Defence,1.0
2019,Croatia,Public order and safety,2.1
2019,Croatia,Economic affairs,8.2
2019,Croatia,Fuel and energy,1.0
2019,Croatia,Transport,3.3
2019,Croatia,Environmental protection,0.7
2019,Croatia,Housing and community amenities,2.0
2019,Croatia,Health,6.4
2019,Croatia,Medical products appliances and equipment,1.8
2019,Croatia,Outpatient services,0.9
2019,Croatia,Hospital services,3.1
2019,Croatia,Recreation culture and religion,1.5
2019,Croatia,Recreational and sporting services,0.3
2019,Croatia,Cultural services,0.7
2019,Croatia,Education,4.7
2019,Croatia,Tertiary education,1.0
2019,Croatia,Social protection,13.9
2019,Croatia,Sickness and disability,1.7
2019,Croatia,Old age,8.4
2019,Croatia,Family and children,1.9
2019,Croatia,Unemployment,0.4
2019,Croatia,Housing,0.1
2019,Croatia,Social exclusion n.e.c.,0.1
2019,Italy,Total,48.5
2019,Italy,General public services,7.4
2019,Italy,Defence,1.3
2019,Italy,Public order and safety,1.8
2019,Italy,Economic affairs,4.1
2019,Italy,Fuel and energy,0.7
2019,Italy,Transport,1.8
2019,Italy,Environmental protection,0.9
2019,Italy,Housing and community amenities,0.5
2019,Italy,Health,6.8
2019,Italy,Medical products appliances and equipment,0.9
2019,Italy,Outpatient services,2.5
2019,Italy,Hospital services,2.8
2019,Italy,Recreation culture and religion,0.8
2019,Italy,Recreational and sporting services,0.3
2019,Italy,Cultural services,0.3
2019,Italy,Education,3.9
2019,Italy,Tertiary education,0.3
2019,Italy,Social protection,21.1
2019,Italy,Sickness and disability,1.8
2019,Italy,Old age,13.5
2019,Italy,Family and children,0.9
2019,Italy,Unemployment,1.1
2019,Italy,Housing,0.0
2019,Italy,Social exclusion n.e.c.,1.0
2019,Cyprus,Total,38.4
2019,Cyprus,General public services,7.2
2019,Cyprus,Defence,1.7
2019,Cyprus,Public order and safety,1.7
2019,Cyprus,Economic affairs,4.4
2019,Cyprus,Fuel and energy,0.2
2019,Cyprus,Transport,0.6
2019,Cyprus,Environmental protection,0.3
2019,Cyprus,Housing and community amenities,1.5
2019,Cyprus,Health,3.5
2019,Cyprus,Medical products appliances and equipment,0.8
2019,Cyprus,Outpatient services,0.6
2019,Cyprus,Hospital services,2.1
2019,Cyprus,Recreation culture and religion,0.9
2019,Cyprus,Recreational and sporting services,0.4
2019,Cyprus,Cultural services,0.2
2019,Cyprus,Education,5.2
2019,Cyprus,Tertiary education,1.0
2019,Cyprus,Social protection,12.0
2019,Cyprus,Sickness and disability,0.4
2019,Cyprus,Old age,5.9
2019,Cyprus,Family and children,2.6
2019,Cyprus,Unemployment,0.5
2019,Cyprus,Housing,0.0
2019,Cyprus,Social exclusion n.e.c.,1.2
2019,Latvia,Total,38.2
2019,Latvia,General public services,3.8
2019,Latvia,Defence,1.9
2019,Latvia,Public order and safety,2.2
2019,Latvia,Economic affairs,5.2
2019,Latvia,Fuel and energy,0.7
2019,Latvia,Transport,3.1
2019,Latvia,Environmental protection,0.6
2019,Latvia,Housing and community amenities,1.0
2019,Latvia,Health,4.2
2019,Latvia,Medical products appliances and equipment,0.6
2019,Latvia,Outpatient services,1.1
2019,Latvia,Hospital services,2.4
2019,Latvia,Recreation culture and religion,1.5
2019,Latvia,Recreational and sporting services,0.2
2019,Latvia,Cultural services,1.0
2019,Latvia,Education,5.7
2019,Latvia,Tertiary education,0.9
2019,Latvia,Social protection,12.0
2019,Latvia,Sickness and disability,2.4
2019,Latvia,Old age,7.0
2019,Latvia,Family and children,1.2
2019,Latvia,Unemployment,0.5
2019,Latvia,Housing,0.1
2019,Latvia,Social exclusion n.e.c.,0.4
2019,Lithuania,Total,34.8
2019,Lithuania,General public services,3.5
2019,Lithuania,Defence,1.6
2019,Lithuania,Public order and safety,1.4
2019,Lithuania,Economic affairs,3.0
2019,Lithuania,Fuel and energy,0.2
2019,Lithuania,Transport,1.6
2019,Lithuania,Environmental protection,0.5
2019,Lithuania,Housing and community amenities,0.5
2019,Lithuania,Health,5.1
2019,Lithuania,Medical products appliances and equipment,0.9
2019,Lithuania,Outpatient services,1.6
2019,Lithuania,Hospital services,2.3
2019,Lithuania,Recreation culture and religion,1.2
2019,Lithuania,Recreational and sporting services,0.3
2019,Lithuania,Cultural services,0.7
2019,Lithuania,Education,4.6
2019,Lithuania,Tertiary education,0.7
2019,Lithuania,Social protection,13.4
2019,Lithuania,Sickness and disability,3.9
2019,Lithuania,Old age,6.2
2019,Lithuania,Family and children,1.7
2019,Lithuania,Unemployment,0.7
2019,Lithuania,Housing,0.1
2019,Lithuania,Social exclusion n.e.c.,0.4
2019,Luxembourg,Total,42.9
2019,Luxembourg,General public services,5.2
2019,Luxembourg,Defence,0.4
2019,Luxembourg,Public order and safety,1.2
2019,Luxembourg,Economic affairs,5.2
2019,Luxembourg,Fuel and energy,0.1
2019,Luxembourg,Transport,3.2
2019,Luxembourg,Environmental protection,0.9
2019,Luxembourg,Housing and community amenities,0.6
2019,Luxembourg,Health,5.2
2019,Luxembourg,Medical products appliances and equipment,1.7
2019,Luxembourg,Outpatient services,1.1
2019,Luxembourg,Hospital services,2.1
2019,Luxembourg,Recreation culture and religion,1.3
2019,Luxembourg,Recreational and sporting services,0.5
2019,Luxembourg,Cultural services,0.5
2019,Luxembourg,Education,4.8
2019,Luxembourg,Tertiary education,0.4
2019,Luxembourg,Social protection,18.2
2019,Luxembourg,Sickness and disability,3.1
2019,Luxembourg,Old age,9.6
2019,Luxembourg,Family and children,3.6
2019,Luxembourg,Unemployment,1.0
2019,Luxembourg,Housing,0.1
2019,Luxembourg,Social exclusion n.e.c.,0.7
2019,Hungary,Total,45.7
2019,Hungary,General public services,8.2
2019,Hungary,Defence,1.0
2019,Hungary,Public order and safety,2.1
2019,Hungary,Economic affairs,8.2
2019,Hungary,Fuel and energy,0.3
2019,Hungary,Transport,5.0
2019,Hungary,Environmental protection,0.5
2019,Hungary,Housing and community amenities,0.8
2019,Hungary,Health,4.5
2019,Hungary,Medical products appliances and equipment,0.8
2019,Hungary,Outpatient services,1.3
2019,Hungary,Hospital services,2.0
2019,Hungary,Recreation culture and religion,3.0
2019,Hungary,Recreational and sporting services,1.1
2019,Hungary,Cultural services,1.1
2019,Hungary,Education,4.7
2019,Hungary,Tertiary education,0.9
2019,Hungary,Social protection,12.7
2019,Hungary,Sickness and disability,2.2
2019,Hungary,Old age,6.4
2019,Hungary,Family and children,2.1
2019,Hungary,Unemployment,0.3
2019,Hungary,Housing,0.1
2019,Hungary,Social exclusion n.e.c.,0.8
2019,Malta,Total,36.0
2019,Malta,General public services,5.2
2019,Malta,Defence,0.7
2019,Malta,Public order and safety,1.2
2019,Malta,Economic affairs,5.4
2019,Malta,Fuel and energy,0.5
2019,Malta,Transport,1.9
2019,Malta,Environmental protection,1.4
2019,Malta,Housing and community amenities,0.4
2019,Malta,Health,5.2
2019,Malta,Medical products appliances and equipment,0.6
2019,Malta,Outpatient services,0.9
2019,Malta,Hospital services,3.4
2019,Malta,Recreation culture and religion,1.1
2019,Malta,Recreational and sporting services,0.2
2019,Malta,Cultural services,0.7
2019,Malta,Education,5.1
2019,Malta,Tertiary education,0.9
2019,Malta,Social protection,10.3
2019,Malta,Sickness and disability,0.9
2019,Malta,Old age,6.5
2019,Malta,Family and children,0.9
2019,Malta,Unemployment,0.2
2019,Malta,Housing,0.1
2019,Malta,Social exclusion n.e.c.,0.2
2019,Netherlands,Total,42.0
2019,Netherlands,General public services,4.0
2019,Netherlands,Defence,1.2
2019,Netherlands,Public order and safety,1.8
2019,Netherlands,Economic affairs,3.7
2019,Netherlands,Fuel and energy,0.3
2019,Netherlands,Transport,2.1
2019,Netherlands,Environmental protection,1.4
2019,Netherlands,Housing and community amenities,0.4
2019,Netherlands,Health,7.4
2019,Netherlands,Medical products appliances and equipment,0.7
2019,Netherlands,Outpatient services,2.4
2019,Netherlands,Hospital services,3.4
2019,Netherlands,Recreation culture and religion,1.2
2019,Netherlands,Recreational and sporting services,0.5
2019,Netherlands,Cultural services,0.5
2019,Netherlands,Education,5.0
2019,Netherlands,Tertiary education,1.2
2019,Netherlands,Social protection,15.9
2019,Netherlands,Sickness and disability,4.1
2019,Netherlands,Old age,6.3
2019,Netherlands,Family and children,1.8
2019,Netherlands,Unemployment,0.8
2019,Netherlands,Housing,0.4
2019,Netherlands,Social exclusion n.e.c.,2.4
2019,Austria,Total,48.6
2019,Austria,General public services,5.7
2019,Austria,Defence,0.6
2019,Austria,Public order and safety,1.3
2019,Austria,Economic affairs,5.8
2019,Austria,Fuel and energy,0.0
2019,Austria,Transport,2.8
2019,Austria,Environmental protection,0.4
2019,Austria,Housing and community amenities,0.3
2019,Austria,Health,8.3
2019,Austria,Medical products appliances and equipment,1.1
2019,Austria,Outpatient services,1.6
2019,Austria,Hospital services,4.7
2019,Austria,Recreation culture and religion,1.2
2019,Austria,Recreational and sporting services,0.3
2019,Austria,Cultural services,0.5
2019,Austria,Education,4.8
2019,Austria,Tertiary education,0.7
2019,Austria,Social protection,20.2
2019,Austria,Sickness and disability,1.8
2019,Austria,Old age,12.5
2019,Austria,Family and children,2.0
2019,Austria,Unemployment,1.2
2019,Austria,Housing,0.1
2019,Austria,Social exclusion n.e.c.,1.0
2019,Poland,Total,41.8
2019,Poland,General public services,4.2
2019,Poland,Defence,1.6
2019,Poland,Public order and safety,2.1
2019,Poland,Economic affairs,4.8
2019,Poland,Fuel and energy,0.2
2019,Poland,Transport,3.3
2019,Poland,Environmental protection,0.5
2019,Poland,Housing and community amenities,0.5
2019,Poland,Health,4.9
2019,Poland,Medical products appliances and equipment,0.1
2019,Poland,Outpatient services,1.4
2019,Poland,Hospital services,3.1
2019,Poland,Recreation culture and religion,1.4
2019,Poland,Recreational and sporting services,0.4
2019,Poland,Cultural services,0.7
2019,Poland,Education,5.0
2019,Poland,Tertiary education,1.2
2019,Poland,Social protection,16.7
2019,Poland,Sickness and disability,2.0
2019,Poland,Old age,9.5
2019,Poland,Family and children,2.8
2019,Poland,Unemployment,0.3
2019,Poland,Housing,0.0
2019,Poland,Social exclusion n.e.c.,0.3
2019,Portugal,Total,42.5
2019,Portugal,General public services,6.6
2019,Portugal,Defence,0.8
2019,Portugal,Public order and safety,1.6
2019,Portugal,Economic affairs,3.7
2019,Portugal,Fuel and energy,0.1
2019,Portugal,Transport,1.8
2019,Portugal,Environmental protection,0.6
2019,Portugal,Housing and community amenities,0.5
2019,Portugal,Health,6.5
2019,Portugal,Medical products appliances and equipment,0.6
2019,Portugal,Outpatient services,1.9
2019,Portugal,Hospital services,3.6
2019,Portugal,Recreation culture and religion,0.9
2019,Portugal,Recreational and sporting services,0.3
2019,Portugal,Cultural services,0.3
2019,Portugal,Education,4.5
2019,Portugal,Tertiary education,0.6
2019,Portugal,Social protection,16.9
2019,Portugal,Sickness and disability,1.3
2019,Portugal,Old age,11.3
2019,Portugal,Family and children,1.2
2019,Portugal,Unemployment,0.6
2019,Portugal,Housing,0.2
2019,Portugal,Social exclusion n.e.c.,0.4
2019,Romania,Total,36.3
2019,Romania,General public services,4.2
2019,Romania,Defence,1.7
2019,Romania,Public order and safety,2.2
2019,Romania,Economic affairs,4.8
2019,Romania,Fuel and energy,0.3
2019,Romania,Transport,2.9
2019,Romania,Environmental protection,0.7
2019,Romania,Housing and community amenities,1.1
2019,Romania,Health,5.0
2019,Romania,Medical products appliances and equipment,1.0
2019,Romania,Outpatient services,0.1
2019,Romania,Hospital services,2.9
2019,Romania,Recreation culture and religion,1.0
2019,Romania,Recreational and sporting services,0.3
2019,Romania,Cultural services,0.4
2019,Romania,Education,3.6
2019,Romania,Tertiary education,0.8
2019,Romania,Social protection,11.8
2019,Romania,Sickness and disability,1.0
2019,Romania,Old age,8.7
2019,Romania,Family and children,1.4
2019,Romania,Unemployment,0.1
2019,Romania,Housing,0.0
2019,Romania,Social exclusion n.e.c.,0.1
2019,Slovenia,Total,43.3
2019,Slovenia,General public services,5.2
2019,Slovenia,Defence,1.0
2019,Slovenia,Public order and safety,1.6
2019,Slovenia,Economic affairs,4.6
2019,Slovenia,Fuel and energy,0.2
2019,Slovenia,Transport,2.5
2019,Slovenia,Environmental protection,0.6
2019,Slovenia,Housing and community amenities,0.4
2019,Slovenia,Health,6.7
2019,Slovenia,Medical products appliances and equipment,0.9
2019,Slovenia,Outpatient services,2.0
2019,Slovenia,Hospital services,3.0
2019,Slovenia,Recreation culture and religion,1.4
2019,Slovenia,Recreational and sporting services,0.3
2019,Slovenia,Cultural services,0.6
2019,Slovenia,Education,5.5
2019,Slovenia,Tertiary education,1.0
2019,Slovenia,Social protection,16.5
2019,Slovenia,Sickness and disability,2.0
2019,Slovenia,Old age,9.8
2019,Slovenia,Family and children,1.8
2019,Slovenia,Unemployment,0.4
2019,Slovenia,Housing,0.0
2019,Slovenia,Social exclusion n.e.c.,0.9
2019,Slovakia,Total,40.7
2019,Slovakia,General public services,5.3
2019,Slovakia,Defence,1.1
2019,Slovakia,Public order and safety,2.3
2019,Slovakia,Economic affairs,5.1
2019,Slovakia,Fuel and energy,0.6
2019,Slovakia,Transport,3.8
2019,Slovakia,Environmental protection,0.8
2019,Slovakia,Housing and community amenities,0.5
2019,Slovakia,Health,5.7
2019,Slovakia,Medical products appliances and equipment,0.9
2019,Slovakia,Outpatient services,1.5
2019,Slovakia,Hospital services,2.9
2019,Slovakia,Recreation culture and religion,1.2
2019,Slovakia,Recreational and sporting services,0.2
2019,Slovakia,Cultural services,0.6
2019,Slovakia,Education,4.3
2019,Slovakia,Tertiary education,0.6
2019,Slovakia,Social protection,14.3
2019,Slovakia,Sickness and disability,3.2
2019,Slovakia,Old age,7.7
2019,Slovakia,Family and children,1.1
2019,Slovakia,Unemployment,0.2
2019,Slovakia,Housing,0.0
2019,Slovakia,Social exclusion n.e.c.,0.2
2019,Finland,Total,53.3
2019,Finland,General public services,8.0
2019,Finland,Defence,1.2
2019,Finland,Public order and safety,1.2
2019,Finland,Economic affairs,4.2
2019,Finland,Fuel and energy,0.1
2019,Finland,Transport,2.2
2019,Finland,Environmental protection,0.2
2019,Finland,Housing and community amenities,0.3
2019,Finland,Health,7.1
2019,Finland,Medical products appliances and equipment,0.7
2019,Finland,Outpatient services,3.2
2019,Finland,Hospital services,3.1
2019,Finland,Recreation culture and religion,1.5
2019,Finland,Recreational and sporting services,0.6
2019,Finland,Cultural services,0.5
2019,Finland,Education,5.6
2019,Finland,Tertiary education,1.7
2019,Finland,Social protection,24.1
2019,Finland,Sickness and disability,3.1
2019,Finland,Old age,13.7
2019,Finland,Family and children,3.0
2019,Finland,Unemployment,1.7
2019,Finland,Housing,0.6
2019,Finland,Social exclusion n.e.c.,0.9
2019,Sweden,Total,49.1
2019,Sweden,General public services,6.9
2019,Sweden,Defence,1.2
2019,Sweden,Public order and safety,1.3
2019,Sweden,Economic affairs,4.4
2019,Sweden,Fuel and energy,0.1
2019,Sweden,Transport,2.8
2019,Sweden,Environmental protection,0.5
2019,Sweden,Housing and community amenities,0.7
2019,Sweden,Health,7.0
2019,Sweden,Medical products appliances and equipment,0.7
2019,Sweden,Outpatient services,3.2
2019,Sweden,Hospital services,2.5
2019,Sweden,Recreation culture and religion,1.3
2019,Sweden,Recreational and sporting services,0.6
2019,Sweden,Cultural services,0.5
2019,Sweden,Education,6.9
2019,Sweden,Tertiary education,1.1
2019,Sweden,Social protection,19.0
2019,Sweden,Sickness and disability,3.6
2019,Sweden,Old age,10.4
2019,Sweden,Family and children,2.5
2019,Sweden,Unemployment,1.1
2019,Sweden,Housing,0.3
2019,Sweden,Social exclusion n.e.c.,1.0
2019,Iceland,Total,43.3
2019,Iceland,General public services,7.3
2019,Iceland,Defence,0.1
2019,Iceland,Public order and safety,1.5
2019,Iceland,Economic affairs,4.8
2019,Iceland,Fuel and energy,0.1
2019,Iceland,Transport,2.8
2019,Iceland,Environmental protection,0.6
2019,Iceland,Housing and community amenities,0.6
2019,Iceland,Health,7.7
2019,Iceland,Medical products appliances and equipment,0.5
2019,Iceland,Outpatient services,1.8
2019,Iceland,Hospital services,5.2
2019,Iceland,Recreation culture and religion,3.1
2019,Iceland,Recreational and sporting services,1.5
2019,Iceland,Cultural services,1.1
2019,Iceland,Education,7.0
2019,Iceland,Tertiary education,1.2
2019,Iceland,Social protection,10.6
2019,Iceland,Sickness and disability,3.2
2019,Iceland,Old age,3.2
2019,Iceland,Family and children,2.2
2019,Iceland,Unemployment,0.8
2019,Iceland,Housing,0.4
2019,Iceland,Social exclusion n.e.c.,0.5
2019,Norway,Total,51.6
2019,Norway,General public services,4.8
2019,Norway,Defence,1.9
2019,Norway,Public order and safety,1.2
2019,Norway,Economic affairs,6.0
2019,Norway,Fuel and energy,0.1
2019,Norway,Transport,4.0
2019,Norway,Environmental protection,0.9
2019,Norway,Housing and community amenities,0.8
2019,Norway,Health,8.7
2019,Norway,Medical products appliances and equipment,0.5
2019,Norway,Outpatient services,2.0
2019,Norway,Hospital services,5.2
2019,Norway,Recreation culture and religion,1.8
2019,Norway,Recreational and sporting services,0.5
2019,Norway,Cultural services,0.7
2019,Norway,Education,5.6
2019,Norway,Tertiary education,1.2
2019,Norway,Social protection,19.7
2019,Norway,Sickness and disability,6.9
2019,Norway,Old age,7.4
2019,Norway,Family and children,3.4
2019,Norway,Unemployment,0.3
2019,Norway,Housing,0.1
2019,Norway,Social exclusion n.e.c.,0.9
2019,Switzerland,Total,32.8
2019,Switzerland,General public services,4.3
2019,Switzerland,Defence,0.8
2019,Switzerland,Public order and safety,1.6
2019,Switzerland,Economic affairs,3.8
2019,Switzerland,Fuel and energy,0.3
2019,Switzerland,Transport,2.5
2019,Switzerland,Environmental protection,0.6
2019,Switzerland,Housing and community amenities,0.2
2019,Switzerland,Health,2.2
2019,Switzerland,Medical products appliances and equipment,0.0
2019,Switzerland,Outpatient services,0.2
2019,Switzerland,Hospital services,1.7
2019,Switzerland,Recreation culture and religion,1.0
2019,Switzerland,Recreational and sporting services,0.4
2019,Switzerland,Cultural services,0.4
2019,Switzerland,Education,5.5
2019,Switzerland,Tertiary education,1.2
2019,Switzerland,Social protection,12.9
2019,Switzerland,Sickness and disability,2.9
2019,Switzerland,Old age,6.5
2019,Switzerland,Family and children,0.6
2019,Switzerland,Unemployment,1.0
2019,Switzerland,Housing,0.1
2019,Switzerland,Social exclusion n.e.c.,1.5
2020,Belgium,Total,59.2
2020,Belgium,General public services,7.4
2020,Belgium,Defence,0.9
2020,Belgium,Public order and safety,1.8
2020,Belgium,Economic affairs,7.8
2020,Belgium,Fuel and energy,0.1
2020,Belgium,Transport,3.0
2020,Belgium,Environmental protection,1.5
2020,Belgium,Housing and community amenities,0.4
2020,Belgium,Health,8.8
2020,Belgium,Medical products appliances and equipment,0.8
2020,Belgium,Outpatient services,3.1
2020,Belgium,Hospital services,4.5
2020,Belgium,Recreation culture and religion,1.3
2020,Belgium,Recreational and sporting services,0.4
2020,Belgium,Cultural services,0.5
2020,Belgium,Education,6.6
2020,Belgium,Tertiary education,0.9
2020,Belgium,Social protection,22.7
2020,Belgium,Sickness and disability,3.8
2020,Belgium,Old age,10.2
2020,Belgium,Family and children,2.4
2020,Belgium,Unemployment,3.1
2020,Belgium,Housing,0.2
2020,Belgium,Social exclusion n.e.c.,1.2
2020,Bulgaria,Total,41.8
2020,Bulgaria,General public services,3.5
2020,Bulgaria,Defence,1.5
2020,Bulgaria,Public order and safety,2.7
2020,Bulgaria,Economic affairs,8.5
2020,Bulgaria,Fuel and energy,1.7
2020,Bulgaria,Transport,3.8
2020,Bulgaria,Environmental protection,0.7
2020,Bulgaria,Housing and community amenities,0.9
2020,Bulgaria,Health,5.9
2020,Bulgaria,Medical products appliances and equipment,0.8
2020,Bulgaria,Outpatient services,0.7
2020,Bulgaria,Hospital services,3.8
2020,Bulgaria,Recreation culture and religion,0.9
2020,Bulgaria,Recreational and sporting services,0.2
2020,Bulgaria,Cultural services,0.5
2020,Bulgaria,Education,4.0
2020,Bulgaria,Tertiary education,0.7
2020,Bulgaria,Social protection,13.1
2020,Bulgaria,Sickness and disability,0.6
2020,Bulgaria,Old age,9.5
2020,Bulgaria,Family and children,1.9
2020,Bulgaria,Unemployment,0.6
2020,Bulgaria,Housing,0.1
2020,Bulgaria,Social exclusion n.e.c.,0.1
2020,Czechia,Total,47.2
2020,Czechia,General public services,5.2
2020,Czechia,Defence,1.0
2020,Czechia,Public order and safety,2.1
2020,Czechia,Economic affairs,7.2
2020,Czechia,Fuel and energy,0.9
2020,Czechia,Transport,4.1
2020,Czechia,Environmental protection,0.9
2020,Czechia,Housing and community amenities,0.7
2020,Czechia,Health,9.2
2020,Czechia,Medical products appliances and equipment,0.9
2020,Czechia,Outpatient services,1.8
2020,Czechia,Hospital services,4.3
2020,Czechia,Recreation culture and religion,1.4
2020,Czechia,Recreational and sporting services,0.5
2020,Czechia,Cultural services,0.7
2020,Czechia,Education,5.1
2020,Czechia,Tertiary education,0.8
2020,Czechia,Social protection,14.4
2020,Czechia,Sickness and disability,2.7
2020,Czechia,Old age,8.2
2020,Czechia,Family and children,1.9
2020,Czechia,Unemployment,0.2
2020,Czechia,Housing,0.2
2020,Czechia,Social exclusion n.e.c.,0.4
2020,Denmark,Total,53.4
2020,Denmark,General public services,6.3
2020,Denmark,Defence,1.2
2020,Denmark,Public order and safety,1.0
2020,Denmark,Economic affairs,5.1
2020,Denmark,Fuel and energy,0.4
2020,Denmark,Transport,2.1
2020,Denmark,Environmental protection,0.4
2020,Denmark,Housing and community amenities,0.2
2020,Denmark,Health,8.9
2020,Denmark,Medical products appliances and equipment,0.6
2020,Denmark,Outpatient services,1.2
2020,Denmark,Hospital services,6.2
2020,Denmark,Recreation culture and religion,1.7
2020,Denmark,Recreational and sporting services,0.4
2020,Denmark,Cultural services,0.6
2020,Denmark,Education,6.4
2020,Denmark,Tertiary education,1.6
2020,Denmark,Social protection,22.4
2020,Denmark,Sickness and disability,4.6
2020,Denmark,Old age,8.5
2020,Denmark,Family and children,4.4
2020,Denmark,Unemployment,2.1
2020,Denmark,Housing,0.7
2020,Denmark,Social exclusion n.e.c.,1.6
2020,Germany (until 1990 former territory of the FRG),Total,50.8
2020,Germany (until 1990 former territory of the FRG),General public services,6.1
2020,Germany (until 1990 former territory of the FRG),Defence,1.1
2020,Germany (until 1990 former territory of the FRG),Public order and safety,1.7
2020,Germany (until 1990 former territory of the FRG),Economic affairs,4.6
2020,Germany (until 1990 former territory of the FRG),Fuel and energy,0.2
2020,Germany (until 1990 former territory of the FRG),Transport,1.8
2020,Germany (until 1990 former territory of the FRG),Environmental protection,0.7
2020,Germany (until 1990 former territory of the FRG),Housing and community amenities,0.5
2020,Germany (until 1990 former territory of the FRG),Health,8.5
2020,Germany (until 1990 former territory of the FRG),Medical products appliances and equipment,1.8
2020,Germany (until 1990 former territory of the FRG),Outpatient services,2.4
2020,Germany (until 1990 former territory of the FRG),Hospital services,3.0
2020,Germany (until 1990 former territory of the FRG),Recreation culture and religion,1.1
2020,Germany (until 1990 former territory of the FRG),Recreational and sporting services,0.3
2020,Germany (until 1990 former territory of the FRG),Cultural services,0.5
2020,Germany (until 1990 former territory of the FRG),Education,4.7
2020,Germany (until 1990 former territory of the FRG),Tertiary education,0.8
2020,Germany (until 1990 former territory of the FRG),Social protection,21.8
2020,Germany (until 1990 former territory of the FRG),Sickness and disability,3.4
2020,Germany (until 1990 former territory of the FRG),Old age,10.3
2020,Germany (until 1990 former territory of the FRG),Family and children,2.2
2020,Germany (until 1990 former territory of the FRG),Unemployment,2.2
2020,Germany (until 1990 former territory of the FRG),Housing,0.3
2020,Germany (until 1990 former territory of the FRG),Social exclusion n.e.c.,0.7
2020,Estonia,Total,45.9
2020,Estonia,General public services,4.0
2020,Estonia,Defence,2.5
2020,Estonia,Public order and safety,2.0
2020,Estonia,Economic affairs,5.9
2020,Estonia,Fuel and energy,0.1
2020,Estonia,Transport,3.1
2020,Estonia,Environmental protection,0.7
2020,Estonia,Housing and community amenities,0.4
2020,Estonia,Health,6.7
2020,Estonia,Medical products appliances and equipment,0.8
2020,Estonia,Outpatient services,0.6
2020,Estonia,Hospital services,4.7
2020,Estonia,Recreation culture and religion,2.1
2020,Estonia,Recreational and sporting services,0.6
2020,Estonia,Cultural services,1.0
2020,Estonia,Education,6.6
2020,Estonia,Tertiary education,1.1
2020,Estonia,Social protection,15.0
2020,Estonia,Sickness and disability,2.4
2020,Estonia,Old age,8.2
2020,Estonia,Family and children,2.9
2020,Estonia,Unemployment,1.1
2020,Estonia,Housing,0.0
2020,Estonia,Social exclusion n.e.c.,0.2
2020,Ireland,Total,27.4
2020,Ireland,General public services,2.3
2020,Ireland,Defence,0.2
2020,Ireland,Public order and safety,0.9
2020,Ireland,Economic affairs,3.5
2020,Ireland,Fuel and energy,0.1
2020,Ireland,Transport,1.1
2020,Ireland,Environmental protection,0.4
2020,Ireland,Housing and community amenities,0.7
2020,Ireland,Health,5.4
2020,Ireland,Medical products appliances and equipment,0.7
2020,Ireland,Outpatient services,1.9
2020,Ireland,Hospital services,2.1
2020,Ireland,Recreation culture and religion,0.5
2020,Ireland,Recreational and sporting services,0.1
2020,Ireland,Cultural services,0.2
2020,Ireland,Education,3.1
2020,Ireland,Tertiary education,0.4
2020,Ireland,Social protection,10.2
2020,Ireland,Sickness and disability,1.3
2020,Ireland,Old age,3.9
2020,Ireland,Family and children,1.2
2020,Ireland,Unemployment,2.1
2020,Ireland,Housing,0.9
2020,Ireland,Social exclusion n.e.c.,0.1
2020,Greece,Total,59.8
2020,Greece,General public services,8.4
2020,Greece,Defence,2.6
