TIME,COUNTRY,CITIZEN,SEX,VALUE
2019,Malta,Reporting country,Males,81.5
2019,Malta,Reporting country,Females,60.7
2019,Netherlands,EU27 countries (from 2020) except reporting country,Total,76.2
2019,Netherlands,EU27 countries (from 2020) except reporting country,Males,81.0
2019,Netherlands,EU27 countries (from 2020) except reporting country,Females,72.2
2019,Netherlands,Reporting country,Total,79.1
2019,Netherlands,Reporting country,Males,82.8
2019,Netherlands,Reporting country,Females,75.2
2019,Austria,EU27 countries (from 2020) except reporting country,Total,74.2
2019,Austria,EU27 countries (from 2020) except reporting country,Males,79.4
2019,Austria,EU27 countries (from 2020) except reporting country,Females,69.6
2019,Austria,Reporting country,Total,75.0
2019,Austria,Reporting country,Males,79.0
2019,Austria,Reporting country,Females,71.1
2019,Poland,EU27 countries (from 2020) except reporting country,Total,71.9
2019,Poland,EU27 countries (from 2020) except reporting country,Males,79.3
2019,Poland,EU27 countries (from 2020) except reporting country,Females,0
2019,Poland,Reporting country,Total,68.2
2019,Poland,Reporting country,Males,75.3
2019,Poland,Reporting country,Females,61.1
2019,Portugal,EU27 countries (from 2020) except reporting country,Total,76.4
2019,Portugal,EU27 countries (from 2020) except reporting country,Males,85.1
2019,Portugal,EU27 countries (from 2020) except reporting country,Females,68.8
2019,Portugal,Reporting country,Total,70.5
2019,Portugal,Reporting country,Males,73.4
2019,Portugal,Reporting country,Females,67.7
2019,Romania,EU27 countries (from 2020) except reporting country,Total,0
2019,Romania,EU27 countries (from 2020) except reporting country,Males,0
2019,Romania,EU27 countries (from 2020) except reporting country,Females,0
2019,Romania,Reporting country,Total,65.8
2019,Romania,Reporting country,Males,74.6
2019,Romania,Reporting country,Females,56.8
2019,Slovenia,EU27 countries (from 2020) except reporting country,Total,80.6
2019,Slovenia,EU27 countries (from 2020) except reporting country,Males,85.1
2019,Slovenia,EU27 countries (from 2020) except reporting country,Females,76.2
2019,Slovenia,Reporting country,Total,71.9
2019,Slovenia,Reporting country,Males,74.2
2019,Slovenia,Reporting country,Females,69.5
2019,Slovakia,EU27 countries (from 2020) except reporting country,Total,82.4
2019,Slovakia,EU27 countries (from 2020) except reporting country,Males,89.4
2019,Slovakia,EU27 countries (from 2020) except reporting country,Females,0
2019,Slovakia,Reporting country,Total,68.4
2019,Slovakia,Reporting country,Males,74.3
2019,Slovakia,Reporting country,Females,62.4
2019,Finland,EU27 countries (from 2020) except reporting country,Total,75.8
2019,Finland,EU27 countries (from 2020) except reporting country,Males,78.3
2019,Finland,EU27 countries (from 2020) except reporting country,Females,72.9
2019,Finland,Reporting country,Total,73.5
2019,Finland,Reporting country,Males,74.4
2019,Finland,Reporting country,Females,72.7
2019,Sweden,EU27 countries (from 2020) except reporting country,Total,76.0
2019,Sweden,EU27 countries (from 2020) except reporting country,Males,78.6
2019,Sweden,EU27 countries (from 2020) except reporting country,Females,72.8
2019,Sweden,Reporting country,Total,79.2
2019,Sweden,Reporting country,Males,80.2
2019,Sweden,Reporting country,Females,78.2
2019,Iceland,EU27 countries (from 2020) except reporting country,Total,88.1
2019,Iceland,EU27 countries (from 2020) except reporting country,Males,89.4
2019,Iceland,EU27 countries (from 2020) except reporting country,Females,86.5
2019,Iceland,Reporting country,Total,83.9
2019,Iceland,Reporting country,Males,86.0
2019,Iceland,Reporting country,Females,81.7
2019,Norway,EU27 countries (from 2020) except reporting country,Total,80.8
2019,Norway,EU27 countries (from 2020) except reporting country,Males,84.1
2019,Norway,EU27 countries (from 2020) except reporting country,Females,76.9
2019,Norway,Reporting country,Total,75.9
2019,Norway,Reporting country,Males,77.7
2019,Norway,Reporting country,Females,74.0
2019,Switzerland,EU27 countries (from 2020) except reporting country,Total,83.1
2019,Switzerland,EU27 countries (from 2020) except reporting country,Males,86.5
2019,Switzerland,EU27 countries (from 2020) except reporting country,Females,79.0
2019,Switzerland,Reporting country,Total,81.7
2019,Switzerland,Reporting country,Males,85.0
2019,Switzerland,Reporting country,Females,78.6
2019,United Kingdom,EU27 countries (from 2020) except reporting country,Total,82.1
2019,United Kingdom,EU27 countries (from 2020) except reporting country,Males,87.4
2019,United Kingdom,EU27 countries (from 2020) except reporting country,Females,77.2
2019,United Kingdom,Reporting country,Total,75.2
2019,United Kingdom,Reporting country,Males,78.8
2019,United Kingdom,Reporting country,Females,71.6
2019,Montenegro,EU27 countries (from 2020) except reporting country,Total,0
2019,Montenegro,EU27 countries (from 2020) except reporting country,Males,0
2019,Montenegro,EU27 countries (from 2020) except reporting country,Females,0
2019,Montenegro,Reporting country,Total,55.6
2019,Montenegro,Reporting country,Males,61.9
2019,Montenegro,Reporting country,Females,49.3
2019,North Macedonia,EU27 countries (from 2020) except reporting country,Total,0
2019,North Macedonia,EU27 countries (from 2020) except reporting country,Males,0
2019,North Macedonia,EU27 countries (from 2020) except reporting country,Females,0
2019,North Macedonia,Reporting country,Total,54.8
2019,North Macedonia,Reporting country,Males,64.4
2019,North Macedonia,Reporting country,Females,44.7
2019,Serbia,EU27 countries (from 2020) except reporting country,Total,53.4
2019,Serbia,EU27 countries (from 2020) except reporting country,Males,0
2019,Serbia,EU27 countries (from 2020) except reporting country,Females,0
2019,Serbia,Reporting country,Total,60.7
2019,Serbia,Reporting country,Males,67.2
2019,Serbia,Reporting country,Females,54.3
2020,Belgium,EU27 countries (from 2020) except reporting country,Total,66.6
2020,Belgium,EU27 countries (from 2020) except reporting country,Males,71.6
2020,Belgium,EU27 countries (from 2020) except reporting country,Females,61.6
2020,Belgium,Reporting country,Total,65.8
2020,Belgium,Reporting country,Males,69.0
2020,Belgium,Reporting country,Females,62.6
2020,Bulgaria,EU27 countries (from 2020) except reporting country,Total,0
2020,Bulgaria,EU27 countries (from 2020) except reporting country,Males,0
2020,Bulgaria,EU27 countries (from 2020) except reporting country,Females,0
2020,Bulgaria,Reporting country,Total,68.5
2020,Bulgaria,Reporting country,Males,72.5
2020,Bulgaria,Reporting country,Females,64.4
2020,Czechia,EU27 countries (from 2020) except reporting country,Total,82.4
2020,Czechia,EU27 countries (from 2020) except reporting country,Males,90.8
2020,Czechia,EU27 countries (from 2020) except reporting country,Females,72.4
2020,Czechia,Reporting country,Total,74.2
2020,Czechia,Reporting country,Males,81.1
2020,Czechia,Reporting country,Females,67.0
2020,Denmark,EU27 countries (from 2020) except reporting country,Total,78.1
2020,Denmark,EU27 countries (from 2020) except reporting country,Males,82.4
2020,Denmark,EU27 countries (from 2020) except reporting country,Females,73.3
2020,Denmark,Reporting country,Total,75.2
2020,Denmark,Reporting country,Males,77.7
2020,Denmark,Reporting country,Females,72.6
2020,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Total,75.7
2020,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Males,81.2
2020,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Females,69.6
2020,Germany (until 1990 former territory of the FRG),Reporting country,Total,77.4
2020,Germany (until 1990 former territory of the FRG),Reporting country,Males,80.2
2020,Germany (until 1990 former territory of the FRG),Reporting country,Females,74.7
2020,Estonia,EU27 countries (from 2020) except reporting country,Total,74.7
2020,Estonia,EU27 countries (from 2020) except reporting country,Males,76.2
2020,Estonia,EU27 countries (from 2020) except reporting country,Females,72.7
2020,Estonia,Reporting country,Total,73.4
2020,Estonia,Reporting country,Males,76.0
2020,Estonia,Reporting country,Females,70.9
2020,Ireland,EU27 countries (from 2020) except reporting country,Total,73.5
2020,Ireland,EU27 countries (from 2020) except reporting country,Males,80.4
2020,Ireland,EU27 countries (from 2020) except reporting country,Females,67.0
2020,Ireland,Reporting country,Total,67.4
2020,Ireland,Reporting country,Males,72.2
2020,Ireland,Reporting country,Females,62.6
2020,Greece,EU27 countries (from 2020) except reporting country,Total,48.6
2020,Greece,EU27 countries (from 2020) except reporting country,Males,61.6
2020,Greece,EU27 countries (from 2020) except reporting country,Females,42.3
2020,Greece,Reporting country,Total,56.6
2020,Greece,Reporting country,Males,65.2
2020,Greece,Reporting country,Females,48.1
2020,Spain,EU27 countries (from 2020) except reporting country,Total,61.7
2020,Spain,EU27 countries (from 2020) except reporting country,Males,69.1
2020,Spain,EU27 countries (from 2020) except reporting country,Females,55.0
2020,Spain,Reporting country,Total,61.8
2020,Spain,Reporting country,Males,66.6
2020,Spain,Reporting country,Females,57.0
2020,France,EU27 countries (from 2020) except reporting country,Total,70.0
2020,France,EU27 countries (from 2020) except reporting country,Males,74.5
2020,France,EU27 countries (from 2020) except reporting country,Females,65.6
2020,France,Reporting country,Total,66.1
2020,France,Reporting country,Males,68.6
2020,France,Reporting country,Females,63.7
2020,Croatia,EU27 countries (from 2020) except reporting country,Total,63.7
2020,Croatia,EU27 countries (from 2020) except reporting country,Males,68.0
2020,Croatia,EU27 countries (from 2020) except reporting country,Females,0
2020,Croatia,Reporting country,Total,62.0
2020,Croatia,Reporting country,Males,67.2
2020,Croatia,Reporting country,Females,56.9
2020,Italy,EU27 countries (from 2020) except reporting country,Total,58.8
2020,Italy,EU27 countries (from 2020) except reporting country,Males,70.8
2020,Italy,EU27 countries (from 2020) except reporting country,Females,50.3
2020,Italy,Reporting country,Total,58.2
2020,Italy,Reporting country,Males,66.7
2020,Italy,Reporting country,Females,49.6
2020,Cyprus,EU27 countries (from 2020) except reporting country,Total,73.6
2020,Cyprus,EU27 countries (from 2020) except reporting country,Males,82.4
2020,Cyprus,EU27 countries (from 2020) except reporting country,Females,65.2
2020,Cyprus,Reporting country,Total,69.8
2020,Cyprus,Reporting country,Males,75.6
2020,Cyprus,Reporting country,Females,64.3
2020,Latvia,EU27 countries (from 2020) except reporting country,Total,81.1
2020,Latvia,EU27 countries (from 2020) except reporting country,Males,0
2020,Latvia,EU27 countries (from 2020) except reporting country,Females,0
2020,Latvia,Reporting country,Total,71.9
2020,Latvia,Reporting country,Males,72.7
2020,Latvia,Reporting country,Females,71.1
2020,Lithuania,EU27 countries (from 2020) except reporting country,Total,71.8
2020,Lithuania,EU27 countries (from 2020) except reporting country,Males,88.7
2020,Lithuania,EU27 countries (from 2020) except reporting country,Females,0
2020,Lithuania,Reporting country,Total,71.6
2020,Lithuania,Reporting country,Males,72.1
2020,Lithuania,Reporting country,Females,71.1
2020,Luxembourg,EU27 countries (from 2020) except reporting country,Total,71.9
2020,Luxembourg,EU27 countries (from 2020) except reporting country,Males,75.0
2020,Luxembourg,EU27 countries (from 2020) except reporting country,Females,68.4
2020,Luxembourg,Reporting country,Total,64.2
2020,Luxembourg,Reporting country,Males,65.4
2020,Luxembourg,Reporting country,Females,63.1
2020,Hungary,EU27 countries (from 2020) except reporting country,Total,65.1
2020,Hungary,EU27 countries (from 2020) except reporting country,Males,69.4
2020,Hungary,EU27 countries (from 2020) except reporting country,Females,62.0
2020,Hungary,Reporting country,Total,69.7
2020,Hungary,Reporting country,Males,77.0
2020,Hungary,Reporting country,Females,62.4
2020,Malta,EU27 countries (from 2020) except reporting country,Total,89.9
2020,Malta,EU27 countries (from 2020) except reporting country,Males,95.0
2020,Malta,EU27 countries (from 2020) except reporting country,Females,84.1
2020,Malta,Reporting country,Total,72.0
2020,Malta,Reporting country,Males,80.5
2020,Malta,Reporting country,Females,62.1
2020,Netherlands,EU27 countries (from 2020) except reporting country,Total,75.9
2020,Netherlands,EU27 countries (from 2020) except reporting country,Males,80.8
2020,Netherlands,EU27 countries (from 2020) except reporting country,Females,72.1
2020,Netherlands,Reporting country,Total,78.8
2020,Netherlands,Reporting country,Males,82.4
2020,Netherlands,Reporting country,Females,75.1
2020,Austria,EU27 countries (from 2020) except reporting country,Total,73.4
2020,Austria,EU27 countries (from 2020) except reporting country,Males,77.5
2020,Austria,EU27 countries (from 2020) except reporting country,Females,69.7
2020,Austria,Reporting country,Total,74.1
2020,Austria,Reporting country,Males,77.7
2020,Austria,Reporting country,Females,70.5
2020,Poland,EU27 countries (from 2020) except reporting country,Total,77.0
2020,Poland,EU27 countries (from 2020) except reporting country,Males,0
2020,Poland,EU27 countries (from 2020) except reporting country,Females,0
2020,Poland,Reporting country,Total,68.6
2020,Poland,Reporting country,Males,75.8
2020,Poland,Reporting country,Females,61.4
2020,Portugal,EU27 countries (from 2020) except reporting country,Total,78.7
2020,Portugal,EU27 countries (from 2020) except reporting country,Males,86.3
2020,Portugal,EU27 countries (from 2020) except reporting country,Females,72.1
2020,Portugal,Reporting country,Total,69.0
2020,Portugal,Reporting country,Males,71.5
2020,Portugal,Reporting country,Females,66.8
2020,Romania,EU27 countries (from 2020) except reporting country,Total,0
2020,Romania,EU27 countries (from 2020) except reporting country,Males,0
2020,Romania,EU27 countries (from 2020) except reporting country,Females,0
2020,Romania,Reporting country,Total,65.6
2020,Romania,Reporting country,Males,74.5
2020,Romania,Reporting country,Females,56.5
2020,Slovenia,EU27 countries (from 2020) except reporting country,Total,75.8
2020,Slovenia,EU27 countries (from 2020) except reporting country,Males,87.6
2020,Slovenia,EU27 countries (from 2020) except reporting country,Females,61.7
2020,Slovenia,Reporting country,Total,70.7
2020,Slovenia,Reporting country,Males,72.7
2020,Slovenia,Reporting country,Females,68.6
2020,Slovakia,EU27 countries (from 2020) except reporting country,Total,64.9
2020,Slovakia,EU27 countries (from 2020) except reporting country,Males,0
2020,Slovakia,EU27 countries (from 2020) except reporting country,Females,0
2020,Slovakia,Reporting country,Total,67.5
2020,Slovakia,Reporting country,Males,73.3
2020,Slovakia,Reporting country,Females,61.7
2020,Finland,EU27 countries (from 2020) except reporting country,Total,74.7
2020,Finland,EU27 countries (from 2020) except reporting country,Males,75.3
2020,Finland,EU27 countries (from 2020) except reporting country,Females,74.1
2020,Finland,Reporting country,Total,72.6
2020,Finland,Reporting country,Males,73.6
2020,Finland,Reporting country,Females,71.5
2020,Sweden,EU27 countries (from 2020) except reporting country,Total,76.5
2020,Sweden,EU27 countries (from 2020) except reporting country,Males,80.1
2020,Sweden,EU27 countries (from 2020) except reporting country,Females,72.8
2020,Sweden,Reporting country,Total,77.8
2020,Sweden,Reporting country,Males,79.0
2020,Sweden,Reporting country,Females,76.5
2020,Iceland,EU27 countries (from 2020) except reporting country,Total,77.0
2020,Iceland,EU27 countries (from 2020) except reporting country,Males,74.2
2020,Iceland,EU27 countries (from 2020) except reporting country,Females,79.9
2020,Iceland,Reporting country,Total,80.6
2020,Iceland,Reporting country,Males,83.2
2020,Iceland,Reporting country,Females,77.8
2020,Norway,EU27 countries (from 2020) except reporting country,Total,77.8
2020,Norway,EU27 countries (from 2020) except reporting country,Males,79.6
2020,Norway,EU27 countries (from 2020) except reporting country,Females,75.6
2020,Norway,Reporting country,Total,75.5
2020,Norway,Reporting country,Males,77.1
2020,Norway,Reporting country,Females,73.8
2020,Switzerland,EU27 countries (from 2020) except reporting country,Total,82.3
2020,Switzerland,EU27 countries (from 2020) except reporting country,Males,85.7
2020,Switzerland,EU27 countries (from 2020) except reporting country,Females,78.1
2020,Switzerland,Reporting country,Total,81.1
2020,Switzerland,Reporting country,Males,84.1
2020,Switzerland,Reporting country,Females,78.1
2020,United Kingdom,EU27 countries (from 2020) except reporting country,Total,0
2020,United Kingdom,EU27 countries (from 2020) except reporting country,Males,0
2020,United Kingdom,EU27 countries (from 2020) except reporting country,Females,0
2020,United Kingdom,Reporting country,Total,0
2020,United Kingdom,Reporting country,Males,0
2020,United Kingdom,Reporting country,Females,0
2020,Montenegro,EU27 countries (from 2020) except reporting country,Total,0
2020,Montenegro,EU27 countries (from 2020) except reporting country,Males,0
2020,Montenegro,EU27 countries (from 2020) except reporting country,Females,0
2020,Montenegro,Reporting country,Total,50.3
2020,Montenegro,Reporting country,Males,56.0
2020,Montenegro,Reporting country,Females,44.6
2020,North Macedonia,EU27 countries (from 2020) except reporting country,Total,0
2020,North Macedonia,EU27 countries (from 2020) except reporting country,Males,0
2020,North Macedonia,EU27 countries (from 2020) except reporting country,Females,0
2020,North Macedonia,Reporting country,Total,54.7
2020,North Macedonia,Reporting country,Males,63.7
2020,North Macedonia,Reporting country,Females,45.4
2020,Serbia,EU27 countries (from 2020) except reporting country,Total,0
2020,Serbia,EU27 countries (from 2020) except reporting country,Males,0
2020,Serbia,EU27 countries (from 2020) except reporting country,Females,0
2020,Serbia,Reporting country,Total,61.3
2020,Serbia,Reporting country,Males,67.8
2020,Serbia,Reporting country,Females,54.9
2021,Belgium,EU27 countries (from 2020) except reporting country,Total,68.7
2021,Belgium,EU27 countries (from 2020) except reporting country,Males,74.6
2021,Belgium,EU27 countries (from 2020) except reporting country,Females,62.8
2021,Belgium,Reporting country,Total,66.2
2021,Belgium,Reporting country,Males,68.8
2021,Belgium,Reporting country,Females,63.5
2021,Bulgaria,EU27 countries (from 2020) except reporting country,Total,0
2021,Bulgaria,EU27 countries (from 2020) except reporting country,Males,0
2021,Bulgaria,EU27 countries (from 2020) except reporting country,Females,0
2021,Bulgaria,Reporting country,Total,68.2
2021,Bulgaria,Reporting country,Males,72.0
2021,Bulgaria,Reporting country,Females,64.3
2021,Czechia,EU27 countries (from 2020) except reporting country,Total,83.9
2021,Czechia,EU27 countries (from 2020) except reporting country,Males,93.5
2021,Czechia,EU27 countries (from 2020) except reporting country,Females,71.4
2021,Czechia,Reporting country,Total,74.2
2021,Czechia,Reporting country,Males,81.0
2021,Czechia,Reporting country,Females,67.1
2021,Denmark,EU27 countries (from 2020) except reporting country,Total,80.1
2021,Denmark,EU27 countries (from 2020) except reporting country,Males,83.7
2021,Denmark,EU27 countries (from 2020) except reporting country,Females,75.7
2021,Denmark,Reporting country,Total,76.1
2021,Denmark,Reporting country,Males,78.6
2021,Denmark,Reporting country,Females,73.6
2021,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Total,76.2
2021,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Males,82.5
2021,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Females,69.3
2021,Germany (until 1990 former territory of the FRG),Reporting country,Total,77.9
2021,Germany (until 1990 former territory of the FRG),Reporting country,Males,80.5
2021,Germany (until 1990 former territory of the FRG),Reporting country,Females,75.2
2021,Estonia,EU27 countries (from 2020) except reporting country,Total,77.8
2021,Estonia,EU27 countries (from 2020) except reporting country,Males,82.2
2021,Estonia,EU27 countries (from 2020) except reporting country,Females,67.2
2021,Estonia,Reporting country,Total,74.7
2021,Estonia,Reporting country,Males,75.6
2021,Estonia,Reporting country,Females,73.8
2021,Ireland,EU27 countries (from 2020) except reporting country,Total,75.0
2021,Ireland,EU27 countries (from 2020) except reporting country,Males,80.6
2021,Ireland,EU27 countries (from 2020) except reporting country,Females,69.5
2021,Ireland,Reporting country,Total,69.4
2021,Ireland,Reporting country,Males,73.4
2021,Ireland,Reporting country,Females,65.4
2021,Greece,EU27 countries (from 2020) except reporting country,Total,47.5
2021,Greece,EU27 countries (from 2020) except reporting country,Males,60.9
2021,Greece,EU27 countries (from 2020) except reporting country,Females,40.2
2021,Greece,Reporting country,Total,57.5
2021,Greece,Reporting country,Males,66.2
2021,Greece,Reporting country,Females,48.8
2021,Spain,EU27 countries (from 2020) except reporting country,Total,61.9
2021,Spain,EU27 countries (from 2020) except reporting country,Males,70.0
2021,Spain,EU27 countries (from 2020) except reporting country,Females,54.5
2021,Spain,Reporting country,Total,63.5
2021,Spain,Reporting country,Males,67.8
2021,Spain,Reporting country,Females,59.2
2021,France,EU27 countries (from 2020) except reporting country,Total,70.2
2021,France,EU27 countries (from 2020) except reporting country,Males,74.5
2021,France,EU27 countries (from 2020) except reporting country,Females,66.2
2021,France,Reporting country,Total,68.1
2021,France,Reporting country,Males,70.3
2021,France,Reporting country,Females,66.0
2021,Croatia,EU27 countries (from 2020) except reporting country,Total,0
2021,Croatia,EU27 countries (from 2020) except reporting country,Males,0
2021,Croatia,EU27 countries (from 2020) except reporting country,Females,0
2021,Croatia,Reporting country,Total,63.5
2021,Croatia,Reporting country,Males,68.2
2021,Croatia,Reporting country,Females,58.7
2021,Italy,EU27 countries (from 2020) except reporting country,Total,60.8
2021,Italy,EU27 countries (from 2020) except reporting country,Males,72.8
2021,Italy,EU27 countries (from 2020) except reporting country,Females,52.7
2021,Italy,Reporting country,Total,58.3
2021,Italy,Reporting country,Males,66.6
2021,Italy,Reporting country,Females,49.9
2021,Cyprus,EU27 countries (from 2020) except reporting country,Total,73.5
2021,Cyprus,EU27 countries (from 2020) except reporting country,Males,81.8
2021,Cyprus,EU27 countries (from 2020) except reporting country,Females,65.1
2021,Cyprus,Reporting country,Total,70.8
2021,Cyprus,Reporting country,Males,76.7
2021,Cyprus,Reporting country,Females,65.2
2021,Latvia,EU27 countries (from 2020) except reporting country,Total,79.4
2021,Latvia,EU27 countries (from 2020) except reporting country,Males,88.7
2021,Latvia,EU27 countries (from 2020) except reporting country,Females,0
2021,Latvia,Reporting country,Total,70.4
2021,Latvia,Reporting country,Males,71.7
2021,Latvia,Reporting country,Females,69.2
2021,Lithuania,EU27 countries (from 2020) except reporting country,Total,92.3
2021,Lithuania,EU27 countries (from 2020) except reporting country,Males,89.3
2021,Lithuania,EU27 countries (from 2020) except reporting country,Females,0
2021,Lithuania,Reporting country,Total,72.4
2021,Lithuania,Reporting country,Males,72.9
2021,Lithuania,Reporting country,Females,72.0
2021,Luxembourg,EU27 countries (from 2020) except reporting country,Total,74.0
2021,Luxembourg,EU27 countries (from 2020) except reporting country,Males,76.9
2021,Luxembourg,EU27 countries (from 2020) except reporting country,Females,70.7
2021,Luxembourg,Reporting country,Total,66.1
2021,Luxembourg,Reporting country,Males,68.1
2021,Luxembourg,Reporting country,Females,64.1
2021,Hungary,EU27 countries (from 2020) except reporting country,Total,80.6
2021,Hungary,EU27 countries (from 2020) except reporting country,Males,81.3
2021,Hungary,EU27 countries (from 2020) except reporting country,Females,80.0
2021,Hungary,Reporting country,Total,73.1
2021,Hungary,Reporting country,Males,78.0
2021,Hungary,Reporting country,Females,68.2
2021,Malta,EU27 countries (from 2020) except reporting country,Total,87.4
2021,Malta,EU27 countries (from 2020) except reporting country,Males,92.3
2021,Malta,EU27 countries (from 2020) except reporting country,Females,80.9
2021,Malta,Reporting country,Total,73.2
2021,Malta,Reporting country,Males,80.9
2021,Malta,Reporting country,Females,64.1
2021,Netherlands,EU27 countries (from 2020) except reporting country,Total,77.1
2021,Netherlands,EU27 countries (from 2020) except reporting country,Males,83.7
2021,Netherlands,EU27 countries (from 2020) except reporting country,Females,71.1
2021,Netherlands,Reporting country,Total,81.1
2021,Netherlands,Reporting country,Males,84.2
2021,Netherlands,Reporting country,Females,78.0
2021,Austria,EU27 countries (from 2020) except reporting country,Total,73.1
2021,Austria,EU27 countries (from 2020) except reporting country,Males,78.5
2021,Austria,EU27 countries (from 2020) except reporting country,Females,68.1
2021,Austria,Reporting country,Total,73.8
2021,Austria,Reporting country,Males,77.3
2021,Austria,Reporting country,Females,70.3
2021,Poland,EU27 countries (from 2020) except reporting country,Total,83.1
2021,Poland,EU27 countries (from 2020) except reporting country,Males,0
2021,Poland,EU27 countries (from 2020) except reporting country,Females,0
2021,Poland,Reporting country,Total,70.2
2021,Poland,Reporting country,Males,76.7
2021,Poland,Reporting country,Females,63.8
2021,Portugal,EU27 countries (from 2020) except reporting country,Total,83.0
2021,Portugal,EU27 countries (from 2020) except reporting country,Males,87.0
2021,Portugal,EU27 countries (from 2020) except reporting country,Females,80.7
2021,Portugal,Reporting country,Total,70.1
2021,Portugal,Reporting country,Males,72.5
2021,Portugal,Reporting country,Females,67.8
2021,Romania,EU27 countries (from 2020) except reporting country,Total,0
2021,Romania,EU27 countries (from 2020) except reporting country,Males,0
2021,Romania,EU27 countries (from 2020) except reporting country,Females,0
2021,Romania,Reporting country,Total,61.9
2021,Romania,Reporting country,Males,71.1
2021,Romania,Reporting country,Females,52.5
2021,Slovenia,EU27 countries (from 2020) except reporting country,Total,78.5
2021,Slovenia,EU27 countries (from 2020) except reporting country,Males,83.3
2021,Slovenia,EU27 countries (from 2020) except reporting country,Females,73.0
2021,Slovenia,Reporting country,Total,71.5
2021,Slovenia,Reporting country,Males,73.9
2021,Slovenia,Reporting country,Females,68.9
2021,Slovakia,EU27 countries (from 2020) except reporting country,Total,78.2
2021,Slovakia,EU27 countries (from 2020) except reporting country,Males,78.9
2021,Slovakia,EU27 countries (from 2020) except reporting country,Females,0
2021,Slovakia,Reporting country,Total,69.4
2021,Slovakia,Reporting country,Males,73.2
2021,Slovakia,Reporting country,Females,65.5
2021,Finland,EU27 countries (from 2020) except reporting country,Total,75.8
2021,Finland,EU27 countries (from 2020) except reporting country,Males,82.7
2021,Finland,EU27 countries (from 2020) except reporting country,Females,67.6
2021,Finland,Reporting country,Total,73.3
2021,Finland,Reporting country,Males,73.7
2021,Finland,Reporting country,Females,72.8
2021,Sweden,EU27 countries (from 2020) except reporting country,Total,79.6
2021,Sweden,EU27 countries (from 2020) except reporting country,Males,85.5
2021,Sweden,EU27 countries (from 2020) except reporting country,Females,74.0
2021,Sweden,Reporting country,Total,77.1
2021,Sweden,Reporting country,Males,78.4
2021,Sweden,Reporting country,Females,75.8
2021,Iceland,EU27 countries (from 2020) except reporting country,Total,78.0
2021,Iceland,EU27 countries (from 2020) except reporting country,Males,81.9
2021,Iceland,EU27 countries (from 2020) except reporting country,Females,73.8
2021,Iceland,Reporting country,Total,80.2
2021,Iceland,Reporting country,Males,82.7
2021,Iceland,Reporting country,Females,77.4
2021,Norway,EU27 countries (from 2020) except reporting country,Total,80.0
2021,Norway,EU27 countries (from 2020) except reporting country,Males,82.4
2021,Norway,EU27 countries (from 2020) except reporting country,Females,76.9
2021,Norway,Reporting country,Total,76.8
2021,Norway,Reporting country,Males,78.2
2021,Norway,Reporting country,Females,75.3
2021,Switzerland,EU27 countries (from 2020) except reporting country,Total,80.7
2021,Switzerland,EU27 countries (from 2020) except reporting country,Males,84.2
2021,Switzerland,EU27 countries (from 2020) except reporting country,Females,76.2
2021,Switzerland,Reporting country,Total,81.1
2021,Switzerland,Reporting country,Males,84.0
2021,Switzerland,Reporting country,Females,78.1
2021,United Kingdom,EU27 countries (from 2020) except reporting country,Total,0
2021,United Kingdom,EU27 countries (from 2020) except reporting country,Males,0
2021,United Kingdom,EU27 countries (from 2020) except reporting country,Females,0
2021,United Kingdom,Reporting country,Total,0
2021,United Kingdom,Reporting country,Males,0
2021,United Kingdom,Reporting country,Females,0
2021,Montenegro,EU27 countries (from 2020) except reporting country,Total,0
2021,Montenegro,EU27 countries (from 2020) except reporting country,Males,0
2021,Montenegro,EU27 countries (from 2020) except reporting country,Females,0
2021,Montenegro,Reporting country,Total,0
2021,Montenegro,Reporting country,Males,0
2021,Montenegro,Reporting country,Females,0
2021,North Macedonia,EU27 countries (from 2020) except reporting country,Total,0
2021,North Macedonia,EU27 countries (from 2020) except reporting country,Males,0
2021,North Macedonia,EU27 countries (from 2020) except reporting country,Females,0
2021,North Macedonia,Reporting country,Total,0
2021,North Macedonia,Reporting country,Males,0
2021,North Macedonia,Reporting country,Females,0
2021,Serbia,EU27 countries (from 2020) except reporting country,Total,44.4
2021,Serbia,EU27 countries (from 2020) except reporting country,Males,0
2021,Serbia,EU27 countries (from 2020) except reporting country,Females,42.1
2021,Serbia,Reporting country,Total,62.3
2021,Serbia,Reporting country,Males,69.3
2021,Serbia,Reporting country,Females,55.3
