"TIME","GEO","INDIC","S_ADJ","UNIT","Value"
"2020M06","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","74.3"
"2020M06","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.2"
"2020M06","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.6"
"2020M06","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.8"
"2020M06","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","82.4"
"2020M06","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","89.6"
"2020M06","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","85.1"
"2020M06","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.3"
"2020M06","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.5"
"2020M06","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.2"
"2020M06","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M06","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.7"
"2020M06","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","76.8"
"2020M06","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.1"
"2020M06","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.5"
"2020M06","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","85.8"
"2020M06","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.4"
"2020M06","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.2"
"2020M06","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","86.4"
"2020M06","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.3"
"2020M06","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.3"
"2020M06","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","83.8"
"2020M06","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M06","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.0"
"2020M06","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","81.9"
"2020M06","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.1"
"2020M06","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.2"
"2020M06","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","89.5"
"2020M07","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","83.7"
"2020M07","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.3"
"2020M07","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","81.4"
"2020M07","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","86.4"
"2020M07","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","89.9"
"2020M07","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.5"
"2020M07","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.0"
"2020M07","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.9"
"2020M07","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.8"
"2020M07","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.5"
"2020M07","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.8"
"2020M07","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.3"
"2020M07","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.7"
"2020M07","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.3"
"2020M07","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","97.4"
"2020M07","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M07","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.1"
"2020M07","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","77.9"
"2020M07","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","92.4"
"2020M07","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","85.2"
"2020M07","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.6"
"2020M07","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.6"
"2020M07","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.3"
"2020M07","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","89.9"
"2020M07","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.7"
"2020M07","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.7"
"2020M07","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.6"
"2020M07","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M07","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","73.6"
"2020M07","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","82.6"
"2020M07","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.9"
"2020M07","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.8"
"2020M07","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.9"
"2020M08","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","84.3"
"2020M08","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.7"
"2020M08","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","85.5"
"2020M08","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.0"
"2020M08","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.1"
"2020M08","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.4"
"2020M08","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.4"
"2020M08","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.8"
"2020M08","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.2"
"2020M08","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.6"
"2020M08","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.8"
"2020M08","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.5"
"2020M08","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.9"
"2020M08","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.3"
"2020M08","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.1"
"2020M08","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M08","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.0"
"2020M08","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","84.6"
"2020M08","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.8"
"2020M08","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","86.6"
"2020M08","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","92.7"
"2020M08","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.6"
"2020M08","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","97.6"
"2020M08","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.1"
"2020M08","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.3"
"2020M08","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.1"
"2020M08","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.7"
"2020M08","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M08","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","89.6"
"2020M08","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","82.5"
"2020M08","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","92.4"
"2020M08","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.9"
"2020M08","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.8"
"2020M09","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.0"
"2020M09","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.6"
"2020M09","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.3"
"2020M09","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","89.2"
"2020M09","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.7"
"2020M09","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.1"
"2020M09","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.2"
"2020M09","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.4"
"2020M09","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.6"
"2020M09","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.2"
"2020M09","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","97.7"
"2020M09","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","92.9"
"2020M09","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.5"
"2020M09","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.6"
"2020M09","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.9"
"2020M09","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M09","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.2"
"2020M09","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","84.2"
"2020M09","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.1"
"2020M09","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.5"
"2020M09","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.1"
"2020M09","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.3"
"2020M09","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.1"
"2020M09","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.1"
"2020M09","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","92.6"
"2020M09","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.6"
"2020M09","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.3"
"2020M09","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M09","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.8"
"2020M09","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","82.0"
"2020M09","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.8"
"2020M09","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","109.1"
"2020M09","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.2"
"2020M10","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.1"
"2020M10","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.9"
"2020M10","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.8"
"2020M10","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.7"
"2020M10","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.1"
"2020M10","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.3"
"2020M10","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","84.9"
"2020M10","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","105.7"
"2020M10","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","92.4"
"2020M10","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.6"
"2020M10","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.8"
"2020M10","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.9"
"2020M10","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.8"
"2020M10","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.3"
"2020M10","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.0"
"2020M10","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M10","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.1"
"2020M10","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","89.0"
"2020M10","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.3"
"2020M10","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","85.4"
"2020M10","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.8"
"2020M10","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.4"
"2020M10","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.1"
"2020M10","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.5"
"2020M10","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.1"
"2020M10","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","84.0"
"2020M10","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.8"
"2020M10","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M10","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","86.1"
"2020M10","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","80.6"
"2020M10","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.8"
"2020M10","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","107.9"
"2020M10","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.0"
"2020M11","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","86.0"
"2020M11","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.8"
"2020M11","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.8"
"2020M11","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","86.1"
"2020M11","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.5"
"2020M11","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.2"
"2020M11","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.8"
"2020M11","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.4"
"2020M11","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.5"
"2020M11","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","79.3"
"2020M11","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.9"
"2020M11","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.3"
"2020M11","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","102.4"
"2020M11","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.6"
"2020M11","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.5"
"2020M11","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M11","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.7"
"2020M11","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","85.0"
"2020M11","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","92.2"
"2020M11","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","85.0"
"2020M11","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.1"
"2020M11","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","97.3"
"2020M11","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.4"
"2020M11","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.6"
"2020M11","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","92.1"
"2020M11","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.8"
"2020M11","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.9"
"2020M11","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M11","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","84.6"
"2020M11","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","81.2"
"2020M11","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","97.6"
"2020M11","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.8"
"2020M11","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.6"
"2020M12","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","92.3"
"2020M12","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.1"
"2020M12","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.9"
"2020M12","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","92.2"
"2020M12","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.7"
"2020M12","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.2"
"2020M12","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.3"
"2020M12","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.9"
"2020M12","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.3"
"2020M12","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","83.7"
"2020M12","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.0"
"2020M12","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","89.7"
"2020M12","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","97.4"
"2020M12","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.9"
"2020M12","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","99.5"
"2020M12","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M12","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.8"
"2020M12","Malta","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.2"
"2020M12","Netherlands","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.0"
"2020M12","Austria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.4"
"2020M12","Poland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.9"
"2020M12","Portugal","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","98.6"
"2020M12","Romania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","97.0"
"2020M12","Slovenia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.3"
"2020M12","Slovakia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","97.2"
"2020M12","Finland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.1"
"2020M12","Sweden","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.3"
"2020M12","United Kingdom","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2020M12","Montenegro","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","82.4"
"2020M12","North Macedonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","84.2"
"2020M12","Albania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","103.5"
"2020M12","Serbia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","97.4"
"2020M12","Turkey","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","95.5"
"2021M01","Belgium","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","89.9"
"2021M01","Bulgaria","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","101.3"
"2021M01","Czechia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","94.4"
"2021M01","Denmark","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","84.8"
"2021M01","Germany (until 1990 former territory of the FRG)","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","91.7"
"2021M01","Estonia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","96.9"
"2021M01","Ireland","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","81.3"
"2021M01","Greece","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.5"
"2021M01","Spain","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","90.9"
"2021M01","France","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.4"
"2021M01","Croatia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","93.2"
"2021M01","Italy","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","89.2"
"2021M01","Cyprus","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","87.9"
"2021M01","Latvia","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","88.0"
"2021M01","Lithuania","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","100.6"
"2021M01","Luxembourg","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index",":"
"2021M01","Hungary","Employment expectations indicator over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Index","104.1"
