"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value"
"2019","Latvia","Less than 60 years","Total","Median equivalised net income","Euro","9,143"
"2019","Latvia","60 years or over","Total","Median equivalised net income","Euro","5,493"
"2019","Latvia","Less than 65 years","Total","Median equivalised net income","Euro","9,012"
"2019","Latvia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Latvia","65 years or over","Total","Median equivalised net income","Euro","5,032"
"2019","Latvia","Less than 75 years","Total","Median equivalised net income","Euro","8,685"
"2019","Latvia","75 years or over","Total","Median equivalised net income","Euro","4,627"
"2019","Lithuania","Total","Total","Median equivalised net income","Euro","7,586"
"2019","Lithuania","Less than 6 years","Total","Median equivalised net income","Euro","7,175"
"2019","Lithuania","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Lithuania","From 6 to 11 years","Total","Median equivalised net income","Euro","6,995"
"2019","Lithuania","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Lithuania","From 12 to 17 years","Total","Median equivalised net income","Euro","6,794"
"2019","Lithuania","Less than 16 years","Total","Median equivalised net income","Euro","6,995"
"2019","Lithuania","From 16 to 24 years","Total","Median equivalised net income","Euro","8,173"
"2019","Lithuania","From 16 to 64 years","Total","Median equivalised net income","Euro","8,561"
"2019","Lithuania","16 years or over","Total","Median equivalised net income","Euro","7,702"
"2019","Lithuania","Less than 18 years","Total","Median equivalised net income","Euro","6,991"
"2019","Lithuania","From 18 to 24 years","Total","Median equivalised net income","Euro","8,209"
"2019","Lithuania","From 18 to 64 years","Total","Median equivalised net income","Euro","8,597"
"2019","Lithuania","18 years or over","Total","Median equivalised net income","Euro","7,734"
"2019","Lithuania","From 25 to 49 years","Total","Median equivalised net income","Euro","8,637"
"2019","Lithuania","From 25 to 54 years","Total","Median equivalised net income","Euro","8,709"
"2019","Lithuania","From 50 to 64 years","Total","Median equivalised net income","Euro","8,635"
"2019","Lithuania","From 55 to 64 years","Total","Median equivalised net income","Euro","8,523"
"2019","Lithuania","Less than 60 years","Total","Median equivalised net income","Euro","8,277"
"2019","Lithuania","60 years or over","Total","Median equivalised net income","Euro","5,856"
"2019","Lithuania","Less than 65 years","Total","Median equivalised net income","Euro","8,264"
"2019","Lithuania","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Lithuania","65 years or over","Total","Median equivalised net income","Euro","5,600"
"2019","Lithuania","Less than 75 years","Total","Median equivalised net income","Euro","8,024"
"2019","Lithuania","75 years or over","Total","Median equivalised net income","Euro","5,407"
"2019","Luxembourg","Total","Total","Median equivalised net income","Euro","36,354"
"2019","Luxembourg","Less than 6 years","Total","Median equivalised net income","Euro","31,815"
"2019","Luxembourg","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Luxembourg","From 6 to 11 years","Total","Median equivalised net income","Euro","31,556"
"2019","Luxembourg","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Luxembourg","From 12 to 17 years","Total","Median equivalised net income","Euro","30,061"
"2019","Luxembourg","Less than 16 years","Total","Median equivalised net income","Euro","31,314"
"2019","Luxembourg","From 16 to 24 years","Total","Median equivalised net income","Euro","30,639"
"2019","Luxembourg","From 16 to 64 years","Total","Median equivalised net income","Euro","36,001"
"2019","Luxembourg","16 years or over","Total","Median equivalised net income","Euro","37,542"
"2019","Luxembourg","Less than 18 years","Total","Median equivalised net income","Euro","31,107"
"2019","Luxembourg","From 18 to 24 years","Total","Median equivalised net income","Euro","30,657"
"2019","Luxembourg","From 18 to 64 years","Total","Median equivalised net income","Euro","36,216"
"2019","Luxembourg","18 years or over","Total","Median equivalised net income","Euro","37,725"
"2019","Luxembourg","From 25 to 49 years","Total","Median equivalised net income","Euro","36,412"
"2019","Luxembourg","From 25 to 54 years","Total","Median equivalised net income","Euro","36,192"
"2019","Luxembourg","From 50 to 64 years","Total","Median equivalised net income","Euro","38,639"
"2019","Luxembourg","From 55 to 64 years","Total","Median equivalised net income","Euro","40,438"
"2019","Luxembourg","Less than 60 years","Total","Median equivalised net income","Euro","34,554"
"2019","Luxembourg","60 years or over","Total","Median equivalised net income","Euro","42,745"
"2019","Luxembourg","Less than 65 years","Total","Median equivalised net income","Euro","35,015"
"2019","Luxembourg","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Luxembourg","65 years or over","Total","Median equivalised net income","Euro","43,691"
"2019","Luxembourg","Less than 75 years","Total","Median equivalised net income","Euro","35,962"
"2019","Luxembourg","75 years or over","Total","Median equivalised net income","Euro","42,491"
"2019","Hungary","Total","Total","Median equivalised net income","Euro","5,852"
"2019","Hungary","Less than 6 years","Total","Median equivalised net income","Euro","5,768"
"2019","Hungary","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Hungary","From 6 to 11 years","Total","Median equivalised net income","Euro","5,620"
"2019","Hungary","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Hungary","From 12 to 17 years","Total","Median equivalised net income","Euro","5,129"
"2019","Hungary","Less than 16 years","Total","Median equivalised net income","Euro","5,489"
"2019","Hungary","From 16 to 24 years","Total","Median equivalised net income","Euro","5,673"
"2019","Hungary","From 16 to 64 years","Total","Median equivalised net income","Euro","6,084"
"2019","Hungary","16 years or over","Total","Median equivalised net income","Euro","5,924"
"2019","Hungary","Less than 18 years","Total","Median equivalised net income","Euro","5,437"
"2019","Hungary","From 18 to 24 years","Total","Median equivalised net income","Euro","5,768"
"2019","Hungary","From 18 to 64 years","Total","Median equivalised net income","Euro","6,129"
"2019","Hungary","18 years or over","Total","Median equivalised net income","Euro","5,942"
"2019","Hungary","From 25 to 49 years","Total","Median equivalised net income","Euro","6,338"
"2019","Hungary","From 25 to 54 years","Total","Median equivalised net income","Euro","6,322"
"2019","Hungary","From 50 to 64 years","Total","Median equivalised net income","Euro","6,085"
"2019","Hungary","From 55 to 64 years","Total","Median equivalised net income","Euro","6,013"
"2019","Hungary","Less than 60 years","Total","Median equivalised net income","Euro","5,996"
"2019","Hungary","60 years or over","Total","Median equivalised net income","Euro","5,444"
"2019","Hungary","Less than 65 years","Total","Median equivalised net income","Euro","5,972"
"2019","Hungary","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Hungary","65 years or over","Total","Median equivalised net income","Euro","5,382"
"2019","Hungary","Less than 75 years","Total","Median equivalised net income","Euro","5,923"
"2019","Hungary","75 years or over","Total","Median equivalised net income","Euro","5,246"
"2019","Malta","Total","Total","Median equivalised net income","Euro","15,354"
"2019","Malta","Less than 6 years","Total","Median equivalised net income","Euro","16,233"
"2019","Malta","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Malta","From 6 to 11 years","Total","Median equivalised net income","Euro","14,664"
"2019","Malta","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Malta","From 12 to 17 years","Total","Median equivalised net income","Euro","14,015"
"2019","Malta","Less than 16 years","Total","Median equivalised net income","Euro","14,857"
"2019","Malta","From 16 to 24 years","Total","Median equivalised net income","Euro","16,060"
"2019","Malta","From 16 to 64 years","Total","Median equivalised net income","Euro","16,787"
"2019","Malta","16 years or over","Total","Median equivalised net income","Euro","15,492"
"2019","Malta","Less than 18 years","Total","Median equivalised net income","Euro","14,777"
"2019","Malta","From 18 to 24 years","Total","Median equivalised net income","Euro","16,519"
"2019","Malta","From 18 to 64 years","Total","Median equivalised net income","Euro","16,837"
"2019","Malta","18 years or over","Total","Median equivalised net income","Euro","15,521"
"2019","Malta","From 25 to 49 years","Total","Median equivalised net income","Euro","17,429"
"2019","Malta","From 25 to 54 years","Total","Median equivalised net income","Euro","17,354"
"2019","Malta","From 50 to 64 years","Total","Median equivalised net income","Euro","15,785"
"2019","Malta","From 55 to 64 years","Total","Median equivalised net income","Euro","15,325"
"2019","Malta","Less than 60 years","Total","Median equivalised net income","Euro","16,715"
"2019","Malta","60 years or over","Total","Median equivalised net income","Euro","12,321"
"2019","Malta","Less than 65 years","Total","Median equivalised net income","Euro","16,497"
"2019","Malta","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Malta","65 years or over","Total","Median equivalised net income","Euro","11,740"
"2019","Malta","Less than 75 years","Total","Median equivalised net income","Euro","15,797"
"2019","Malta","75 years or over","Total","Median equivalised net income","Euro","11,474"
"2019","Netherlands","Total","Total","Median equivalised net income","Euro","24,612"
"2019","Netherlands","Less than 6 years","Total","Median equivalised net income","Euro","25,585"
"2019","Netherlands","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Netherlands","From 6 to 11 years","Total","Median equivalised net income","Euro","24,901"
"2019","Netherlands","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Netherlands","From 12 to 17 years","Total","Median equivalised net income","Euro","23,578"
"2019","Netherlands","Less than 16 years","Total","Median equivalised net income","Euro","24,875"
"2019","Netherlands","From 16 to 24 years","Total","Median equivalised net income","Euro","21,853"
"2019","Netherlands","From 16 to 64 years","Total","Median equivalised net income","Euro","25,962"
"2019","Netherlands","16 years or over","Total","Median equivalised net income","Euro","24,528"
"2019","Netherlands","Less than 18 years","Total","Median equivalised net income","Euro","24,718"
"2019","Netherlands","From 18 to 24 years","Total","Median equivalised net income","Euro","21,576"
"2019","Netherlands","From 18 to 64 years","Total","Median equivalised net income","Euro","26,090"
"2019","Netherlands","18 years or over","Total","Median equivalised net income","Euro","24,581"
"2019","Netherlands","From 25 to 49 years","Total","Median equivalised net income","Euro","26,843"
"2019","Netherlands","From 25 to 54 years","Total","Median equivalised net income","Euro","26,845"
"2019","Netherlands","From 50 to 64 years","Total","Median equivalised net income","Euro","27,002"
"2019","Netherlands","From 55 to 64 years","Total","Median equivalised net income","Euro","27,066"
"2019","Netherlands","Less than 60 years","Total","Median equivalised net income","Euro","25,617"
"2019","Netherlands","60 years or over","Total","Median equivalised net income","Euro","21,611"
"2019","Netherlands","Less than 65 years","Total","Median equivalised net income","Euro","25,671"
"2019","Netherlands","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Netherlands","65 years or over","Total","Median equivalised net income","Euro","20,663"
"2019","Netherlands","Less than 75 years","Total","Median equivalised net income","Euro","25,167"
"2019","Netherlands","75 years or over","Total","Median equivalised net income","Euro","19,642"
"2019","Austria","Total","Total","Median equivalised net income","Euro","25,729"
"2019","Austria","Less than 6 years","Total","Median equivalised net income","Euro","21,574"
"2019","Austria","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Austria","From 6 to 11 years","Total","Median equivalised net income","Euro","22,623"
"2019","Austria","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Austria","From 12 to 17 years","Total","Median equivalised net income","Euro","23,206"
"2019","Austria","Less than 16 years","Total","Median equivalised net income","Euro","22,272"
"2019","Austria","From 16 to 24 years","Total","Median equivalised net income","Euro","25,566"
"2019","Austria","From 16 to 64 years","Total","Median equivalised net income","Euro","26,824"
"2019","Austria","16 years or over","Total","Median equivalised net income","Euro","26,477"
"2019","Austria","Less than 18 years","Total","Median equivalised net income","Euro","22,386"
"2019","Austria","From 18 to 24 years","Total","Median equivalised net income","Euro","26,268"
"2019","Austria","From 18 to 64 years","Total","Median equivalised net income","Euro","27,050"
"2019","Austria","18 years or over","Total","Median equivalised net income","Euro","26,567"
"2019","Austria","From 25 to 49 years","Total","Median equivalised net income","Euro","25,916"
"2019","Austria","From 25 to 54 years","Total","Median equivalised net income","Euro","26,508"
"2019","Austria","From 50 to 64 years","Total","Median equivalised net income","Euro","29,141"
"2019","Austria","From 55 to 64 years","Total","Median equivalised net income","Euro","29,105"
"2019","Austria","Less than 60 years","Total","Median equivalised net income","Euro","25,638"
"2019","Austria","60 years or over","Total","Median equivalised net income","Euro","25,904"
"2019","Austria","Less than 65 years","Total","Median equivalised net income","Euro","25,797"
"2019","Austria","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Austria","65 years or over","Total","Median equivalised net income","Euro","25,336"
"2019","Austria","Less than 75 years","Total","Median equivalised net income","Euro","25,808"
"2019","Austria","75 years or over","Total","Median equivalised net income","Euro","24,344"
"2019","Poland","Total","Total","Median equivalised net income","Euro","7,124"
"2019","Poland","Less than 6 years","Total","Median equivalised net income","Euro","7,284"
"2019","Poland","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Poland","From 6 to 11 years","Total","Median equivalised net income","Euro","7,124"
"2019","Poland","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Poland","From 12 to 17 years","Total","Median equivalised net income","Euro","6,566"
"2019","Poland","Less than 16 years","Total","Median equivalised net income","Euro","7,111"
"2019","Poland","From 16 to 24 years","Total","Median equivalised net income","Euro","6,539"
"2019","Poland","From 16 to 64 years","Total","Median equivalised net income","Euro","7,328"
"2019","Poland","16 years or over","Total","Median equivalised net income","Euro","7,126"
"2019","Poland","Less than 18 years","Total","Median equivalised net income","Euro","7,011"
"2019","Poland","From 18 to 24 years","Total","Median equivalised net income","Euro","6,665"
"2019","Poland","From 18 to 64 years","Total","Median equivalised net income","Euro","7,374"
"2019","Poland","18 years or over","Total","Median equivalised net income","Euro","7,150"
"2019","Poland","From 25 to 49 years","Total","Median equivalised net income","Euro","7,697"
"2019","Poland","From 25 to 54 years","Total","Median equivalised net income","Euro","7,653"
"2019","Poland","From 50 to 64 years","Total","Median equivalised net income","Euro","7,153"
"2019","Poland","From 55 to 64 years","Total","Median equivalised net income","Euro","7,063"
"2019","Poland","Less than 60 years","Total","Median equivalised net income","Euro","7,321"
"2019","Poland","60 years or over","Total","Median equivalised net income","Euro","6,558"
"2019","Poland","Less than 65 years","Total","Median equivalised net income","Euro","7,289"
"2019","Poland","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Poland","65 years or over","Total","Median equivalised net income","Euro","6,443"
"2019","Poland","Less than 75 years","Total","Median equivalised net income","Euro","7,192"
"2019","Poland","75 years or over","Total","Median equivalised net income","Euro","6,301"
"2019","Portugal","Total","Total","Median equivalised net income","Euro","10,023"
"2019","Portugal","Less than 6 years","Total","Median equivalised net income","Euro","10,270"
"2019","Portugal","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Portugal","From 6 to 11 years","Total","Median equivalised net income","Euro","9,857"
"2019","Portugal","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Portugal","From 12 to 17 years","Total","Median equivalised net income","Euro","8,999"
"2019","Portugal","Less than 16 years","Total","Median equivalised net income","Euro","9,853"
"2019","Portugal","From 16 to 24 years","Total","Median equivalised net income","Euro","9,192"
"2019","Portugal","From 16 to 64 years","Total","Median equivalised net income","Euro","10,272"
"2019","Portugal","16 years or over","Total","Median equivalised net income","Euro","10,082"
"2019","Portugal","Less than 18 years","Total","Median equivalised net income","Euro","9,642"
"2019","Portugal","From 18 to 24 years","Total","Median equivalised net income","Euro","9,438"
"2019","Portugal","From 18 to 64 years","Total","Median equivalised net income","Euro","10,344"
"2019","Portugal","18 years or over","Total","Median equivalised net income","Euro","10,145"
"2019","Portugal","From 25 to 49 years","Total","Median equivalised net income","Euro","10,482"
"2019","Portugal","From 25 to 54 years","Total","Median equivalised net income","Euro","10,477"
"2019","Portugal","From 50 to 64 years","Total","Median equivalised net income","Euro","10,360"
"2019","Portugal","From 55 to 64 years","Total","Median equivalised net income","Euro","10,312"
"2019","Portugal","Less than 60 years","Total","Median equivalised net income","Euro","10,195"
"2019","Portugal","60 years or over","Total","Median equivalised net income","Euro","9,554"
"2019","Portugal","Less than 65 years","Total","Median equivalised net income","Euro","10,200"
"2019","Portugal","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Portugal","65 years or over","Total","Median equivalised net income","Euro","9,369"
"2019","Portugal","Less than 75 years","Total","Median equivalised net income","Euro","10,199"
"2019","Portugal","75 years or over","Total","Median equivalised net income","Euro","8,640"
"2019","Romania","Total","Total","Median equivalised net income","Euro","3,851"
"2019","Romania","Less than 6 years","Total","Median equivalised net income","Euro","3,940"
"2019","Romania","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Romania","From 6 to 11 years","Total","Median equivalised net income","Euro","3,389"
"2019","Romania","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Romania","From 12 to 17 years","Total","Median equivalised net income","Euro","3,017"
"2019","Romania","Less than 16 years","Total","Median equivalised net income","Euro","3,465"
"2019","Romania","From 16 to 24 years","Total","Median equivalised net income","Euro","3,341"
"2019","Romania","From 16 to 64 years","Total","Median equivalised net income","Euro","4,114"
"2019","Romania","16 years or over","Total","Median equivalised net income","Euro","3,938"
"2019","Romania","Less than 18 years","Total","Median equivalised net income","Euro","3,378"
"2019","Romania","From 18 to 24 years","Total","Median equivalised net income","Euro","3,449"
"2019","Romania","From 18 to 64 years","Total","Median equivalised net income","Euro","4,165"
"2019","Romania","18 years or over","Total","Median equivalised net income","Euro","3,961"
"2019","Romania","From 25 to 49 years","Total","Median equivalised net income","Euro","4,312"
"2019","Romania","From 25 to 54 years","Total","Median equivalised net income","Euro","4,315"
"2019","Romania","From 50 to 64 years","Total","Median equivalised net income","Euro","4,174"
"2019","Romania","From 55 to 64 years","Total","Median equivalised net income","Euro","4,024"
"2019","Romania","Less than 60 years","Total","Median equivalised net income","Euro","3,992"
"2019","Romania","60 years or over","Total","Median equivalised net income","Euro","3,544"
"2019","Romania","Less than 65 years","Total","Median equivalised net income","Euro","3,994"
"2019","Romania","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Romania","65 years or over","Total","Median equivalised net income","Euro","3,330"
"2019","Romania","Less than 75 years","Total","Median equivalised net income","Euro","3,944"
"2019","Romania","75 years or over","Total","Median equivalised net income","Euro","3,053"
"2019","Slovenia","Total","Total","Median equivalised net income","Euro","14,067"
"2019","Slovenia","Less than 6 years","Total","Median equivalised net income","Euro","13,874"
"2019","Slovenia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Slovenia","From 6 to 11 years","Total","Median equivalised net income","Euro","14,476"
"2019","Slovenia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Slovenia","From 12 to 17 years","Total","Median equivalised net income","Euro","13,360"
"2019","Slovenia","Less than 16 years","Total","Median equivalised net income","Euro","14,098"
"2019","Slovenia","From 16 to 24 years","Total","Median equivalised net income","Euro","14,270"
"2019","Slovenia","From 16 to 64 years","Total","Median equivalised net income","Euro","14,627"
"2019","Slovenia","16 years or over","Total","Median equivalised net income","Euro","14,056"
"2019","Slovenia","Less than 18 years","Total","Median equivalised net income","Euro","14,042"
"2019","Slovenia","From 18 to 24 years","Total","Median equivalised net income","Euro","14,468"
"2019","Slovenia","From 18 to 64 years","Total","Median equivalised net income","Euro","14,673"
"2019","Slovenia","18 years or over","Total","Median equivalised net income","Euro","14,075"
"2019","Slovenia","From 25 to 49 years","Total","Median equivalised net income","Euro","14,814"
"2019","Slovenia","From 25 to 54 years","Total","Median equivalised net income","Euro","14,919"
"2019","Slovenia","From 50 to 64 years","Total","Median equivalised net income","Euro","14,490"
"2019","Slovenia","From 55 to 64 years","Total","Median equivalised net income","Euro","13,825"
"2019","Slovenia","Less than 60 years","Total","Median equivalised net income","Euro","14,638"
"2019","Slovenia","60 years or over","Total","Median equivalised net income","Euro","12,187"
"2019","Slovenia","Less than 65 years","Total","Median equivalised net income","Euro","14,497"
"2019","Slovenia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Slovenia","65 years or over","Total","Median equivalised net income","Euro","12,043"
"2019","Slovenia","Less than 75 years","Total","Median equivalised net income","Euro","14,271"
"2019","Slovenia","75 years or over","Total","Median equivalised net income","Euro","11,614"
"2019","Slovakia","Total","Total","Median equivalised net income","Euro","8,119"
"2019","Slovakia","Less than 6 years","Total","Median equivalised net income","Euro","7,207"
"2019","Slovakia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Slovakia","From 6 to 11 years","Total","Median equivalised net income","Euro","7,694"
"2019","Slovakia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Slovakia","From 12 to 17 years","Total","Median equivalised net income","Euro","7,196"
"2019","Slovakia","Less than 16 years","Total","Median equivalised net income","Euro","7,430"
"2019","Slovakia","From 16 to 24 years","Total","Median equivalised net income","Euro","7,620"
"2019","Slovakia","From 16 to 64 years","Total","Median equivalised net income","Euro","8,653"
"2019","Slovakia","16 years or over","Total","Median equivalised net income","Euro","8,334"
"2019","Slovakia","Less than 18 years","Total","Median equivalised net income","Euro","7,331"
"2019","Slovakia","From 18 to 24 years","Total","Median equivalised net income","Euro","7,859"
"2019","Slovakia","From 18 to 64 years","Total","Median equivalised net income","Euro","8,703"
"2019","Slovakia","18 years or over","Total","Median equivalised net income","Euro","8,373"
"2019","Slovakia","From 25 to 49 years","Total","Median equivalised net income","Euro","8,686"
"2019","Slovakia","From 25 to 54 years","Total","Median equivalised net income","Euro","8,737"
"2019","Slovakia","From 50 to 64 years","Total","Median equivalised net income","Euro","8,967"
"2019","Slovakia","From 55 to 64 years","Total","Median equivalised net income","Euro","8,919"
"2019","Slovakia","Less than 60 years","Total","Median equivalised net income","Euro","8,357"
"2019","Slovakia","60 years or over","Total","Median equivalised net income","Euro","7,515"
"2019","Slovakia","Less than 65 years","Total","Median equivalised net income","Euro","8,372"
"2019","Slovakia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Slovakia","65 years or over","Total","Median equivalised net income","Euro","7,144"
"2019","Slovakia","Less than 75 years","Total","Median equivalised net income","Euro","8,243"
"2019","Slovakia","75 years or over","Total","Median equivalised net income","Euro","6,737"
"2019","Finland","Total","Total","Median equivalised net income","Euro","24,879"
"2019","Finland","Less than 6 years","Total","Median equivalised net income","Euro","23,082"
"2019","Finland","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Finland","From 6 to 11 years","Total","Median equivalised net income","Euro","25,377"
"2019","Finland","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Finland","From 12 to 17 years","Total","Median equivalised net income","Euro","24,802"
"2019","Finland","Less than 16 years","Total","Median equivalised net income","Euro","24,494"
"2019","Finland","From 16 to 24 years","Total","Median equivalised net income","Euro","21,245"
"2019","Finland","From 16 to 64 years","Total","Median equivalised net income","Euro","26,780"
"2019","Finland","16 years or over","Total","Median equivalised net income","Euro","24,950"
"2019","Finland","Less than 18 years","Total","Median equivalised net income","Euro","24,429"
"2019","Finland","From 18 to 24 years","Total","Median equivalised net income","Euro","19,992"
"2019","Finland","From 18 to 64 years","Total","Median equivalised net income","Euro","26,848"
"2019","Finland","18 years or over","Total","Median equivalised net income","Euro","24,998"
"2019","Finland","From 25 to 49 years","Total","Median equivalised net income","Euro","27,020"
"2019","Finland","From 25 to 54 years","Total","Median equivalised net income","Euro","27,467"
"2019","Finland","From 50 to 64 years","Total","Median equivalised net income","Euro","29,819"
"2019","Finland","From 55 to 64 years","Total","Median equivalised net income","Euro","29,713"
"2019","Finland","Less than 60 years","Total","Median equivalised net income","Euro","26,030"
"2019","Finland","60 years or over","Total","Median equivalised net income","Euro","22,492"
"2019","Finland","Less than 65 years","Total","Median equivalised net income","Euro","26,125"
"2019","Finland","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Finland","65 years or over","Total","Median equivalised net income","Euro","21,211"
"2019","Finland","Less than 75 years","Total","Median equivalised net income","Euro","25,628"
"2019","Finland","75 years or over","Total","Median equivalised net income","Euro","19,375"
"2019","Sweden","Total","Total","Median equivalised net income","Euro","24,474"
"2019","Sweden","Less than 6 years","Total","Median equivalised net income","Euro","21,996"
"2019","Sweden","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Sweden","From 6 to 11 years","Total","Median equivalised net income","Euro","23,371"
"2019","Sweden","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Sweden","From 12 to 17 years","Total","Median equivalised net income","Euro","23,314"
"2019","Sweden","Less than 16 years","Total","Median equivalised net income","Euro","22,767"
"2019","Sweden","From 16 to 24 years","Total","Median equivalised net income","Euro","21,679"
"2019","Sweden","From 16 to 64 years","Total","Median equivalised net income","Euro","26,349"
"2019","Sweden","16 years or over","Total","Median equivalised net income","Euro","24,947"
"2019","Sweden","Less than 18 years","Total","Median equivalised net income","Euro","22,803"
"2019","Sweden","From 18 to 24 years","Total","Median equivalised net income","Euro","21,124"
"2019","Sweden","From 18 to 64 years","Total","Median equivalised net income","Euro","26,464"
"2019","Sweden","18 years or over","Total","Median equivalised net income","Euro","25,005"
"2019","Sweden","From 25 to 49 years","Total","Median equivalised net income","Euro","25,338"
"2019","Sweden","From 25 to 54 years","Total","Median equivalised net income","Euro","26,180"
"2019","Sweden","From 50 to 64 years","Total","Median equivalised net income","Euro","30,997"
"2019","Sweden","From 55 to 64 years","Total","Median equivalised net income","Euro","31,319"
"2019","Sweden","Less than 60 years","Total","Median equivalised net income","Euro","25,066"
"2019","Sweden","60 years or over","Total","Median equivalised net income","Euro","22,513"
"2019","Sweden","Less than 65 years","Total","Median equivalised net income","Euro","25,368"
"2019","Sweden","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Sweden","65 years or over","Total","Median equivalised net income","Euro","20,648"
"2019","Sweden","Less than 75 years","Total","Median equivalised net income","Euro","25,341"
"2019","Sweden","75 years or over","Total","Median equivalised net income","Euro","17,750"
"2019","Iceland","Total","Total","Median equivalised net income","Euro",":"
"2019","Iceland","Less than 6 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 6 to 11 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 12 to 17 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","Less than 16 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 16 to 24 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 16 to 64 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","16 years or over","Total","Median equivalised net income","Euro",":"
"2019","Iceland","Less than 18 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 18 to 24 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 18 to 64 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","18 years or over","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 25 to 49 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 25 to 54 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 50 to 64 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 55 to 64 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","Less than 60 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","60 years or over","Total","Median equivalised net income","Euro",":"
"2019","Iceland","Less than 65 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","65 years or over","Total","Median equivalised net income","Euro",":"
"2019","Iceland","Less than 75 years","Total","Median equivalised net income","Euro",":"
"2019","Iceland","75 years or over","Total","Median equivalised net income","Euro",":"
"2019","Norway","Total","Total","Median equivalised net income","Euro","39,125"
"2019","Norway","Less than 6 years","Total","Median equivalised net income","Euro","37,978"
"2019","Norway","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2019","Norway","From 6 to 11 years","Total","Median equivalised net income","Euro","37,248"
"2019","Norway","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2019","Norway","From 12 to 17 years","Total","Median equivalised net income","Euro","37,550"
"2019","Norway","Less than 16 years","Total","Median equivalised net income","Euro","37,717"
"2019","Norway","From 16 to 24 years","Total","Median equivalised net income","Euro","31,296"
"2019","Norway","From 16 to 64 years","Total","Median equivalised net income","Euro","40,920"
