"ACL00","GEO","FREQUENC","TIME","ISCED11","AGE","SEX","UNIT","Value"
"Sports events","Ireland","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","19.1"
"Sports events","Ireland","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","17.7"
"Sports events","Ireland","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","20.0"
"Sports events","Ireland","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","22.3"
"Sports events","Ireland","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","23.7"
"Sports events","Ireland","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","21.1"
"Sports events","Ireland","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","25.2"
"Sports events","Ireland","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","38.0"
"Sports events","Ireland","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","16.8"
"Sports events","Ireland","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","28.7"
"Sports events","Ireland","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","43.1"
"Sports events","Ireland","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","19.8"
"Sports events","Greece","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","55.0"
"Sports events","Greece","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","40.2"
"Sports events","Greece","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","69.5"
"Sports events","Greece","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","56.0"
"Sports events","Greece","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","41.3"
"Sports events","Greece","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","70.4"
"Sports events","Greece","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","58.9"
"Sports events","Greece","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","44.6"
"Sports events","Greece","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","73.7"
"Sports events","Greece","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","52.3"
"Sports events","Greece","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","38.2"
"Sports events","Greece","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","67.1"
"Sports events","Greece","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","53.4"
"Sports events","Greece","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","38.6"
"Sports events","Greece","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","70.1"
"Sports events","Greece","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","57.9"
"Sports events","Greece","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","42.3"
"Sports events","Greece","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","78.0"
"Sports events","Greece","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","62.4"
"Sports events","Greece","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","38.8"
"Sports events","Greece","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","73.1"
"Sports events","Greece","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","56.4"
"Sports events","Greece","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","39.9"
"Sports events","Greece","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","66.7"
"Sports events","Greece","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","55.2"
"Sports events","Greece","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","39.8"
"Sports events","Greece","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","66.7"
"Sports events","Greece","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","36.0"
"Sports events","Greece","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","45.3"
"Sports events","Greece","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","26.8"
"Sports events","Greece","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","35.4"
"Sports events","Greece","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","44.5"
"Sports events","Greece","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","26.3"
"Sports events","Greece","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","33.6"
"Sports events","Greece","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","42.8"
"Sports events","Greece","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","24.2"
"Sports events","Greece","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","38.4"
"Sports events","Greece","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","46.6"
"Sports events","Greece","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","29.8"
"Sports events","Greece","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","37.2"
"Sports events","Greece","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","46.1"
"Sports events","Greece","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","27.0"
"Sports events","Greece","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","33.5"
"Sports events","Greece","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","43.7"
"Sports events","Greece","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","20.4"
"Sports events","Greece","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","31.1"
"Sports events","Greece","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","50.3"
"Sports events","Greece","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","22.4"
"Sports events","Greece","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","36.3"
"Sports events","Greece","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","46.6"
"Sports events","Greece","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","29.8"
"Sports events","Greece","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","37.4"
"Sports events","Greece","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","47.2"
"Sports events","Greece","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","30.2"
"Sports events","Greece","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","45.0"
"Sports events","Greece","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","59.8"
"Sports events","Greece","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","30.5"
"Sports events","Greece","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","44.0"
"Sports events","Greece","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","58.7"
"Sports events","Greece","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","29.6"
"Sports events","Greece","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","41.1"
"Sports events","Greece","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","55.4"
"Sports events","Greece","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","26.3"
"Sports events","Greece","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","47.7"
"Sports events","Greece","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","61.8"
"Sports events","Greece","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","32.9"
"Sports events","Greece","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","46.6"
"Sports events","Greece","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","61.4"
"Sports events","Greece","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","29.9"
"Sports events","Greece","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","42.1"
"Sports events","Greece","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","57.7"
"Sports events","Greece","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","22.0"
"Sports events","Greece","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","37.6"
"Sports events","Greece","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","61.2"
"Sports events","Greece","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","26.9"
"Sports events","Greece","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","43.6"
"Sports events","Greece","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","60.1"
"Sports events","Greece","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","33.3"
"Sports events","Greece","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","44.8"
"Sports events","Greece","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","60.2"
"Sports events","Greece","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","33.3"
"Sports events","Greece","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","9.0"
"Sports events","Greece","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","14.5"
"Sports events","Greece","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","3.6"
"Sports events","Greece","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","8.7"
"Sports events","Greece","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","14.2"
"Sports events","Greece","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","3.2"
"Sports events","Greece","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","7.5"
"Sports events","Greece","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","12.6"
"Sports events","Greece","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","2.2"
"Sports events","Greece","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","9.3"
"Sports events","Greece","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","15.2"
"Sports events","Greece","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","3.0"
"Sports events","Greece","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","9.4"
"Sports events","Greece","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","15.3"
"Sports events","Greece","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","2.9"
"Sports events","Greece","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","8.6"
"Sports events","Greece","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","14.0"
"Sports events","Greece","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","1.6"
"Sports events","Greece","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","6.5"
"Sports events","Greece","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","10.9"
"Sports events","Greece","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","4.5"
"Sports events","Greece","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","7.3"
"Sports events","Greece","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","13.5"
"Sports events","Greece","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","3.4"
"Sports events","Greece","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","7.4"
"Sports events","Greece","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","13.1"
"Sports events","Greece","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","3.1"
"Sports events","Spain","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","56.8"
"Sports events","Spain","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","44.1"
"Sports events","Spain","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","70.1"
"Sports events","Spain","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","58.1"
"Sports events","Spain","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","46.0"
"Sports events","Spain","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","70.6"
"Sports events","Spain","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","65.1"
"Sports events","Spain","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","55.8"
"Sports events","Spain","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","74.3"
"Sports events","Spain","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","51.8"
"Sports events","Spain","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","35.8"
"Sports events","Spain","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","65.8"
"Sports events","Spain","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","53.4"
"Sports events","Spain","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","37.8"
"Sports events","Spain","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","67.9"
"Sports events","Spain","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","62.8"
"Sports events","Spain","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","50.3"
"Sports events","Spain","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","76.3"
"Sports events","Spain","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","57.7"
"Sports events","Spain","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","44.8"
"Sports events","Spain","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","68.5"
"Sports events","Spain","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","54.0"
"Sports events","Spain","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","42.3"
"Sports events","Spain","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","63.5"
"Sports events","Spain","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","59.8"
"Sports events","Spain","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","48.6"
"Sports events","Spain","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","68.4"
"Sports events","Spain","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","17.9"
"Sports events","Spain","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","23.2"
"Sports events","Spain","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","12.5"
"Sports events","Spain","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","17.8"
"Sports events","Spain","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","22.9"
"Sports events","Spain","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","12.6"
"Sports events","Spain","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","16.1"
"Sports events","Spain","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","20.3"
"Sports events","Spain","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","11.9"
"Sports events","Spain","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","18.9"
"Sports events","Spain","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","24.9"
"Sports events","Spain","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","13.8"
"Sports events","Spain","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","18.8"
"Sports events","Spain","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","24.6"
"Sports events","Spain","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","13.3"
"Sports events","Spain","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","16.3"
"Sports events","Spain","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","21.8"
"Sports events","Spain","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","10.4"
"Sports events","Spain","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","15.9"
"Sports events","Spain","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","19.7"
"Sports events","Spain","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","12.8"
"Sports events","Spain","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","19.0"
"Sports events","Spain","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","21.9"
"Sports events","Spain","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","16.6"
"Sports events","Spain","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","18.5"
"Sports events","Spain","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","22.5"
"Sports events","Spain","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","15.5"
"Sports events","Spain","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","43.2"
"Sports events","Spain","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","55.9"
"Sports events","Spain","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","29.9"
"Sports events","Spain","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","41.9"
"Sports events","Spain","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","54.0"
"Sports events","Spain","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","29.4"
"Sports events","Spain","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","34.9"
"Sports events","Spain","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","44.2"
"Sports events","Spain","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","25.7"
"Sports events","Spain","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","48.2"
"Sports events","Spain","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","64.2"
"Sports events","Spain","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","34.2"
"Sports events","Spain","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","46.6"
"Sports events","Spain","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","62.2"
"Sports events","Spain","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","32.1"
"Sports events","Spain","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","37.2"
"Sports events","Spain","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","49.7"
"Sports events","Spain","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","23.7"
"Sports events","Spain","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","42.3"
"Sports events","Spain","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","55.2"
"Sports events","Spain","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","31.5"
"Sports events","Spain","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","46.0"
"Sports events","Spain","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","57.7"
"Sports events","Spain","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","36.5"
"Sports events","Spain","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","40.2"
"Sports events","Spain","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","51.4"
"Sports events","Spain","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","31.6"
"Sports events","Spain","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","25.2"
"Sports events","Spain","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","32.7"
"Sports events","Spain","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","17.5"
"Sports events","Spain","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","24.0"
"Sports events","Spain","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","31.0"
"Sports events","Spain","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","16.8"
"Sports events","Spain","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","18.8"
"Sports events","Spain","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","23.9"
"Sports events","Spain","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","13.8"
"Sports events","Spain","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","29.2"
"Sports events","Spain","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","39.3"
"Sports events","Spain","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","20.4"
"Sports events","Spain","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","27.8"
"Sports events","Spain","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","37.6"
"Sports events","Spain","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","18.7"
"Sports events","Spain","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","20.9"
"Sports events","Spain","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","27.9"
"Sports events","Spain","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","13.3"
"Sports events","Spain","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","26.4"
