"TIME","GEO","DEG_URB","CITIZEN","ISCED11","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2019","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","100.0","u"
"2019","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2019","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.0",""
"2019","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","73.4",""
"2019","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.6",""
"2019","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.1",""
"2019","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.1",""
"2019","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","68.8",""
"2019","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","64.1",""
"2019","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.8",""
"2019","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","61.4",""
"2019","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.1",""
"2019","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.7",""
"2019","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","61.7",""
"2019","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.1",""
"2019","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.4",""
"2019","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","63.0",""
"2019","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","85.2",""
"2019","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","88.0",""
"2019","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","82.2",""
"2019","Malta","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.8",""
"2019","Malta","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","81.5",""
"2019","Malta","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","60.7",""
"2019","Netherlands","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","76.2",""
"2019","Netherlands","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","81.0",""
"2019","Netherlands","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.2",""
"2019","Netherlands","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","79.1",""
"2019","Netherlands","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","82.8",""
"2019","Netherlands","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","75.2",""
"2019","Austria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","74.2",""
"2019","Austria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","79.4",""
"2019","Austria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","69.6",""
"2019","Austria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.0",""
"2019","Austria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","79.0",""
"2019","Austria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","71.1",""
"2019","Poland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.9","u"
"2019","Poland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","79.3","u"
"2019","Poland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2019","Poland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","68.2",""
"2019","Poland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.3",""
"2019","Poland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","61.1",""
"2019","Portugal","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","76.4",""
"2019","Portugal","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","85.1",""
"2019","Portugal","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","68.8",""
"2019","Portugal","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.5",""
"2019","Portugal","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","73.4",""
"2019","Portugal","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","67.7",""
"2019","Romania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2019","Romania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2019","Romania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2019","Romania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.8",""
"2019","Romania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","74.6",""
"2019","Romania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","56.8",""
"2019","Slovenia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","80.6",""
"2019","Slovenia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","85.1","u"
"2019","Slovenia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","76.2","u"
"2019","Slovenia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.9",""
"2019","Slovenia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","74.2",""
"2019","Slovenia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","69.5",""
"2019","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","82.4",""
"2019","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","89.4","u"
"2019","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2019","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","68.4",""
"2019","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","74.3",""
"2019","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.4",""
"2019","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.8",""
"2019","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.3",""
"2019","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.9",""
"2019","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.5",""
"2019","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","74.4",""
"2019","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.7",""
"2019","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","76.0",""
"2019","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.6",""
"2019","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.8",""
"2019","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","79.2",""
"2019","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","80.2",""
"2019","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","78.2",""
"2019","Iceland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","88.1",""
"2019","Iceland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","89.4",""
"2019","Iceland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","86.5",""
"2019","Iceland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","83.9",""
"2019","Iceland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","86.0",""
"2019","Iceland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","81.7",""
"2019","Norway","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","80.8",""
"2019","Norway","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","84.1",""
"2019","Norway","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","76.9",""
"2019","Norway","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.9",""
"2019","Norway","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.7",""
"2019","Norway","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","74.0",""
"2019","Switzerland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","83.1",""
"2019","Switzerland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","86.5",""
"2019","Switzerland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","79.0",""
"2019","Switzerland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","81.7",""
"2019","Switzerland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","85.0",""
"2019","Switzerland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","78.6",""
"2019","United Kingdom","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","82.1",""
"2019","United Kingdom","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","87.4",""
"2019","United Kingdom","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","77.2",""
"2019","United Kingdom","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.2",""
"2019","United Kingdom","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.8",""
"2019","United Kingdom","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","71.6",""
"2019","Montenegro","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2019","Montenegro","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2019","Montenegro","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2019","Montenegro","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","55.6",""
"2019","Montenegro","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","61.9",""
"2019","Montenegro","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","49.3",""
"2019","North Macedonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2019","North Macedonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":",""
"2019","North Macedonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2019","North Macedonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","54.8",""
"2019","North Macedonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","64.4",""
"2019","North Macedonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","44.7",""
"2019","Serbia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","53.4","u"
"2019","Serbia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2019","Serbia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2019","Serbia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","60.7",""
"2019","Serbia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","67.2",""
"2019","Serbia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","54.3",""
"2019","Turkey","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":",""
"2019","Turkey","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":",""
"2019","Turkey","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":",""
"2019","Turkey","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":",""
"2019","Turkey","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":",""
"2019","Turkey","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":",""
"2020","Belgium","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","66.6",""
"2020","Belgium","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.6",""
"2020","Belgium","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","61.6",""
"2020","Belgium","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.8",""
"2020","Belgium","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.0",""
"2020","Belgium","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.6",""
"2020","Bulgaria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2020","Bulgaria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2020","Bulgaria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2020","Bulgaria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","68.5",""
"2020","Bulgaria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.5",""
"2020","Bulgaria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","64.4",""
"2020","Czechia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","82.4",""
"2020","Czechia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","90.8",""
"2020","Czechia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.4",""
"2020","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","74.2",""
"2020","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","81.1",""
"2020","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","67.0",""
"2020","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","78.1",""
"2020","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","82.4",""
"2020","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","73.3",""
"2020","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.2",""
"2020","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.7",""
"2020","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.6",""
"2020","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.7","b"
"2020","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","81.2","b"
"2020","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","69.6","b"
"2020","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","77.4","b"
"2020","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","80.2","b"
"2020","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","74.7","b"
"2020","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","74.7",""
"2020","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","76.2",""
"2020","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.7","u"
"2020","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.4",""
"2020","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","76.0",""
"2020","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","70.9",""
"2020","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.5",""
"2020","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","80.4",""
"2020","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","67.0",""
"2020","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","67.4",""
"2020","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.2",""
"2020","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.6",""
"2020","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","48.6",""
"2020","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","61.6",""
"2020","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","42.3",""
"2020","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","56.6",""
"2020","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","65.2",""
"2020","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","48.1",""
"2020","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","61.7",""
"2020","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.1",""
"2020","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","55.0",""
"2020","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","61.8",""
"2020","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.6",""
"2020","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","57.0",""
"2020","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.0",""
"2020","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","74.5",""
"2020","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","65.6",""
"2020","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","66.1",""
"2020","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.6",""
"2020","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","63.7",""
"2020","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.7","u"
"2020","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.0","u"
"2020","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2020","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","62.0",""
"2020","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","67.2",""
"2020","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","56.9",""
"2020","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","58.8",""
"2020","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","70.8",""
"2020","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","50.3",""
"2020","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","58.2",""
"2020","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.7",""
"2020","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","49.6",""
"2020","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.6",""
"2020","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","82.4",""
"2020","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","65.2",""
"2020","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","69.8",""
"2020","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.6",""
"2020","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","64.3",""
"2020","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","81.1",""
"2020","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2020","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2020","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.9",""
"2020","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.7",""
"2020","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","71.1",""
"2020","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.8","u"
"2020","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","88.7","u"
"2020","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2020","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.6",""
"2020","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.1",""
"2020","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","71.1",""
"2020","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.9",""
"2020","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.0",""
"2020","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","68.4",""
"2020","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","64.2",""
"2020","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","65.4",""
"2020","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","63.1",""
"2020","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.1",""
"2020","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.4",""
"2020","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.0",""
"2020","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","69.7",""
"2020","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.0",""
"2020","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.4",""
