"SEX","GEO","INDIC_SE","ISCO08","NACE_R2","TIME","SIZECLAS","UNIT","Value"
"Females","Hungary","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","1,220"
"Females","Hungary","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","787"
"Females","Hungary","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","870"
"Females","Hungary","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","824"
"Females","Hungary","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","894"
"Females","Hungary","Gross earnings","Total","Education","2018","10 employees or more","Euro","926"
"Females","Hungary","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","873"
"Females","Hungary","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","770"
"Females","Hungary","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","630"
"Females","Malta","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,918"
"Females","Malta","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","1,905"
"Females","Malta","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","1,814"
"Females","Malta","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","1,660"
"Females","Malta","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","1,666"
"Females","Malta","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro",":"
"Females","Malta","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","1,661"
"Females","Malta","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro",":"
"Females","Malta","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro",":"
"Females","Malta","Gross earnings","Total","Construction","2018","10 employees or more","Euro","1,600"
"Females","Malta","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,940"
"Females","Malta","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,928"
"Females","Malta","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","1,802"
"Females","Malta","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","1,694"
"Females","Malta","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","2,185"
"Females","Malta","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","1,596"
"Females","Malta","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","2,237"
"Females","Malta","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","1,880"
"Females","Malta","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","2,353"
"Females","Malta","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","1,844"
"Females","Malta","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","2,152"
"Females","Malta","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","1,483"
"Females","Malta","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","2,045"
"Females","Malta","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","2,111"
"Females","Malta","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","2,035"
"Females","Malta","Gross earnings","Total","Education","2018","10 employees or more","Euro","1,902"
"Females","Malta","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","2,125"
"Females","Malta","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","2,451"
"Females","Malta","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","1,507"
"Females","Netherlands","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","2,804"
"Females","Netherlands","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","2,742"
"Females","Netherlands","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","2,481"
"Females","Netherlands","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","2,923"
"Females","Netherlands","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","2,887"
"Females","Netherlands","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","4,479"
"Females","Netherlands","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","2,830"
"Females","Netherlands","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","3,959"
"Females","Netherlands","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","2,997"
"Females","Netherlands","Gross earnings","Total","Construction","2018","10 employees or more","Euro","3,145"
"Females","Netherlands","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","2,797"
"Females","Netherlands","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","2,731"
"Females","Netherlands","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","2,203"
"Females","Netherlands","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","2,066"
"Females","Netherlands","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","2,762"
"Females","Netherlands","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","1,767"
"Females","Netherlands","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","3,533"
"Females","Netherlands","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","2,688"
"Females","Netherlands","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","3,953"
"Females","Netherlands","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","3,383"
"Females","Netherlands","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","3,480"
"Females","Netherlands","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","2,174"
"Females","Netherlands","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","3,132"
"Females","Netherlands","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","3,733"
"Females","Netherlands","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","3,047"
"Females","Netherlands","Gross earnings","Total","Education","2018","10 employees or more","Euro","3,509"
"Females","Netherlands","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","2,929"
"Females","Netherlands","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","2,517"
"Females","Netherlands","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","3,040"
"Females","Austria","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro",":"
"Females","Austria","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","2,623"
"Females","Austria","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","2,558"
"Females","Austria","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","2,762"
"Females","Austria","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","2,763"
"Females","Austria","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","3,164"
"Females","Austria","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","2,735"
"Females","Austria","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","3,961"
"Females","Austria","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","2,592"
"Females","Austria","Gross earnings","Total","Construction","2018","10 employees or more","Euro","2,757"
"Females","Austria","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro",":"
"Females","Austria","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","2,598"
"Females","Austria","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","2,326"
"Females","Austria","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","2,315"
"Females","Austria","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","2,665"
"Females","Austria","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","1,850"
"Females","Austria","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","3,469"
"Females","Austria","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","2,829"
"Females","Austria","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","3,655"
"Females","Austria","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","2,914"
"Females","Austria","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","3,166"
"Females","Austria","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","2,102"
"Females","Austria","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro",":"
"Females","Austria","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro",":"
"Females","Austria","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","2,814"
"Females","Austria","Gross earnings","Total","Education","2018","10 employees or more","Euro","2,953"
"Females","Austria","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","2,881"
"Females","Austria","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","2,476"
"Females","Austria","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","2,412"
"Females","Poland","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,007"
"Females","Poland","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","999"
"Females","Poland","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","1,012"
"Females","Poland","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","951"
"Females","Poland","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","939"
"Females","Poland","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","1,231"
"Females","Poland","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","917"
"Females","Poland","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","1,480"
"Females","Poland","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","993"
"Females","Poland","Gross earnings","Total","Construction","2018","10 employees or more","Euro","1,134"
"Females","Poland","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,021"
"Females","Poland","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,012"
"Females","Poland","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","953"
"Females","Poland","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","884"
"Females","Poland","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","1,043"
"Females","Poland","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","746"
"Females","Poland","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","1,602"
"Females","Poland","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","1,220"
"Females","Poland","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","1,543"
"Females","Poland","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","1,010"
"Females","Poland","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","1,414"
"Females","Poland","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","772"
"Females","Poland","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","999"
"Females","Poland","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","1,096"
"Females","Poland","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","976"
"Females","Poland","Gross earnings","Total","Education","2018","10 employees or more","Euro","957"
"Females","Poland","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","1,031"
"Females","Poland","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","883"
"Females","Poland","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","738"
"Females","Portugal","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro",":"
"Females","Portugal","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","1,217"
"Females","Portugal","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","1,085"
"Females","Portugal","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","979"
"Females","Portugal","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","970"
"Females","Portugal","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","1,428"
"Females","Portugal","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","946"
"Females","Portugal","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","2,914"
"Females","Portugal","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","1,339"
"Females","Portugal","Gross earnings","Total","Construction","2018","10 employees or more","Euro","1,115"
"Females","Portugal","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro",":"
"Females","Portugal","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,274"
"Females","Portugal","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","1,078"
"Females","Portugal","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","1,039"
"Females","Portugal","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","1,590"
"Females","Portugal","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","832"
"Females","Portugal","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","1,852"
"Females","Portugal","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","1,220"
"Females","Portugal","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","2,170"
"Females","Portugal","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","1,423"
"Females","Portugal","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","1,610"
"Females","Portugal","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","865"
"Females","Portugal","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro",":"
"Females","Portugal","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro",":"
"Females","Portugal","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","1,427"
"Females","Portugal","Gross earnings","Total","Education","2018","10 employees or more","Euro","1,819"
"Females","Portugal","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","1,179"
"Females","Portugal","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","1,167"
"Females","Portugal","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","1,075"
"Females","Romania","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","964"
"Females","Romania","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","937"
"Females","Romania","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","832"
"Females","Romania","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","727"
"Females","Romania","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","721"
"Females","Romania","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","1,330"
"Females","Romania","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","702"
"Females","Romania","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","1,107"
"Females","Romania","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","761"
"Females","Romania","Gross earnings","Total","Construction","2018","10 employees or more","Euro","842"
"Females","Romania","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,064"
"Females","Romania","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,036"
"Females","Romania","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","841"
"Females","Romania","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","763"
"Females","Romania","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","843"
"Females","Romania","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","548"
"Females","Romania","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","1,524"
"Females","Romania","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","1,078"
"Females","Romania","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","1,279"
"Females","Romania","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","777"
"Females","Romania","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","1,301"
"Females","Romania","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","834"
"Females","Romania","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","1,228"
"Females","Romania","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","1,279"
"Females","Romania","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","1,211"
"Females","Romania","Gross earnings","Total","Education","2018","10 employees or more","Euro","1,107"
"Females","Romania","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","1,419"
"Females","Romania","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","764"
"Females","Romania","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","655"
"Females","Slovenia","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,637"
"Females","Slovenia","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","1,610"
"Females","Slovenia","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","1,549"
"Females","Slovenia","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","1,513"
"Females","Slovenia","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","1,501"
"Females","Slovenia","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","2,010"
"Females","Slovenia","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","1,465"
"Females","Slovenia","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","2,359"
"Females","Slovenia","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","1,883"
"Females","Slovenia","Gross earnings","Total","Construction","2018","10 employees or more","Euro","1,814"
"Females","Slovenia","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,670"
"Females","Slovenia","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,639"
"Females","Slovenia","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","1,489"
"Females","Slovenia","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","1,404"
"Females","Slovenia","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","1,791"
"Females","Slovenia","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","1,258"
"Females","Slovenia","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","2,113"
"Females","Slovenia","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","1,725"
"Females","Slovenia","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","2,117"
"Females","Slovenia","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","1,646"
"Females","Slovenia","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","2,092"
"Females","Slovenia","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","1,116"
"Females","Slovenia","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","1,750"
"Females","Slovenia","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","1,914"
"Females","Slovenia","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","1,709"
"Females","Slovenia","Gross earnings","Total","Education","2018","10 employees or more","Euro","1,705"
"Females","Slovenia","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","1,718"
"Females","Slovenia","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","1,775"
"Females","Slovenia","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","1,485"
"Females","Slovakia","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,025"
"Females","Slovakia","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","1,024"
"Females","Slovakia","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","1,031"
"Females","Slovakia","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","987"
"Females","Slovakia","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","989"
"Females","Slovakia","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","938"
"Females","Slovakia","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","978"
"Females","Slovakia","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","1,417"
"Females","Slovakia","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","971"
"Females","Slovakia","Gross earnings","Total","Construction","2018","10 employees or more","Euro","967"
"Females","Slovakia","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,035"
"Females","Slovakia","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","1,036"
"Females","Slovakia","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","982"
"Females","Slovakia","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","966"
"Females","Slovakia","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","960"
"Females","Slovakia","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","740"
"Females","Slovakia","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","1,547"
"Females","Slovakia","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","1,207"
"Females","Slovakia","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","1,519"
"Females","Slovakia","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","978"
"Females","Slovakia","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","1,378"
"Females","Slovakia","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","870"
"Females","Slovakia","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","1,016"
"Females","Slovakia","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","1,031"
"Females","Slovakia","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","1,011"
"Females","Slovakia","Gross earnings","Total","Education","2018","10 employees or more","Euro","991"
"Females","Slovakia","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","1,067"
"Females","Slovakia","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","900"
"Females","Slovakia","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","858"
"Females","Finland","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","3,071"
"Females","Finland","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","3,047"
"Females","Finland","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","3,051"
"Females","Finland","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","3,407"
"Females","Finland","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","3,428"
"Females","Finland","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","3,427"
"Females","Finland","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","3,416"
"Females","Finland","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","3,858"
"Females","Finland","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","3,166"
"Females","Finland","Gross earnings","Total","Construction","2018","10 employees or more","Euro","3,278"
"Females","Finland","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","3,039"
"Females","Finland","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","3,010"
"Females","Finland","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","2,874"
"Females","Finland","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","2,770"
"Females","Finland","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","3,067"
"Females","Finland","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","2,386"
"Females","Finland","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","4,019"
